MAS: Financial Database - Domestic Interest Rates Exchange Rates;;;;MAS: Financial Database - Exchange Rates;;;;;
;;;;;;;;;
Domestic Interest Rates (Daily) Exchange Rates (Daily);;;;Exchange Rates (Daily);;;;;
Mar 2000 to May 2024;;;;Mar 2000 to May 2024;;;;;
;;;;;;;;;
;;;;;;;;;
End of Period / SORA Value Date;Month;Date;Interbank 1-Week;Year;Month;Day;S$ Per Unit of US Dollar;tasa_EEUU;riesgo_MALASIA
;;28;1,69;;;11;13.893;;
;;29;1,69;;;12;13.873;;
;;31;1,69;;;13;13.824;;
;Feb;1;1,63;;;14;13.828;;
;;2;1,75;;;17;13.856;;
;;3;1,75;;;18;13.815;;
;;4;1,75;;;19;13.795;;
;;5;1,75;;;20;13.866;;
;;7;1,75;;;24;13.908;;
;;8;1,75;;;25;13.861;;
;;11;1,75;;;26;13.793;;
;;12;1,75;;;27;13.797;;
;;14;1,75;;;28;13.809;;
;;15;1,63;;;31;13.799;;
;;16;1,63;;Apr;1;13.785;;
;;17;1,69;;;2;13.827;;
;;18;1,75;;;3;13.829;;
;;19;1,75;;;4;13.842;;
;;21;1,75;;;7;13.817;;
;;22;1,81;;;8;13.812;;
;;23;1,81;;;9;13.811;;
;;24;1,88;;;10;13.609;;
;;25;1,88;;;11;13.586;;
;;26;1,88;;;14;13.603;;
;;28;1,94;;;15;13.570;;
;Mar;1;1,88;;;16;13.570;;
;;2;1,81;;;17;13.511;;
;;3;1,81;;;18;13.525;;
;;4;1,81;;;21;13.535;;
;;5;1,81;;;22;13.521;;
;;7;1,81;;;23;13.481;;
;;8;1,81;;;24;13.517;;
;;9;1,81;;;25;13.581;;
;;10;1,88;;;28;13.625;;
;;11;1,81;;;29;13.599;;
;;12;1,81;;;30;13.619;;
;;14;1,81;;May;2;13.622;;
;;15;1,81;;;5;13.617;;
;;16;1,81;;;6;13.579;;
;;17;1,81;;;7;13.585;;
;;18;1,75;;;8;13.741;;
;;19;1,75;;;9;13.730;;
;;21;1,75;;;12;13.704;;
;;22;1,81;;;13;13.680;;
;;23;1,81;;;14;13.766;;
;;24;1,81;;;15;13.842;;
;;26;1,88;;;16;13.750;;
;;28;1,94;;;20;13.691;;
;;29;2,06;;;21;13.652;;
;;30;1,94;;;22;13.587;;
;;31;1,94;;;23;13.616;;
;Apr;1;1,94;;;26;13.601;;
;;2;1,94;;;27;13.613;;
;;4;1,94;;;28;13.626;;
;;5;1,94;;;29;13.638;;
;;6;1,88;;;30;13.651;;
;;7;1,88;;Jun;2;13.633;;
;;8;1,88;;;3;13.631;;
;;9;1,88;;;4;13.638;;
;;11;1,75;;;5;13.697;;
;;12;1,81;;;6;13.665;;
;;13;1,88;;;9;13.627;;
;;14;1,88;;;10;13.668;;
;;15;1,88;;;11;13.728;;
;;16;1,88;;;12;13.775;;
;;18;1,88;;;13;13.785;;
;;19;2;;;16;13.757;;
;;20;2,06;;;17;13.671;;
;;21;2;;;18;13.663;;
;;22;2;;;19;13.678;;
;;23;2;;;20;13.673;;
;;25;2;;;23;13.648;;
;;26;2,06;;;24;13.682;;
;;27;2,06;;;25;13.677;;
;;28;2,06;;;26;13.644;;
;;29;2,06;;;27;13.646;;
;;30;2;;;30;13.616;;
;May;3;2;;Jul;1;13.604;;
;;4;2;;;2;13.626;;
;;5;2;;;3;13.580;;
;;6;2;;;4;13.609;;
;;7;2;;;7;13.621;;
;;9;2;;;8;13.631;;
;;10;2,06;;;9;13.630;;
;;11;2;;;10;13.612;;
;;12;2;;;11;13.602;;
;;13;1,94;;;14;13.561;;
;;14;1,88;;;15;13.482;;
;;16;1,88;;;16;13.478;;
;;17;1,88;;;17;13.504;;
;;18;1,88;;;18;13.529;;
;;19;1,81;;;21;13.514;;
;;20;1,88;;;22;13.526;;
;;21;1,88;;;23;13.577;;
;;24;1,88;;;24;13.620;;
;;25;1,81;;;25;13.611;;
;;26;1,94;;;28;13.638;;
;;27;2;;;29;13.627;;
;;28;2;;;30;13.670;;
;;30;2;;;31;13.676;;
;;31;2,06;;Aug;1;13.695;;
;Jun;1;2,06;;;4;13.692;;
;;2;2,06;;;5;13.743;;
;;3;2,13;;;6;13.774;;
;;4;2,13;;;7;13.835;;
;;6;2,13;;;8;13.986;;
;;7;2,13;;;11;14.070;;
;;8;2,06;;;12;14.105;;
;;9;2,13;;;13;14.052;;
;;10;2;;;14;14.092;;
;;11;2;;;15;14.139;;
;;13;1,94;;;18;14.123;;
;;14;1,94;;;19;14.133;;
;;15;1,94;;;20;14.087;;
;;16;1,94;;;21;14.148;;
;;17;1,88;;;22;14.061;;
;;18;1,88;;;25;14.191;;
;;20;1,88;;;26;14.211;;
;;21;1,88;;;27;14.170;;
;;22;1,94;;;28;14.134;;
;;23;2;;;29;14.160;;
;;24;2;;Sep;1;14.216;;
;;25;2;;;2;14.293;;
;;27;1,94;;;3;14.340;;
;;28;1,94;;;4;14.293;;
;;29;1,94;;;5;14.364;;
;;30;2;;;8;14.170;;
;Jul;1;1,94;;;9;14.347;;
;;2;1,94;;;10;14.315;;
;;4;1,94;;;11;14.403;;
;;5;1,94;;;12;14.380;;
;;6;1,94;;;15;14.293;;
;;7;1,94;;;16;14.353;;
;;8;1,94;;;17;14.357;;
;;9;1,94;;;18;14.338;;
;;11;1,94;;;19;14.348;;
;;12;1,88;;;22;14.204;;
;;13;1,88;;;23;14.104;;
;;14;1,88;;;24;14.149;;
;;15;1,88;;;25;14.212;;
;;16;1,88;;;26;14.222;;
;;18;1,88;;;29;14.290;;
;;19;1,88;;;30;14.314;;
;;20;1,88;;Oct;2;14.386;;
;;21;1,94;;;3;14.484;;
;;22;1,88;;;6;14.581;;
;;23;1,88;;;7;14.609;;
;;25;1,88;;;8;14.670;;
;;26;1,94;;;9;14.687;;
;;27;1,94;;;10;14.823;;
;;28;1,94;;;13;14.755;;
;;29;1,94;;;14;14.599;;
;;30;1,94;;;15;14.689;;
;Aug;1;1,88;;;16;14.813;;
;;2;1,88;;;17;14.787;;
;;3;1,88;;;20;14.782;;
;;4;1,94;;;21;14.765;;
;;5;1,88;;;22;14.954;;
;;6;1,88;;;23;15.029;;
;;8;1,88;;;24;15.035;;
;;10;1,94;;;28;15.121;;
;;11;1,88;;;29;14.989;;
;;12;1,88;;;30;14.657;;
;;13;1,88;;;31;14.807;;
;;15;1,88;;Nov;3;14.727;;
;;16;1,88;;;4;14.857;;
;;17;1,88;;;5;14.703;;
;;18;1,88;;;6;14.857;;
;;19;1,88;;;7;14.935;;
;;20;1,88;;;10;14.857;;
;;22;1,88;;;11;14.964;;
;;23;2;;;12;15.048;;
;;24;2;;;13;15.132;;
;;25;1,94;;;14;15.113;;
;;26;1,88;;;17;15.214;;
;;27;1,88;;;18;15.266;;
;;29;1,94;;;19;15.283;;
;;30;2;;;20;15.298;;
;;31;2;;;21;15.327;;
;Sep;1;2;;;24;15.302;;
;;2;2;;;25;15.170;;
;;3;2;;;26;15.103;;
;;5;2;;;27;15.116;;
;;6;2,06;;;28;15.072;;
;;7;2,13;;Dec;1;15.225;;
;;8;2,13;;;2;15.283;;
;;9;2;;;3;15.272;;
;;10;2,06;;;4;15.247;;
;;12;2,13;;;5;15.238;;
;;13;2,25;;;9;15.111;;
;;14;2,19;;;10;15.019;;
;;15;2,25;;;11;14.944;;
;;16;2,25;;;12;14.898;;
;;17;2,25;;;15;14.784;;
;;19;2,19;;;16;14.713;;
;;20;2,19;;;17;14.579;;
;;21;2,25;;;18;14.368;;
;;22;2,25;;;19;14.478;;
;;23;2,31;;;22;14.520;;
;;24;2,31;;;23;14.499;;
;;26;2,25;;;24;14.476;;
;;27;2,38;;;26;14.433;;
;;28;2,5;;;29;14.421;;
;;29;2,38;;;30;14.434;;
;;30;2,31;;;31;14.392;;
;Oct;1;2,31;;;;;;
;;3;2,31;* Yearly; monthly and weekly figures are end period values,;;;;
;;4;2,31;* Daily figures are values as of noon,;;;;;
;;5;2,25;;;;;;
;;6;2,25;;;;;;
;;7;2,25;End of Period;;;S$ Per Unit of US Dollar;;
;;8;2,25;2009;Jan;2;14.525;;
;;10;2,25;;;5;14.607;;
;;11;2,31;;;6;14.694;;
;;12;2,31;;;7;14.722;;
;;13;2,38;;;8;14.810;;
;;14;2,38;;;9;14.785;;
;;15;2,38;;;12;14.877;;
;;17;2,31;;;13;14.899;;
;;18;2,31;;;14;14.873;;
;;19;2,31;;;15;14.970;;
;;20;2,31;;;16;14.890;;
;;21;2,38;;;19;14.866;;
;;22;2,31;;;20;15.018;;
;;24;2,31;;;21;15.045;;
;;25;2,31;;;22;14.957;;
;;26;2,31;;;23;15.046;;
;;27;2,38;;;28;15.012;;
;;28;2,44;;;29;15.040;;
;;29;2,44;;;30;15.082;;
;;31;2,63;;Feb;2;15.158;;
;Nov;2;2,56;;;3;15.077;;
;;4;2,63;;;4;15.078;;
;;5;2,63;;;5;15.088;;
;;7;2,69;;;6;15.066;;
;;8;2,75;;;9;14.970;;
;;9;2,75;;;10;15.008;;
;;10;2,75;;;11;15.087;;
;;11;2,88;;;12;15.082;;
;;12;2,88;;;13;15.079;;
;;14;2,88;;;16;15.133;;
;;15;2,88;;;17;15.235;;
;;16;2,88;;;18;15.284;;
;;17;2,75;;;19;15.291;;
;;18;2,81;;;20;15.343;;
;;19;2,81;;;23;15.227;;
;;21;2,94;;;24;15.316;;
;;22;3,06;;;25;15.282;;
;;23;3,13;;;26;15.343;;
;;24;3,13;;;27;15.412;;
;;25;3;;Mar;2;15.535;;
;;26;3;;;3;15.486;;
;;28;3;;;4;15.537;;
;;29;3;;;5;15.521;;
;;30;3;;;6;15.502;;
;Dec;1;3;;;9;15.451;;
;;2;3;;;10;15.436;;
;;3;3,06;;;11;15.393;;
;;5;3;;;12;15.292;;
;;6;2,94;;;13;15.390;;
;;7;2,88;;;16;15.407;;
;;8;2,88;;;17;15.342;;
;;9;2,94;;;18;15.287;;
;;10;2,88;;;19;15.174;;
;;12;2,88;;;20;15.094;;
;;13;2,94;;;23;15.100;;
;;14;3,25;;;24;15.042;;
;;15;3,38;;;25;15.142;;
;;16;3,25;;;26;15.093;;
;;17;3,25;;;27;15.065;;
;;19;3,25;;;30;15.187;;
;;20;3,25;;;31;15.194;;
;;21;3;;Apr;1;15.213;;
;;22;3,13;;;2;15.155;;
;;23;3,13;;;3;15.052;;
;;24;3,13;;;6;14.997;;
;;27;3,13;;;7;15.093;;
;;28;3,13;;;8;15.183;;
;;29;3,13;;;9;15.142;;
;;30;3,13;;;13;15.136;;
;;31;3,19;;;14;15.016;;
;;;;;;15;15.049;;
;;;;;;16;14.979;;
End of Period / SORA Value Date;;;Interbank 1-Week;;;17;14.975;;
2006;Jan;3;3,25;;;20;15.069;;
;;4;3,31;;;21;15.098;;
;;5;3,38;;;22;15.078;;
;;6;3,25;;;23;15.063;;
;;7;3,25;;;24;14.962;;
;;9;3,25;;;27;14.947;;
;;11;3,25;;;28;15.005;;
;;12;3,38;;;29;14.947;;
;;13;3,38;;;30;14.788;;
;;14;3;;May;4;14.764;;
;;16;3,31;;;5;14.750;;
;;17;3,31;;;6;14.792;;
;;18;3,25;;;7;14.716;;
;;19;3,25;;;8;14.701;;
;;20;3,38;;;11;14.575;;
;;21;3,31;;;12;14.605;;
;;23;3,31;;;13;14.540;;
;;24;3,25;;;14;14.694;;
;;25;3,25;;;15;14.646;;
;;26;3,25;;;18;14.736;;
;;27;3,31;;;19;14.645;;
;;28;3,31;;;20;14.643;;
;Feb;1;3,31;;;21;14.556;;
;;2;3,5;;;22;14.467;;
;;3;3,38;;;25;14.471;;
;;4;3,38;;;26;14.485;;
;;6;3,38;;;27;14.455;;
;;7;3,38;;;28;14.573;;
;;8;3,38;;;29;14.505;;
;;9;3,38;;Jun;1;14.410;;
;;10;3,19;;;2;14.402;;
;;11;3,19;;;3;14.383;;
;;13;3,25;;;4;14.445;;
;;14;3,13;;;5;14.456;;
;;15;2,75;;;8;14.548;;
;;16;3,13;;;9;14.622;;
;;17;3,13;;;10;14.495;;
;;18;3,13;;;11;14.509;;
;;20;3,25;;;12;14.487;;
;;21;3,25;;;15;14.567;;
;;22;3,38;;;16;14.602;;
;;23;3,38;;;17;14.585;;
;;24;3,38;;;18;14.538;;
;;25;3,38;;;19;14.569;;
;;27;3,38;;;22;14.568;;
;;28;3,38;;;23;14.613;;
;Mar;1;3,38;;;24;14.545;;
;;2;3,38;;;25;14.566;;
;;3;3,38;;;26;14.552;;
;;4;3,38;;;29;14.544;;
;;6;3,38;;;30;14.498;;
;;7;3,38;;Jul;1;14.485;;
;;8;3,38;;;2;14.467;;
;;9;3,38;;;3;14.514;;
;;10;3,38;;;6;14.548;;
;;11;3,38;;;7;14.557;;
;;13;3,38;;;8;14.621;;
;;14;3,38;;;9;14.618;;
;;15;3,38;;;10;14.588;;
;;16;3,38;;;13;14.629;;
;;17;3,38;;;14;14.588;;
;;18;3,38;;;15;14.556;;
;;20;3,38;;;16;14.538;;
;;21;3,38;;;17;14.532;;
;;22;3,38;;;20;14.461;;
;;23;3,38;;;21;14.426;;
;;24;3,38;;;22;14.440;;
;;25;3,38;;;23;14.414;;
;;27;3,38;;;24;14.433;;
;;28;3,38;;;27;14.409;;
;;29;3,38;;;28;14.412;;
;;30;3,31;;;29;14.413;;
;;31;3,31;;;30;14.465;;
;Apr;1;3,38;;;31;14.408;;
;;3;3,38;;Aug;3;14.370;;
;;4;3,38;;;4;14.336;;
;;5;3,31;;;5;14.324;;
;;6;3,25;;;6;14.336;;
;;7;3,25;;;7;14.361;;
;;8;3,25;;;11;14.449;;
;;10;3,25;;;12;14.487;;
;;11;3,25;;;13;14.434;;
;;12;3,31;;;14;14.423;;
;;13;3,31;;;17;14.465;;
;;15;3,25;;;18;14.503;;
;;17;3,19;;;19;14.491;;
;;18;3,19;;;20;14.479;;
;;19;3,13;;;21;14.438;;
;;20;3,13;;;24;14.381;;
;;21;3,13;;;25;14.418;;
;;22;3,13;;;26;14.420;;
;;24;3,13;;;27;14.455;;
;;25;3,13;;;28;14.429;;
;;26;3,25;;;31;14.419;;
;;27;3,31;;Sep;1;14.400;;
;;28;3,31;;;2;14.447;;
;;29;3,31;;;3;14.412;;
;May;2;3,31;;;4;14.415;;
;;3;3,31;;;7;14.328;;
;;4;3,31;;;8;14.327;;
;;5;3,31;;;9;14.255;;
;;8;3,31;;;10;14.235;;
;;9;3,31;;;11;14.224;;
;;10;3,25;;;14;14.247;;
;;11;3,25;;;15;14.226;;
;;13;3,25;;;16;14.186;;
;;15;3,25;;;17;14.115;;
;;16;3,25;;;18;14.155;;
;;17;3,25;;;22;14.157;;
;;18;3,25;;;23;14.101;;
;;19;3,25;;;24;14.159;;
;;22;3,25;;;25;14.186;;
;;23;3,25;;;28;14.206;;
;;24;3,19;;;29;14.181;;
;;25;3,19;;;30;14.141;;
;;26;3,31;;Oct;1;14.116;;
;;29;3,25;;;2;14.141;;
;;30;3,19;;;5;14.114;;
;;31;3,25;;;6;14.046;;
;Jun;1;3,31;;;7;14.031;;
;;2;3,31;;;8;13.949;;
;;5;3,31;;;9;13.918;;
;;6;3,31;;;12;14.014;;
;;7;3,31;;;13;13.972;;
;;8;3,25;;;14;13.939;;
;;9;3,25;;;15;13.861;;
;;12;3,25;;;16;13.884;;
;;13;3,25;;;19;13.953;;
;;14;3,25;;;20;13.882;;
;;15;3,31;;;21;13.951;;
;;16;3,31;;;22;13.964;;
;;19;3,38;;;23;13.928;;
;;20;3,44;;;26;13.925;;
;;21;3,44;;;27;13.976;;
;;22;3,44;;;28;13.995;;
;;23;3,44;;;29;14.039;;
;;26;3,44;;;30;13.968;;
;;27;3,44;;Nov;2;14.004;;
;;28;3,44;;;3;13.976;;
;;29;3,5;;;4;13.998;;
;;30;3,5;;;5;13.975;;
;Jul;3;3,5;;;6;13.946;;
;;4;3,38;;;9;13.884;;
;;5;3,38;;;10;13.882;;
;;6;3,38;;;11;13.874;;
;;7;3,5;;;12;13.865;;
;;10;3,5;;;13;13.890;;
;;11;3,5;;;16;13.848;;
;;12;3,5;;;17;13.845;;
;;13;3,5;;;18;13.858;;
;;14;3,44;;;19;13.874;;
;;17;3,31;;;20;13.894;;
;;18;3,25;;;23;13.867;;
;;19;3,25;;;24;13.869;;
;;20;3,31;;;25;13.840;;
;;21;3,38;;;26;13.796;;
;;24;3,38;;;30;13.828;;
;;25;3,38;;Dec;1;13.844;;
;;26;3,44;;;2;13.800;;
;;27;3,38;;;3;13.812;;
;;28;3,38;;;4;13.829;;
;;31;3,25;;;7;13.891;;
;Aug;1;3,31;;;8;13.891;;
;;2;3,31;;;9;13.938;;
;;3;3,5;;;10;13.895;;
;;4;3,31;;;11;13.904;;
;;7;3,25;;;14;13.929;;
;;8;3,31;;;15;13.918;;
;;10;3,38;;;16;13.976;;
;;11;3,38;;;17;13.998;;
;;14;3,38;;;18;14.006;;
;;15;3,38;;;21;14.033;;
;;16;3,38;;;22;14.064;;
;;17;3,25;;;23;14.112;;
;;18;3,38;;;24;14.072;;
;;21;3,38;;;28;14.060;;
;;22;3,38;;;29;14.078;;
;;23;3,38;;;30;14.067;;
;;24;3,44;;;31;14.034;;
;;25;3,5;;;;;;
;;28;3,5;* Yearly; monthly and weekly figures are end period values,;;;;
;;29;3,5;* Daily figures are values as of noon,;;;;;
;;30;3,5;;;;;;
;;31;3,56;;;;;;
;Sep;1;3,5;End of Period;;;S$ Per Unit of US Dollar;;
;;4;3,44;2010;Jan;4;14.038;;
;;5;3,44;;;5;13.969;;
;;6;3,38;;;6;13.966;;
;;7;3,38;;;7;13.942;;
;;8;3,31;;;8;13.982;;
;;11;3,25;;;11;13.880;;
;;12;3,25;;;12;13.910;;
;;13;3,25;;;13;13.897;;
;;14;3,38;;;14;13.864;;
;;15;3,38;;;15;13.886;;
;;18;3,44;;;18;13.905;;
;;19;3,44;;;19;13.878;;
;;20;3,63;;;20;13.937;;
;;21;3,5;;;21;13.994;;
;;22;3,63;;;22;14.045;;
;;25;3,56;;;25;14.017;;
;;26;3,44;;;26;14.012;;
;;27;3,44;;;27;14.019;;
;;28;3,44;;;28;14.026;;
;;29;3,44;;;29;14.046;;
;Oct;2;3,44;;Feb;1;14.111;;
;;3;3,44;;;2;14.117;;
;;4;3,38;;;3;14.097;;
;;5;3,38;;;4;14.122;;
;;6;3,25;;;5;14.203;;
;;9;3,38;;;8;14.216;;
;;10;3,44;;;9;14.217;;
;;11;3,44;;;10;14.187;;
;;12;3,5;;;11;14.124;;
;;13;3,5;;;12;14.124;;
;;16;3,5;;;17;14.035;;
;;17;3,5;;;18;14.094;;
;;18;3,5;;;19;14.135;;
;;19;3,5;;;22;14.075;;
;;20;3,5;;;23;14.083;;
;;23;3,5;;;24;14.096;;
;;25;3,5;;;25;14.117;;
;;26;3,5;;;26;14.087;;
;;27;3,5;;Mar;1;14.048;;
;;30;3,56;;;2;14.065;;
;;31;3,56;;;3;14.012;;
;Nov;1;3,56;;;4;13.998;;
;;2;3,56;;;5;14.019;;
;;3;3,5;;;8;13.994;;
;;6;3,5;;;9;14.005;;
;;7;3,5;;;10;13.991;;
;;8;3,5;;;11;13.993;;
;;9;3,38;;;12;13.973;;
;;10;3,44;;;15;13.978;;
;;13;3,44;;;16;13.967;;
;;14;3,38;;;17;13.942;;
;;15;3,38;;;18;13.932;;
;;16;3,38;;;19;13.956;;
;;17;3,38;;;22;13.999;;
;;20;3,38;;;23;13.996;;
;;21;3,38;;;24;14.019;;
;;22;3,38;;;25;14.066;;
;;23;3,38;;;26;14.065;;
;;24;3,38;;;29;14.022;;
;;27;3,38;;;30;13.978;;
;;28;3,31;;;31;14.028;;
;;29;3,31;;Apr;1;13.989;;
;;30;3,25;;;5;13.982;;
;Dec;1;3,25;;;6;13.977;;
;;4;3,25;;;7;13.960;;
;;5;3,25;;;8;13.969;;
;;6;3,25;;;9;13.947;;
;;7;3,25;;;12;13.885;;
;;8;3,25;;;13;13.935;;
;;11;3,25;;;14;13.778;;
;;12;3,25;;;15;13.731;;
;;13;3,25;;;16;13.783;;
;;14;3,31;;;19;13.792;;
;;15;3,38;;;20;13.767;;
;;18;3,38;;;21;13.728;;
;;19;3,38;;;22;13.730;;
;;20;3,31;;;23;13.742;;
;;21;3,31;;;26;13.684;;
;;22;3,31;;;27;13.678;;
;;26;3,38;;;28;13.718;;
;;27;3,38;;;29;13.721;;
;;28;3,44;;;30;13.682;;
;;29;3,44;;May;3;13.730;;
;;;;;;4;13.707;;
;;;;;;5;13.833;;
End of Period / SORA Value Date;;;Interbank 1-Week;;;6;13.911;;
2007;Jan;3;3,38;;;7;14.005;;
;;4;3,38;;;10;13.784;;
;;5;3,31;;;11;13.782;;
;;8;3,31;;;12;13.846;;
;;9;3,31;;;13;13.802;;
;;10;3,38;;;14;13.812;;
;;11;3,38;;;17;13.968;;
;;12;3,38;;;18;13.925;;
;;15;3,38;;;19;13.982;;
;;16;3,31;;;20;13.990;;
;;17;3,31;;;21;14.109;;
;;18;3,25;;;24;14.066;;
;;19;3,25;;;25;14.163;;
;;22;3,25;;;26;14.104;;
;;23;3,25;;;27;14.089;;
;;24;3,25;;;31;14.017;;
;;25;3,25;;Jun;1;14.029;;
;;26;3,31;;;2;14.132;;
;;29;3,31;;;3;14.023;;
;;30;3,31;;;4;14.033;;
;;31;3,38;;;7;14.196;;
;Feb;1;3,38;;;8;14.145;;
;;2;3,38;;;9;14.163;;
;;5;3,31;;;10;14.128;;
;;6;3,31;;;11;14.046;;
;;7;3,31;;;14;13.985;;
;;8;3,31;;;15;13.983;;
;;9;3,31;;;16;13.937;;
;;12;3,38;;;17;13.971;;
;;13;3,38;;;18;13.889;;
;;14;3,38;;;21;13.767;;
;;15;3,31;;;22;13.800;;
;;16;3,31;;;23;13.865;;
;;21;3,31;;;24;13.869;;
;;22;3,31;;;25;13.922;;
;;23;3,25;;;28;13.839;;
;;26;3,25;;;29;13.903;;
;;27;3,25;;;30;14.013;;
;;28;3,19;;Jul;1;14.013;;
;Mar;1;3,25;;;2;13.913;;
;;2;3,25;;;5;13.928;;
;;5;3,13;;;6;13.926;;
;;6;2,88;;;7;13.903;;
;;7;2,75;;;8;13.835;;
;;8;2,63;;;9;13.792;;
;;9;2,63;;;12;13.808;;
;;12;2,5;;;13;13.829;;
;;13;2,5;;;14;13.765;;
;;14;2,38;;;15;13.750;;
;;15;2,38;;;16;13.758;;
;;16;3;;;19;13.807;;
;;19;3;;;20;13.734;;
;;20;3;;;21;13.724;;
;;21;3;;;22;13.764;;
;;22;2,94;;;23;13.730;;
;;23;3;;;26;13.647;;
;;26;3;;;27;13.613;;
;;27;2,94;;;28;13.640;;
;;28;2,75;;;29;13.656;;
;;29;2,88;;;30;13.623;;
;;30;2,88;;Aug;2;13.538;;
;Apr;2;2,88;;;3;13.529;;
;;3;2,88;;;4;13.528;;
;;4;2,75;;;5;13.540;;
;;5;2,75;;;6;13.523;;
;;9;2,69;;;10;13.528;;
;;10;2,69;;;11;13.559;;
;;11;2,63;;;12;13.643;;
;;12;2,63;;;13;13.586;;
;;13;2,63;;;16;13.658;;
;;16;2,63;;;17;13.572;;
;;17;2,31;;;18;13.568;;
;;18;2,38;;;19;13.527;;
;;19;2,25;;;20;13.536;;
;;20;2,38;;;23;13.554;;
;;23;2,5;;;24;13.604;;
;;24;2,5;;;25;13.583;;
;;25;2,56;;;26;13.556;;
;;26;2,63;;;27;13.556;;
;;27;2,63;;;30;13.535;;
;;30;2,56;;;31;13.557;;
;May;2;2,63;;Sep;1;13.538;;
;;3;2,56;;;2;13.495;;
;;4;2,63;;;3;13.477;;
;;7;2,63;;;6;13.434;;
;;8;2,63;;;7;13.463;;
;;9;2,5;;;8;13.469;;
;;10;2,5;;;9;13.432;;
;;11;2,5;;;13;13.395;;
;;14;2,44;;;14;13.375;;
;;15;2,31;;;15;13.387;;
;;16;2,19;;;16;13.384;;
;;17;2,13;;;17;13.365;;
;;18;2,13;;;20;13.351;;
;;21;2;;;21;13.340;;
;;22;2,19;;;22;13.285;;
;;23;2,31;;;23;13.263;;
;;24;2,25;;;24;13.278;;
;;25;2,25;;;27;13.230;;
;;28;2,25;;;28;13.224;;
;;29;2,25;;;29;13.182;;
;;30;2,38;;;30;13.175;;
;Jun;1;2,38;;Oct;1;13.157;;
;;4;2,31;;;4;13.133;;
;;5;2,25;;;5;13.175;;
;;6;2,25;;;6;13.106;;
;;7;2,25;;;7;13.087;;
;;8;2,31;;;8;13.070;;
;;11;2,38;;;11;13.060;;
;;12;2,44;;;12;13.083;;
;;13;2,44;;;13;13.056;;
;;14;2,44;;;14;12.953;;
;;15;2,44;;;15;12.982;;
;;18;2,38;;;18;13.048;;
;;19;2,31;;;19;13.044;;
;;20;2,38;;;20;13.094;;
;;21;2,38;;;21;13.016;;
;;22;2,38;;;22;13.021;;
;;25;2,31;;;25;12.950;;
;;26;2,31;;;26;12.939;;
;;27;2,38;;;27;13.018;;
;;28;2,31;;;28;12.992;;
;;29;2,31;;;29;12.987;;
;Jul;2;2,31;;Nov;1;12.911;;
;;3;2,25;;;2;12.894;;
;;4;2,38;;;3;12.880;;
;;5;2,44;;;4;12.847;;
;;6;2,38;;;8;12.868;;
;;9;2,31;;;9;12.860;;
;;10;2,38;;;10;12.888;;
;;11;2,38;;;11;12.866;;
;;12;2,38;;;12;12.964;;
;;13;2,38;;;15;13.029;;
;;16;2,38;;;16;12.988;;
;;17;2,31;;;18;12.992;;
;;18;2,38;;;19;12.988;;
;;19;2,38;;;22;12.937;;
;;20;2,44;;;23;13.027;;
;;23;2,38;;;24;13.125;;
;;24;2,38;;;25;13.099;;
;;25;2,38;;;26;13.124;;
;;26;2,38;;;29;13.172;;
;;27;2,44;;;30;13.191;;
;;30;2,44;;Dec;1;13.183;;
;;31;2,44;;;2;13.137;;
;Aug;1;2,5;;;3;13.095;;
;;2;2,63;;;6;13.039;;
;;3;2,5;;;7;13.045;;
;;6;2,44;;;8;13.149;;
;;7;2,44;;;9;13.107;;
;;8;2,44;;;10;13.101;;
;;10;2,56;;;13;13.080;;
;;13;2,56;;;14;13.035;;
;;14;2,56;;;15;13.089;;
;;15;2,63;;;16;13.160;;
;;16;2,81;;;17;13.116;;
;;17;2,75;;;20;13.222;;
;;20;2,63;;;21;13.160;;
;;21;2,5;;;22;13.117;;
;;22;2,38;;;23;13.060;;
;;23;2,38;;;24;13.028;;
;;24;2,38;;;27;12.985;;
;;27;2,44;;;28;12.972;;
;;28;2,44;;;29;12.979;;
;;29;2,44;;;30;12.920;;
;;30;2,44;;;31;12.875;;
;;31;2,5;;;;;;
;Sep;3;2,56;* Yearly; monthly and weekly figures are end period values,;;;;
;;4;2,5;* Daily figures are values as of noon,;;;;;
;;5;2,5;;;;;;
;;6;2,56;;;;;;
;;7;2,56;End of Period;;;S$ Per Unit of US Dollar;;
;;10;2,56;2011;Jan;3;12.858;;
;;11;2,5;;;4;12.855;;
;;12;2,44;;;5;12.896;;
;;13;2,38;;;6;12.934;;
;;14;2,38;;;7;12.964;;
;;17;2,38;;;10;12.965;;
;;18;2,38;;;11;12.985;;
;;19;2,25;;;12;12.925;;
;;20;2,25;;;13;12.889;;
;;21;2,38;;;14;12.879;;
;;24;2,38;;;17;12.906;;
;;25;2,38;;;18;12.885;;
;;26;2,38;;;19;12.818;;
;;27;2,38;;;20;12.887;;
;;28;2,38;;;21;12.868;;
;Oct;1;2,38;;;24;12.848;;
;;2;2,38;;;25;12.811;;
;;3;2,31;;;26;12.807;;
;;4;2,31;;;27;12.794;;
;;5;2,31;;;28;12.814;;
;;8;2,25;;;31;12.865;;
;;9;2,25;;Feb;1;12.787;;
;;10;2,31;;;2;12.735;;
;;11;2,31;;;7;12.755;;
;;12;2,31;;;8;12.746;;
;;15;2,31;;;9;12.743;;
