Date;Group;Series;Tasa_suecia;tasa_eeuu;riesgo_suecia
1/12/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
2/12/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
3/12/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
4/12/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
5/12/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
6/12/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
7/12/2011;Riksbank key interest rates;Policy rate;2;0,08;1,92
8/12/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
9/12/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
10/12/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
11/12/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
12/12/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
13/12/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
14/12/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
15/12/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
16/12/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
17/12/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
18/12/2011;Riksbank key interest rates;Policy rate;N/A;0,07;.
19/12/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
20/12/2011;Riksbank key interest rates;Policy rate;2;0,07;1,93
21/12/2011;Riksbank key interest rates;Policy rate;1,75;0,07;1,68
22/12/2011;Riksbank key interest rates;Policy rate;1,75;0,07;1,68
23/12/2011;Riksbank key interest rates;Policy rate;1,75;0,08;1,67
24/12/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
25/12/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
26/12/2011;Riksbank key interest rates;Policy rate;N/A;0,08;.
27/12/2011;Riksbank key interest rates;Policy rate;1,75;0,07;1,68
28/12/2011;Riksbank key interest rates;Policy rate;1,75;0,07;1,68
29/12/2011;Riksbank key interest rates;Policy rate;1,75;0,07;1,68
30/12/2011;Riksbank key interest rates;Policy rate;1,75;0,04;1,71
31/12/2011;Riksbank key interest rates;Policy rate;N/A;0,04;.
1/01/2012;Riksbank key interest rates;Policy rate;N/A;0,04;.
2/01/2012;Riksbank key interest rates;Policy rate;1,75;0,04;1,71
3/01/2012;Riksbank key interest rates;Policy rate;1,75;0,07;1,68
4/01/2012;Riksbank key interest rates;Policy rate;1,75;0,07;1,68
5/01/2012;Riksbank key interest rates;Policy rate;1,75;0,07;1,68
6/01/2012;Riksbank key interest rates;Policy rate;N/A;0,07;.
7/01/2012;Riksbank key interest rates;Policy rate;N/A;0,07;.
8/01/2012;Riksbank key interest rates;Policy rate;N/A;0,07;.
9/01/2012;Riksbank key interest rates;Policy rate;1,75;0,08;1,67
10/01/2012;Riksbank key interest rates;Policy rate;1,75;0,08;1,67
11/01/2012;Riksbank key interest rates;Policy rate;1,75;0,08;1,67
12/01/2012;Riksbank key interest rates;Policy rate;1,75;0,08;1,67
13/01/2012;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
14/01/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
15/01/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
16/01/2012;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
17/01/2012;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
18/01/2012;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
19/01/2012;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
20/01/2012;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
21/01/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
22/01/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
23/01/2012;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
24/01/2012;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
25/01/2012;Riksbank key interest rates;Policy rate;1,75;0,08;1,67
26/01/2012;Riksbank key interest rates;Policy rate;1,75;0,08;1,67
27/01/2012;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
28/01/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
29/01/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
30/01/2012;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
31/01/2012;Riksbank key interest rates;Policy rate;1,75;0,11;1,64
1/02/2012;Riksbank key interest rates;Policy rate;1,75;0,11;1,64
2/02/2012;Riksbank key interest rates;Policy rate;1,75;0,11;1,64
3/02/2012;Riksbank key interest rates;Policy rate;1,75;0,11;1,64
4/02/2012;Riksbank key interest rates;Policy rate;N/A;0,11;.
5/02/2012;Riksbank key interest rates;Policy rate;N/A;0,11;.
6/02/2012;Riksbank key interest rates;Policy rate;1,75;0,11;1,64
7/02/2012;Riksbank key interest rates;Policy rate;1,75;0,11;1,64
8/02/2012;Riksbank key interest rates;Policy rate;1,75;0,11;1,64
9/02/2012;Riksbank key interest rates;Policy rate;1,75;0,11;1,64
10/02/2012;Riksbank key interest rates;Policy rate;1,75;0,12;1,63
11/02/2012;Riksbank key interest rates;Policy rate;N/A;0,12;.
12/02/2012;Riksbank key interest rates;Policy rate;N/A;0,12;.
13/02/2012;Riksbank key interest rates;Policy rate;1,75;0,12;1,63
14/02/2012;Riksbank key interest rates;Policy rate;1,75;0,12;1,63
15/02/2012;Riksbank key interest rates;Policy rate;1,75;0,12;1,63
16/02/2012;Riksbank key interest rates;Policy rate;1,75;0,11;1,64
17/02/2012;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
18/02/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
19/02/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
20/02/2012;Riksbank key interest rates;Policy rate;1,75;0,09;1,66
21/02/2012;Riksbank key interest rates;Policy rate;1,75;0,10;1,65
22/02/2012;Riksbank key interest rates;Policy rate;1,5;0,08;1,42
23/02/2012;Riksbank key interest rates;Policy rate;1,5;0,08;1,42
24/02/2012;Riksbank key interest rates;Policy rate;1,5;0,09;1,41
25/02/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
26/02/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
27/02/2012;Riksbank key interest rates;Policy rate;1,5;0,10;1,40
28/02/2012;Riksbank key interest rates;Policy rate;1,5;0,10;1,40
29/02/2012;Riksbank key interest rates;Policy rate;1,5;0,10;1,40
1/03/2012;Riksbank key interest rates;Policy rate;1,5;0,11;1,39
2/03/2012;Riksbank key interest rates;Policy rate;1,5;0,11;1,39
3/03/2012;Riksbank key interest rates;Policy rate;N/A;0,11;.
4/03/2012;Riksbank key interest rates;Policy rate;N/A;0,11;.
5/03/2012;Riksbank key interest rates;Policy rate;1,5;0,11;1,39
6/03/2012;Riksbank key interest rates;Policy rate;1,5;0,11;1,39
7/03/2012;Riksbank key interest rates;Policy rate;1,5;0,11;1,39
8/03/2012;Riksbank key interest rates;Policy rate;1,5;0,11;1,39
9/03/2012;Riksbank key interest rates;Policy rate;1,5;0,12;1,38
10/03/2012;Riksbank key interest rates;Policy rate;N/A;0,12;.
11/03/2012;Riksbank key interest rates;Policy rate;N/A;0,12;.
12/03/2012;Riksbank key interest rates;Policy rate;1,5;0,12;1,38
13/03/2012;Riksbank key interest rates;Policy rate;1,5;0,12;1,38
14/03/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
15/03/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
16/03/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
17/03/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
18/03/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
19/03/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
20/03/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
21/03/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
22/03/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
23/03/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
24/03/2012;Riksbank key interest rates;Policy rate;N/A;0,14;.
25/03/2012;Riksbank key interest rates;Policy rate;N/A;0,14;.
26/03/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
27/03/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
28/03/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
29/03/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
30/03/2012;Riksbank key interest rates;Policy rate;1,5;0,09;1,41
31/03/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
1/04/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
2/04/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
3/04/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
4/04/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
5/04/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
6/04/2012;Riksbank key interest rates;Policy rate;N/A;0,12;.
7/04/2012;Riksbank key interest rates;Policy rate;N/A;0,12;.
8/04/2012;Riksbank key interest rates;Policy rate;N/A;0,12;.
9/04/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
10/04/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
11/04/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
12/04/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
13/04/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
14/04/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
15/04/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
16/04/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
17/04/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
18/04/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
19/04/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
20/04/2012;Riksbank key interest rates;Policy rate;1,5;0,12;1,38
21/04/2012;Riksbank key interest rates;Policy rate;N/A;0,12;.
22/04/2012;Riksbank key interest rates;Policy rate;N/A;0,12;.
23/04/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
24/04/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
25/04/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
26/04/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
27/04/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
28/04/2012;Riksbank key interest rates;Policy rate;N/A;0,13;.
29/04/2012;Riksbank key interest rates;Policy rate;N/A;0,13;.
30/04/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
1/05/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
2/05/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
3/05/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
4/05/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
5/05/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
6/05/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
7/05/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
8/05/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
9/05/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
10/05/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
11/05/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
12/05/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
13/05/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
14/05/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
15/05/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
16/05/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
17/05/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
18/05/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
19/05/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
20/05/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
21/05/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
22/05/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
23/05/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
24/05/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
25/05/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
26/05/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
27/05/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
28/05/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
29/05/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
30/05/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
31/05/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
1/06/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
2/06/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
3/06/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
4/06/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
5/06/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
6/06/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
7/06/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
8/06/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
9/06/2012;Riksbank key interest rates;Policy rate;N/A;0,17;.
10/06/2012;Riksbank key interest rates;Policy rate;N/A;0,17;.
11/06/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
12/06/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
13/06/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
14/06/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
15/06/2012;Riksbank key interest rates;Policy rate;1,5;0,18;1,32
16/06/2012;Riksbank key interest rates;Policy rate;N/A;0,18;.
17/06/2012;Riksbank key interest rates;Policy rate;N/A;0,18;.
18/06/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
19/06/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
20/06/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
21/06/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
22/06/2012;Riksbank key interest rates;Policy rate;N/A;0,17;.
23/06/2012;Riksbank key interest rates;Policy rate;N/A;0,17;.
24/06/2012;Riksbank key interest rates;Policy rate;N/A;0,17;.
25/06/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
26/06/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
27/06/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
28/06/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
29/06/2012;Riksbank key interest rates;Policy rate;1,5;0,09;1,41
30/06/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
1/07/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
2/07/2012;Riksbank key interest rates;Policy rate;1,5;0,18;1,32
3/07/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
4/07/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
5/07/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
6/07/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
7/07/2012;Riksbank key interest rates;Policy rate;N/A;0,17;.
8/07/2012;Riksbank key interest rates;Policy rate;N/A;0,17;.
9/07/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
10/07/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
11/07/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
12/07/2012;Riksbank key interest rates;Policy rate;1,5;0,18;1,32
13/07/2012;Riksbank key interest rates;Policy rate;1,5;0,19;1,31
14/07/2012;Riksbank key interest rates;Policy rate;N/A;0,19;.
15/07/2012;Riksbank key interest rates;Policy rate;N/A;0,19;.
16/07/2012;Riksbank key interest rates;Policy rate;1,5;0,18;1,32
17/07/2012;Riksbank key interest rates;Policy rate;1,5;0,17;1,33
18/07/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
19/07/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
20/07/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
21/07/2012;Riksbank key interest rates;Policy rate;N/A;0,13;.
22/07/2012;Riksbank key interest rates;Policy rate;N/A;0,13;.
23/07/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
24/07/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
25/07/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
26/07/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
27/07/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
28/07/2012;Riksbank key interest rates;Policy rate;N/A;0,14;.
29/07/2012;Riksbank key interest rates;Policy rate;N/A;0,14;.
30/07/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
31/07/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
1/08/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
2/08/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
3/08/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
4/08/2012;Riksbank key interest rates;Policy rate;N/A;0,14;.
5/08/2012;Riksbank key interest rates;Policy rate;N/A;0,14;.
6/08/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
7/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
8/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
9/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
10/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
11/08/2012;Riksbank key interest rates;Policy rate;N/A;0,13;.
12/08/2012;Riksbank key interest rates;Policy rate;N/A;0,13;.
13/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
14/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
15/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
16/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
17/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
18/08/2012;Riksbank key interest rates;Policy rate;N/A;0,13;.
19/08/2012;Riksbank key interest rates;Policy rate;N/A;0,13;.
20/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
21/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
22/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
23/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
24/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
25/08/2012;Riksbank key interest rates;Policy rate;N/A;0,13;.
26/08/2012;Riksbank key interest rates;Policy rate;N/A;0,13;.
27/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
28/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
29/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
30/08/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
31/08/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
1/09/2012;Riksbank key interest rates;Policy rate;N/A;0,13;.
2/09/2012;Riksbank key interest rates;Policy rate;N/A;0,13;.
3/09/2012;Riksbank key interest rates;Policy rate;1,5;0,13;1,37
4/09/2012;Riksbank key interest rates;Policy rate;1,5;0,14;1,36
5/09/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
6/09/2012;Riksbank key interest rates;Policy rate;1,5;0,16;1,34
7/09/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
8/09/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
9/09/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
10/09/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
11/09/2012;Riksbank key interest rates;Policy rate;1,5;0,15;1,35
12/09/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
13/09/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
14/09/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
15/09/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
16/09/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
17/09/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
18/09/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
19/09/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
20/09/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
21/09/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
22/09/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
23/09/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
24/09/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
25/09/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
26/09/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
27/09/2012;Riksbank key interest rates;Policy rate;1,25;0,14;1,11
28/09/2012;Riksbank key interest rates;Policy rate;1,25;0,09;1,16
29/09/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
30/09/2012;Riksbank key interest rates;Policy rate;N/A;0,09;.
1/10/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
2/10/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
3/10/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
4/10/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
5/10/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
6/10/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
7/10/2012;Riksbank key interest rates;Policy rate;N/A;0,15;.
8/10/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
9/10/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
10/10/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
11/10/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
12/10/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
13/10/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
14/10/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
15/10/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
16/10/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
17/10/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
18/10/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
19/10/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
20/10/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
21/10/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
22/10/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
23/10/2012;Riksbank key interest rates;Policy rate;1,25;0,15;1,10
24/10/2012;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
25/10/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
26/10/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
27/10/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
28/10/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
29/10/2012;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
30/10/2012;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
31/10/2012;Riksbank key interest rates;Policy rate;1,25;0,18;1,07
1/11/2012;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
2/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
3/11/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
4/11/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
5/11/2012;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
6/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
7/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
8/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
9/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
10/11/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
11/11/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
12/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
13/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
14/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
15/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
16/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
17/11/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
18/11/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
19/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
20/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
21/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
22/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
23/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
24/11/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
25/11/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
26/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
27/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
28/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
29/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
30/11/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
1/12/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
2/12/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
3/12/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
4/12/2012;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
5/12/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
6/12/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
7/12/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
8/12/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
9/12/2012;Riksbank key interest rates;Policy rate;N/A;0,16;.
10/12/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
11/12/2012;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
12/12/2012;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
13/12/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
14/12/2012;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
15/12/2012;Riksbank key interest rates;Policy rate;N/A;0,17;.
16/12/2012;Riksbank key interest rates;Policy rate;N/A;0,17;.
17/12/2012;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
18/12/2012;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
19/12/2012;Riksbank key interest rates;Policy rate;1;0,17;0,83
20/12/2012;Riksbank key interest rates;Policy rate;1;0,17;0,83
21/12/2012;Riksbank key interest rates;Policy rate;1;0,17;0,83
22/12/2012;Riksbank key interest rates;Policy rate;N/A;0,17;.
23/12/2012;Riksbank key interest rates;Policy rate;N/A;0,17;.
24/12/2012;Riksbank key interest rates;Policy rate;N/A;0,18;.
25/12/2012;Riksbank key interest rates;Policy rate;N/A;0,18;.
26/12/2012;Riksbank key interest rates;Policy rate;N/A;0,17;.
27/12/2012;Riksbank key interest rates;Policy rate;1;0,17;0,83
28/12/2012;Riksbank key interest rates;Policy rate;1;0,17;0,83
29/12/2012;Riksbank key interest rates;Policy rate;N/A;0,17;.
