Date;Group;Series;Tasa_suecia;tasa_eeuu;riesgo_suecia
1/01/2010;Riksbank key interest rates;Policy rate;N/A;0,05;.
2/01/2010;Riksbank key interest rates;Policy rate;N/A;0,05;.
3/01/2010;Riksbank key interest rates;Policy rate;N/A;0,05;.
4/01/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
5/01/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
6/01/2010;Riksbank key interest rates;Policy rate;N/A;0,12;
7/01/2010;Riksbank key interest rates;Policy rate;0,25;0,10;0,15
8/01/2010;Riksbank key interest rates;Policy rate;0,25;0,11;0,14
9/01/2010;Riksbank key interest rates;Policy rate;N/A;0,11;.
10/01/2010;Riksbank key interest rates;Policy rate;N/A;0,11;.
11/01/2010;Riksbank key interest rates;Policy rate;0,25;0,11;0,14
12/01/2010;Riksbank key interest rates;Policy rate;0,25;0,11;0,14
13/01/2010;Riksbank key interest rates;Policy rate;0,25;0,11;0,14
14/01/2010;Riksbank key interest rates;Policy rate;0,25;0,11;0,14
15/01/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
16/01/2010;Riksbank key interest rates;Policy rate;N/A;0,12;.
17/01/2010;Riksbank key interest rates;Policy rate;N/A;0,12;.
18/01/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
19/01/2010;Riksbank key interest rates;Policy rate;0,25;0,13;0,12
20/01/2010;Riksbank key interest rates;Policy rate;0,25;0,13;0,12
21/01/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
22/01/2010;Riksbank key interest rates;Policy rate;0,25;0,11;0,14
23/01/2010;Riksbank key interest rates;Policy rate;N/A;0,11;.
24/01/2010;Riksbank key interest rates;Policy rate;N/A;0,11;.
25/01/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
26/01/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
27/01/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
28/01/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
29/01/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
30/01/2010;Riksbank key interest rates;Policy rate;N/A;0,12;.
31/01/2010;Riksbank key interest rates;Policy rate;N/A;0,12;.
1/02/2010;Riksbank key interest rates;Policy rate;0,25;0,14;0,11
2/02/2010;Riksbank key interest rates;Policy rate;0,25;0,14;0,11
3/02/2010;Riksbank key interest rates;Policy rate;0,25;0,13;0,12
4/02/2010;Riksbank key interest rates;Policy rate;0,25;0,14;0,11
5/02/2010;Riksbank key interest rates;Policy rate;0,25;0,13;0,12
6/02/2010;Riksbank key interest rates;Policy rate;N/A;0,13;.
7/02/2010;Riksbank key interest rates;Policy rate;N/A;0,13;.
8/02/2010;Riksbank key interest rates;Policy rate;0,25;0,13;0,12
9/02/2010;Riksbank key interest rates;Policy rate;0,25;0,13;0,12
10/02/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
11/02/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
12/02/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
13/02/2010;Riksbank key interest rates;Policy rate;N/A;0,12;.
14/02/2010;Riksbank key interest rates;Policy rate;N/A;0,12;.
15/02/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
16/02/2010;Riksbank key interest rates;Policy rate;0,25;0,13;0,12
17/02/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
18/02/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
19/02/2010;Riksbank key interest rates;Policy rate;0,25;0,13;0,12
20/02/2010;Riksbank key interest rates;Policy rate;N/A;0,13;.
21/02/2010;Riksbank key interest rates;Policy rate;N/A;0,13;.
22/02/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
23/02/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
24/02/2010;Riksbank key interest rates;Policy rate;0,25;0,11;0,14
25/02/2010;Riksbank key interest rates;Policy rate;0,25;0,12;0,13
26/02/2010;Riksbank key interest rates;Policy rate;0,25;0,13;0,12
27/02/2010;Riksbank key interest rates;Policy rate;N/A;0,13;.
28/02/2010;Riksbank key interest rates;Policy rate;N/A;0,13;.
1/03/2010;Riksbank key interest rates;Policy rate;0,25;0,14;0,11
2/03/2010;Riksbank key interest rates;Policy rate;0,25;0,14;0,11
3/03/2010;Riksbank key interest rates;Policy rate;0,25;0,15;0,10
4/03/2010;Riksbank key interest rates;Policy rate;0,25;0,16;0,09
5/03/2010;Riksbank key interest rates;Policy rate;0,25;0,17;0,08
6/03/2010;Riksbank key interest rates;Policy rate;N/A;0,17;.
7/03/2010;Riksbank key interest rates;Policy rate;N/A;0,17;.
8/03/2010;Riksbank key interest rates;Policy rate;0,25;0,15;0,10
9/03/2010;Riksbank key interest rates;Policy rate;0,25;0,14;0,11
10/03/2010;Riksbank key interest rates;Policy rate;0,25;0,14;0,11
11/03/2010;Riksbank key interest rates;Policy rate;0,25;0,15;0,10
12/03/2010;Riksbank key interest rates;Policy rate;0,25;0,17;0,08
13/03/2010;Riksbank key interest rates;Policy rate;N/A;0,17;.
14/03/2010;Riksbank key interest rates;Policy rate;N/A;0,17;.
15/03/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
16/03/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
17/03/2010;Riksbank key interest rates;Policy rate;0,25;0,18;0,07
18/03/2010;Riksbank key interest rates;Policy rate;0,25;0,18;0,07
19/03/2010;Riksbank key interest rates;Policy rate;0,25;0,18;0,07
20/03/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
21/03/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
22/03/2010;Riksbank key interest rates;Policy rate;0,25;0,18;0,07
23/03/2010;Riksbank key interest rates;Policy rate;0,25;0,17;0,08
24/03/2010;Riksbank key interest rates;Policy rate;0,25;0,17;0,08
25/03/2010;Riksbank key interest rates;Policy rate;0,25;0,17;0,08
26/03/2010;Riksbank key interest rates;Policy rate;0,25;0,17;0,08
27/03/2010;Riksbank key interest rates;Policy rate;N/A;0,17;.
28/03/2010;Riksbank key interest rates;Policy rate;N/A;0,17;.
29/03/2010;Riksbank key interest rates;Policy rate;0,25;0,16;0,09
30/03/2010;Riksbank key interest rates;Policy rate;0,25;0,16;0,09
31/03/2010;Riksbank key interest rates;Policy rate;0,25;0,09;0,16
1/04/2010;Riksbank key interest rates;Policy rate;0,25;0,17;0,08
2/04/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
3/04/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
4/04/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
5/04/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
6/04/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
7/04/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
8/04/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
9/04/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
10/04/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
11/04/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
12/04/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
13/04/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
14/04/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
15/04/2010;Riksbank key interest rates;Policy rate;0,25;0,22;0,03
16/04/2010;Riksbank key interest rates;Policy rate;0,25;0,21;0,04
17/04/2010;Riksbank key interest rates;Policy rate;N/A;0,21;.
18/04/2010;Riksbank key interest rates;Policy rate;N/A;0,21;.
19/04/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
20/04/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
21/04/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
22/04/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
23/04/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
24/04/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
25/04/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
26/04/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
27/04/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
28/04/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
29/04/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
30/04/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
1/05/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
2/05/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
3/05/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
4/05/2010;Riksbank key interest rates;Policy rate;0,25;0,21;0,04
5/05/2010;Riksbank key interest rates;Policy rate;0,25;0,21;0,04
6/05/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
7/05/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
8/05/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
9/05/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
10/05/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
11/05/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
12/05/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
13/05/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
14/05/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
15/05/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
16/05/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
17/05/2010;Riksbank key interest rates;Policy rate;0,25;0,21;0,04
18/05/2010;Riksbank key interest rates;Policy rate;0,25;0,21;0,04
19/05/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
20/05/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
21/05/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
22/05/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
23/05/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
24/05/2010;Riksbank key interest rates;Policy rate;0,25;0,21;0,04
25/05/2010;Riksbank key interest rates;Policy rate;0,25;0,21;0,04
26/05/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
27/05/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
28/05/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
29/05/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
30/05/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
31/05/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
1/06/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
2/06/2010;Riksbank key interest rates;Policy rate;0,25;0,20;0,05
3/06/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
4/06/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
5/06/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
6/06/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
7/06/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
8/06/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
9/06/2010;Riksbank key interest rates;Policy rate;0,25;0,18;0,07
10/06/2010;Riksbank key interest rates;Policy rate;0,25;0,18;0,07
11/06/2010;Riksbank key interest rates;Policy rate;0,25;0,18;0,07
12/06/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
13/06/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
14/06/2010;Riksbank key interest rates;Policy rate;0,25;0,18;0,07
15/06/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
16/06/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
17/06/2010;Riksbank key interest rates;Policy rate;0,25;0,19;0,06
18/06/2010;Riksbank key interest rates;Policy rate;0,25;0,18;0,07
19/06/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
20/06/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
21/06/2010;Riksbank key interest rates;Policy rate;0,25;0,17;0,08
22/06/2010;Riksbank key interest rates;Policy rate;0,25;0,18;0,07
23/06/2010;Riksbank key interest rates;Policy rate;0,25;0,17;0,08
24/06/2010;Riksbank key interest rates;Policy rate;0,25;0,16;0,09
25/06/2010;Riksbank key interest rates;Policy rate;N/A;0,16;.
26/06/2010;Riksbank key interest rates;Policy rate;N/A;0,16;.
27/06/2010;Riksbank key interest rates;Policy rate;N/A;0,16;.
28/06/2010;Riksbank key interest rates;Policy rate;0,25;0,17;0,08
29/06/2010;Riksbank key interest rates;Policy rate;0,25;0,15;0,10
30/06/2010;Riksbank key interest rates;Policy rate;0,25;0,09;0,16
1/07/2010;Riksbank key interest rates;Policy rate;0,25;0,17;0,08
2/07/2010;Riksbank key interest rates;Policy rate;0,25;0,18;0,07
3/07/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
4/07/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
5/07/2010;Riksbank key interest rates;Policy rate;0,25;0,18;0,07
6/07/2010;Riksbank key interest rates;Policy rate;0,25;0,18;0,07
7/07/2010;Riksbank key interest rates;Policy rate;0,5;0,18;0,32
8/07/2010;Riksbank key interest rates;Policy rate;0,5;0,17;0,33
9/07/2010;Riksbank key interest rates;Policy rate;0,5;0,18;0,32
10/07/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
11/07/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
12/07/2010;Riksbank key interest rates;Policy rate;0,5;0,17;0,33
13/07/2010;Riksbank key interest rates;Policy rate;0,5;0,17;0,33
14/07/2010;Riksbank key interest rates;Policy rate;0,5;0,17;0,33
15/07/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
16/07/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
17/07/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
18/07/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
19/07/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
20/07/2010;Riksbank key interest rates;Policy rate;0,5;0,18;0,32
21/07/2010;Riksbank key interest rates;Policy rate;0,5;0,18;0,32
22/07/2010;Riksbank key interest rates;Policy rate;0,5;0,18;0,32
23/07/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
24/07/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
25/07/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
26/07/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
27/07/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
28/07/2010;Riksbank key interest rates;Policy rate;0,5;0,20;0,30
29/07/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
30/07/2010;Riksbank key interest rates;Policy rate;0,5;0,18;0,32
31/07/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
1/08/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
2/08/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
3/08/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
4/08/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
5/08/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
6/08/2010;Riksbank key interest rates;Policy rate;0,5;0,18;0,32
7/08/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
8/08/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
9/08/2010;Riksbank key interest rates;Policy rate;0,5;0,18;0,32
10/08/2010;Riksbank key interest rates;Policy rate;0,5;0,18;0,32
11/08/2010;Riksbank key interest rates;Policy rate;0,5;0,17;0,33
12/08/2010;Riksbank key interest rates;Policy rate;0,5;0,18;0,32
13/08/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
14/08/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
15/08/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
16/08/2010;Riksbank key interest rates;Policy rate;0,5;0,20;0,30
17/08/2010;Riksbank key interest rates;Policy rate;0,5;0,20;0,30
18/08/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
19/08/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
20/08/2010;Riksbank key interest rates;Policy rate;0,5;0,20;0,30
21/08/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
22/08/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
23/08/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
24/08/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
25/08/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
26/08/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
27/08/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
28/08/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
29/08/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
30/08/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
31/08/2010;Riksbank key interest rates;Policy rate;0,5;0,21;0,29
1/09/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
2/09/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
3/09/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
4/09/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
5/09/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
6/09/2010;Riksbank key interest rates;Policy rate;0,5;0,19;0,31
7/09/2010;Riksbank key interest rates;Policy rate;0,5;0,20;0,30
8/09/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
9/09/2010;Riksbank key interest rates;Policy rate;0,75;0,18;0,57
10/09/2010;Riksbank key interest rates;Policy rate;0,75;0,18;0,57
11/09/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
12/09/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
13/09/2010;Riksbank key interest rates;Policy rate;0,75;0,18;0,57
14/09/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
15/09/2010;Riksbank key interest rates;Policy rate;0,75;0,21;0,54
16/09/2010;Riksbank key interest rates;Policy rate;0,75;0,21;0,54
17/09/2010;Riksbank key interest rates;Policy rate;0,75;0,21;0,54
18/09/2010;Riksbank key interest rates;Policy rate;N/A;0,21;.
19/09/2010;Riksbank key interest rates;Policy rate;N/A;0,21;.
20/09/2010;Riksbank key interest rates;Policy rate;0,75;0,21;0,54
21/09/2010;Riksbank key interest rates;Policy rate;0,75;0,20;0,55
22/09/2010;Riksbank key interest rates;Policy rate;0,75;0,21;0,54
23/09/2010;Riksbank key interest rates;Policy rate;0,75;0,20;0,55
24/09/2010;Riksbank key interest rates;Policy rate;0,75;0,21;0,54
25/09/2010;Riksbank key interest rates;Policy rate;N/A;0,21;.
26/09/2010;Riksbank key interest rates;Policy rate;N/A;0,21;.
27/09/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
28/09/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
29/09/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
30/09/2010;Riksbank key interest rates;Policy rate;0,75;0,15;0,60
1/10/2010;Riksbank key interest rates;Policy rate;0,75;0,20;0,55
2/10/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
3/10/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
4/10/2010;Riksbank key interest rates;Policy rate;0,75;0,20;0,55
5/10/2010;Riksbank key interest rates;Policy rate;0,75;0,20;0,55
6/10/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
7/10/2010;Riksbank key interest rates;Policy rate;0,75;0,18;0,57
8/10/2010;Riksbank key interest rates;Policy rate;0,75;0,18;0,57
9/10/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
10/10/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
11/10/2010;Riksbank key interest rates;Policy rate;0,75;0,18;0,57
12/10/2010;Riksbank key interest rates;Policy rate;0,75;0,18;0,57
13/10/2010;Riksbank key interest rates;Policy rate;0,75;0,18;0,57
14/10/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
15/10/2010;Riksbank key interest rates;Policy rate;0,75;0,20;0,55
16/10/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
17/10/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
18/10/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
19/10/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
20/10/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
21/10/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
22/10/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
23/10/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
24/10/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
25/10/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
26/10/2010;Riksbank key interest rates;Policy rate;0,75;0,19;0,56
27/10/2010;Riksbank key interest rates;Policy rate;1;0,19;0,81
28/10/2010;Riksbank key interest rates;Policy rate;1;0,19;0,81
29/10/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
30/10/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
31/10/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
1/11/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
2/11/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
3/11/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
4/11/2010;Riksbank key interest rates;Policy rate;1;0,19;0,81
5/11/2010;Riksbank key interest rates;Policy rate;1;0,18;0,82
6/11/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
7/11/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
8/11/2010;Riksbank key interest rates;Policy rate;1;0,18;0,82
9/11/2010;Riksbank key interest rates;Policy rate;1;0,17;0,83
10/11/2010;Riksbank key interest rates;Policy rate;1;0,17;0,83
11/11/2010;Riksbank key interest rates;Policy rate;1;0,17;0,83
12/11/2010;Riksbank key interest rates;Policy rate;1;0,19;0,81
13/11/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
14/11/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
15/11/2010;Riksbank key interest rates;Policy rate;1;0,21;0,79
16/11/2010;Riksbank key interest rates;Policy rate;1;0,21;0,79
17/11/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
18/11/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
19/11/2010;Riksbank key interest rates;Policy rate;1;0,21;0,79
20/11/2010;Riksbank key interest rates;Policy rate;N/A;0,21;.
21/11/2010;Riksbank key interest rates;Policy rate;N/A;0,21;.
22/11/2010;Riksbank key interest rates;Policy rate;1;0,19;0,81
23/11/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
24/11/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
25/11/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
26/11/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
27/11/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
28/11/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
29/11/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
30/11/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
1/12/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
2/12/2010;Riksbank key interest rates;Policy rate;1;0,19;0,81
3/12/2010;Riksbank key interest rates;Policy rate;1;0,18;0,82
4/12/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
5/12/2010;Riksbank key interest rates;Policy rate;N/A;0,18;.
6/12/2010;Riksbank key interest rates;Policy rate;1;0,18;0,82
7/12/2010;Riksbank key interest rates;Policy rate;1;0,17;0,83
8/12/2010;Riksbank key interest rates;Policy rate;1;0,17;0,83
9/12/2010;Riksbank key interest rates;Policy rate;1;0,16;0,84
10/12/2010;Riksbank key interest rates;Policy rate;1;0,16;0,84
11/12/2010;Riksbank key interest rates;Policy rate;N/A;0,16;.
12/12/2010;Riksbank key interest rates;Policy rate;N/A;0,16;.
13/12/2010;Riksbank key interest rates;Policy rate;1;0,17;0,83
14/12/2010;Riksbank key interest rates;Policy rate;1;0,19;0,81
15/12/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
16/12/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
17/12/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
18/12/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
19/12/2010;Riksbank key interest rates;Policy rate;N/A;0,20;.
20/12/2010;Riksbank key interest rates;Policy rate;1;0,21;0,79
21/12/2010;Riksbank key interest rates;Policy rate;1;0,20;0,80
22/12/2010;Riksbank key interest rates;Policy rate;1,25;0,19;1,06
23/12/2010;Riksbank key interest rates;Policy rate;1,25;0,19;1,06
24/12/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
25/12/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
26/12/2010;Riksbank key interest rates;Policy rate;N/A;0,19;.
27/12/2010;Riksbank key interest rates;Policy rate;1,25;0,19;1,06
28/12/2010;Riksbank key interest rates;Policy rate;1,25;0,18;1,07
29/12/2010;Riksbank key interest rates;Policy rate;1,25;0,18;1,07
30/12/2010;Riksbank key interest rates;Policy rate;1,25;0,19;1,06
31/12/2010;Riksbank key interest rates;Policy rate;N/A;0,13;.
1/01/2011;Riksbank key interest rates;Policy rate;N/A;0,13;.
2/01/2011;Riksbank key interest rates;Policy rate;N/A;0,13;.
3/01/2011;Riksbank key interest rates;Policy rate;1,25;0,19;1,06
4/01/2011;Riksbank key interest rates;Policy rate;1,25;0,18;1,07
5/01/2011;Riksbank key interest rates;Policy rate;1,25;0,18;1,07
6/01/2011;Riksbank key interest rates;Policy rate;N/A;0,17;.
7/01/2011;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
8/01/2011;Riksbank key interest rates;Policy rate;N/A;0,17;.
9/01/2011;Riksbank key interest rates;Policy rate;N/A;0,17;.
10/01/2011;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
11/01/2011;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
12/01/2011;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
13/01/2011;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
14/01/2011;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
15/01/2011;Riksbank key interest rates;Policy rate;N/A;0,16;.
16/01/2011;Riksbank key interest rates;Policy rate;N/A;0,16;.
17/01/2011;Riksbank key interest rates;Policy rate;1,25;0,16;1,09
18/01/2011;Riksbank key interest rates;Policy rate;1,25;0,19;1,06
19/01/2011;Riksbank key interest rates;Policy rate;1,25;0,18;1,07
20/01/2011;Riksbank key interest rates;Policy rate;1,25;0,18;1,07
21/01/2011;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
22/01/2011;Riksbank key interest rates;Policy rate;N/A;0,17;.
23/01/2011;Riksbank key interest rates;Policy rate;N/A;0,17;.
24/01/2011;Riksbank key interest rates;Policy rate;1,25;0,18;1,07
25/01/2011;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
26/01/2011;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
27/01/2011;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
28/01/2011;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
29/01/2011;Riksbank key interest rates;Policy rate;N/A;0,17;.
30/01/2011;Riksbank key interest rates;Policy rate;N/A;0,17;.
31/01/2011;Riksbank key interest rates;Policy rate;1,25;0,17;1,08
