Date;Group;Series;Value;Group;Series;Value
20/06/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
21/06/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
22/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,955
23/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;8,0125
24/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,8625
25/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,8925
26/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,8425
27/06/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
28/06/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
29/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,8075
30/06/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,6875
1/07/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,6275
2/07/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,6325
3/07/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,8
4/07/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
5/07/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
6/07/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,8275
7/07/2009;Riksbank key interest rates;Policy rate;0,5;Currencies against Swedish kronor;1 USD;7,86
8/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,965
9/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,9325
10/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,9
11/07/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
12/07/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
13/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,955
14/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,87
15/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,8225
16/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,82
17/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,8525
18/07/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
19/07/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
20/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,7575
21/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,7125
22/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,625
23/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,5525
24/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,4775
25/07/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
26/07/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
27/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,425
28/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,3525
29/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,51
30/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,4425
31/07/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,37
1/08/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
2/08/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
3/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,1875
4/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,1525
5/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,15
6/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,15
7/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,1525
8/08/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
9/08/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
10/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,1775
11/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,23
12/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,335
13/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,155
14/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,1475
15/08/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
16/08/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
17/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,28
18/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,2525
19/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,29
20/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,1725
21/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,1525
22/08/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
23/08/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
24/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,035
25/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,095
26/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,0325
27/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,125
28/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,1
29/08/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
30/08/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
31/08/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,135
1/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,07
2/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,2725
3/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,2125
4/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,2125
5/09/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
6/09/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
7/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,15
8/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,1025
9/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,06
10/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,0225
11/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9625
12/09/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
13/09/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
14/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,0475
15/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9975
16/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9225
17/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,86
18/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,91
19/09/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
20/09/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
21/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9125
22/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,8475
23/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,8125
24/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,8575
25/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,915
26/09/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
27/09/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
28/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,0075
29/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,0025
30/09/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,0075
1/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9625
2/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,0625
3/10/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
4/10/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
5/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,045
6/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,975
7/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9675
8/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9625
9/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7
10/10/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
11/10/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
12/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,04
13/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9825
14/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,93
15/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,8975
16/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,98
17/10/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
18/10/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
19/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9475
20/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9225
21/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9275
22/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,88
23/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,8275
24/10/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
25/10/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
26/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,7725
27/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,87
28/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,98
29/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,035
30/10/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,015
31/10/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
1/11/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
2/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,065
3/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,0925
4/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,0725
5/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,075
6/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9775
7/11/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
8/11/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
9/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,8925
10/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,8625
11/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,8
12/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,815
13/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,8625
14/11/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
15/11/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
16/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,815
17/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,83
18/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,8475
19/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,905
20/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9025
21/11/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
22/11/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
23/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,87
24/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,94
25/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,8725
26/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9375
27/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;7,055
28/11/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
29/11/2009;Riksbank key interest rates;Policy rate;N/A;Currencies against Swedish kronor;1 USD;N/A
30/11/2009;Riksbank key interest rates;Policy rate;0,25;Currencies against Swedish kronor;1 USD;6,9625
