Banco de México;;;
;;;
Tasas y precios de referencia/ Tasa de campio peso-dólar;;;
Tasas de interés representativas;;;
;;;
Fecha de consulta: 13/05/2024 09:19:49;;;
;;;
;;;
;;;
Título;Tasas de interés interbancarias Por ciento anual, TIIE a 91 días;Tasa objetivo;Serie histórica del tipo de cambio, Tipo de cambio peso dólar desde 1954
Periodo disponible;23/01/1997 - 13/05/2024;21/01/2008 - 13/05/2024;19/04/1954 - 10/05/2024
Periodicidad;Diaria;Diaria;Diaria
Cifra;Porcentajes;Porcentajes;Tipo de Cambio
Unidad;Porcentajes;Sin Unidad;Pesos por Dólar
Base;;;
Aviso;;;
Tipo de información;Niveles;Niveles;Niveles
Fecha;SF43878;SF61745;SF63528
13/10/2012;N/E;45.000;13,1962
14/10/2012;N/E;45.000;13,2716
15/10/2012;48.300;45.000;13,258
16/10/2012;48.400;45.000;13,2551
17/10/2012;48.350;45.000;13,236
18/10/2012;48.350;45.000;13,1998
19/10/2012;48.400;45.000;13,159
20/10/2012;N/E;45.000;13,1113
21/10/2012;N/E;45.000;13,0717
22/10/2012;48.400;45.000;13,0748
23/10/2012;48.425;45.000;13,0505
24/10/2012;48.450;45.000;13,0532
25/10/2012;48.475;45.000;13,0814
26/10/2012;48.450;45.000;13,0963
27/10/2012;N/E;45.000;13,1328
28/10/2012;N/E;45.000;13,1383
29/10/2012;48.495;45.000;13,1059
30/10/2012;48.500;45.000;13,0811
31/10/2012;48.700;45.000;13,1109
1/11/2012;48.605;45.000;13,0763
2/11/2012;N/E;45.000;13,0833
3/11/2012;N/E;45.000;13,1299
4/11/2012;N/E;45.000;13,0892
5/11/2012;48.600;45.000;13,0959
6/11/2012;48.650;45.000;13,0788
7/11/2012;48.625;45.000;13,0813
8/11/2012;48.602;45.000;13,2162
9/11/2012;48.600;45.000;13,2144
10/11/2012;N/E;45.000;13,2144
11/11/2012;N/E;45.000;13,2644
12/11/2012;48.650;45.000;13,2223
13/11/2012;48.610;45.000;13,1762
14/11/2012;48.650;45.000;13,2402
15/11/2012;48.700;45.000;13,2369
16/11/2012;48.572;45.000;13,2566
17/11/2012;N/E;45.000;13,2768
18/11/2012;N/E;45.000;13,3015
19/11/2012;N/E;45.000;13,3848
20/11/2012;48.575;45.000;13,4541
21/11/2012;48.532;45.000;13,4891
22/11/2012;48.645;45.000;13,433
23/11/2012;48.695;45.000;13,4455
24/11/2012;N/E;45.000;13,4026
25/11/2012;N/E;45.000;13,4835
26/11/2012;48.650;45.000;13,4089
27/11/2012;48.590;45.000;13,4332
28/11/2012;48.650;45.000;13,4786
29/11/2012;48.650;45.000;13,3789
30/11/2012;48.600;45.000;13,4331
1/12/2012;N/E;45.000;13,4203
2/12/2012;N/E;45.000;13,4094
3/12/2012;48.650;45.000;13,5423
4/12/2012;48.650;45.000;13,5616
5/12/2012;48.650;45.000;13,5231
6/12/2012;48.575;45.000;13,5357
7/12/2012;48.537;45.000;13,4989
8/12/2012;N/E;45.000;13,5559
9/12/2012;N/E;45.000;13,5288
10/12/2012;48.575;45.000;13,5263
11/12/2012;48.623;45.000;13,5701
12/12/2012;N/E;45.000;13,4843
13/12/2012;48.600;45.000;13,4239
14/12/2012;48.650;45.000;13,4316
15/12/2012;N/E;45.000;13,4773
16/12/2012;N/E;45.000;13,5503
17/12/2012;48.600;45.000;13,5925
18/12/2012;48.600;45.000;13,607
19/12/2012;48.600;45.000;13,6173
20/12/2012;48.650;45.000;13,5573
21/12/2012;48.620;45.000;13,5528
22/12/2012;N/E;45.000;13,5874
23/12/2012;N/E;45.000;13,5613
24/12/2012;48.660;45.000;13,5995
25/12/2012;N/E;45.000;13,5348
26/12/2012;48.700;45.000;13,5445
27/12/2012;48.650;45.000;13,6146
28/12/2012;48.625;45.000;13,6115
29/12/2012;N/E;45.000;13,6152
30/12/2012;N/E;45.000;13,6374
31/12/2012;48.700;45.000;13,642
1/01/2013;N/E;45.000;13,7219
2/01/2013;48.700;45.000;13,7667
3/01/2013;48.685;45.000;13,8965
4/01/2013;48.675;45.000;13,9262
5/01/2013;N/E;45.000;14,076
6/01/2013;N/E;45.000;14,0918
7/01/2013;48.675;45.000;14,1165
8/01/2013;48.637;45.000;14,3045
9/01/2013;48.625;45.000;14,4042
10/01/2013;48.675;45.000;14,3674
11/01/2013;48.687;45.000;14,5181
12/01/2013;N/E;45.000;14,6648
13/01/2013;N/E;45.000;14,7853
14/01/2013;48.650;45.000;14,7499
15/01/2013;48.600;45.000;14,6028
16/01/2013;48.575;45.000;14,5562
17/01/2013;48.562;45.000;14,6378
18/01/2013;48.505;45.000;14,6359
19/01/2013;N/E;45.000;14,7008
20/01/2013;N/E;45.000;14,7429
21/01/2013;48.450;45.000;14,6955
22/01/2013;48.425;45.000;14,718
23/01/2013;48.487;45.000;14,7348
24/01/2013;48.325;45.000;14,7414
25/01/2013;48.450;45.000;14,829
26/01/2013;N/E;45.000;14,9469
27/01/2013;N/E;45.000;14,8479
28/01/2013;48.400;45.000;14,7936
29/01/2013;48.500;45.000;14,6274
30/01/2013;48.300;45.000;14,5804
31/01/2013;48.400;45.000;14,6398
1/02/2013;48.300;45.000;14,5559
2/02/2013;N/E;45.000;14,5644
3/02/2013;N/E;45.000;14,5821
4/02/2013;N/E;45.000;14,6223
5/02/2013;48.295;45.000;14,6524
6/02/2013;48.300;45.000;14,6484
7/02/2013;48.337;45.000;14,6983
8/02/2013;48.285;45.000;14,612
9/02/2013;N/E;45.000;14,6499
10/02/2013;N/E;45.000;14,5887
11/02/2013;48.200;45.000;14,5872
12/02/2013;48.260;45.000;14,6878
13/02/2013;48.225;45.000;14,8414
14/02/2013;48.262;45.000;14,9885
15/02/2013;48.300;45.000;14,7566
16/02/2013;N/E;45.000;14,8011
17/02/2013;N/E;45.000;14,7548
18/02/2013;48.350;45.000;14,9024
19/02/2013;48.275;45.000;14,8014
20/02/2013;48.237;45.000;14,9309
21/02/2013;48.175;45.000;15,1099
22/02/2013;48.150;45.000;14,9167
23/02/2013;N/E;45.000;14,8605
24/02/2013;N/E;45.000;14,8979
25/02/2013;48.200;45.000;14,8971
26/02/2013;48.140;45.000;14,9473
27/02/2013;48.050;45.000;14,9583
28/02/2013;47.999;45.000;15,0757
1/03/2013;47.950;45.000;15,0832
2/03/2013;N/E;45.000;14,9712
3/03/2013;N/E;45.000;14,9228
4/03/2013;47.925;45.000;14,9624
5/03/2013;47.787;45.000;14,9553
6/03/2013;47.800;45.000;14,9862
7/03/2013;47.606;45.000;14,9544
8/03/2013;47.515;40.000;15,0756
9/03/2013;N/E;40.000;15,1686
10/03/2013;N/E;40.000;15,4445
11/03/2013;43.600;40.000;15,4544
12/03/2013;43.500;40.000;15,5837
13/03/2013;43.525;40.000;15,4455
14/03/2013;43.329;40.000;15,4003
15/03/2013;43.263;40.000;15,4892
16/03/2013;N/E;40.000;15,4271
17/03/2013;N/E;40.000;15,4192
18/03/2013;N/E;40.000;15,296
19/03/2013;43.300;40.000;15,0317
20/03/2013;43.216;40.000;14,9644
21/03/2013;43.380;40.000;14,9347
22/03/2013;43.405;40.000;14,9524
23/03/2013;N/E;40.000;15,1056
24/03/2013;N/E;40.000;15,1542
25/03/2013;43.455;40.000;15,2427
26/03/2013;43.490;40.000;15,2647
27/03/2013;43.425;40.000;15,1206
28/03/2013;N/E;40.000;14,8003
29/03/2013;N/E;40.000;14,9039
30/03/2013;N/E;40.000;14,9072
31/03/2013;N/E;40.000;15,0554
1/04/2013;43.487;40.000;15,1706
2/04/2013;43.557;40.000;15,2947
3/04/2013;43.500;40.000;15,2339
4/04/2013;43.550;40.000;15,3891
5/04/2013;43.475;40.000;15,2455
6/04/2013;N/E;40.000;15,3128
7/04/2013;N/E;40.000;15,3973
8/04/2013;43.405;40.000;15,3837
9/04/2013;43.455;40.000;15,4518
10/04/2013;43.412;40.000;15,3539
11/04/2013;43.356;40.000;15,3834
12/04/2013;43.409;40.000;15,3213
13/04/2013;N/E;40.000;15,2225
14/04/2013;N/E;40.000;15,2043
15/04/2013;43.450;40.000;15,3714
16/04/2013;43.475;40.000;15,494
17/04/2013;43.500;40.000;15,3225
18/04/2013;43.450;40.000;15,2825
19/04/2013;43.485;40.000;15,3397
20/04/2013;N/E;40.000;15,1424
21/04/2013;N/E;40.000;15,2624
22/04/2013;43.375;40.000;15,3211
23/04/2013;43.387;40.000;15,2213
24/04/2013;43.486;40.000;15,1235
25/04/2013;43.368;40.000;15,0225
26/04/2013;43.275;40.000;15,12
27/04/2013;N/E;40.000;15,2008
28/04/2013;N/E;40.000;15,212
29/04/2013;43.345;40.000;15,2326
30/04/2013;43.400;40.000;15,2918
1/05/2013;N/E;40.000;15,2635
2/05/2013;43.300;40.000;15,3235
3/05/2013;43.359;40.000;15,3581
4/05/2013;N/E;40.000;15,3737
5/05/2013;N/E;40.000;15,3815
6/05/2013;43.325;40.000;15,4845
7/05/2013;43.389;40.000;15,4128
8/05/2013;43.387;40.000;15,4833
9/05/2013;43.325;40.000;15,5347
10/05/2013;43.243;40.000;15,6958
11/05/2013;N/E;40.000;15,6715
12/05/2013;N/E;40.000;15,5645
13/05/2013;43.300;40.000;15,4779
14/05/2013;43.350;40.000;15,4409
15/05/2013;43.236;40.000;15,4129
16/05/2013;43.220;40.000;15,4327
17/05/2013;43.201;40.000;15,4192
18/05/2013;N/E;40.000;15,4199
19/05/2013;N/E;40.000;15,2828
20/05/2013;43.200;40.000;15,3274
21/05/2013;43.200;40.000;15,3072
22/05/2013;43.185;40.000;15,4088
23/05/2013;43.055;40.000;15,4555
24/05/2013;43.000;40.000;15,4816
25/05/2013;N/E;40.000;15,5676
26/05/2013;N/E;40.000;15,6599
27/05/2013;43.100;40.000;15,6854
28/05/2013;43.080;40.000;15,7829
29/05/2013;43.100;40.000;15,6821
30/05/2013;43.100;40.000;15,6918
31/05/2013;43.075;40.000;15,753
1/06/2013;N/E;40.000;15,8281
2/06/2013;N/E;40.000;15,8174
3/06/2013;43.096;40.000;15,7856
4/06/2013;43.100;40.000;15,7329
5/06/2013;43.045;40.000;15,7404
6/06/2013;43.025;40.000;15,6728
7/06/2013;43.029;40.000;15,747
8/06/2013;N/E;40.000;15,8014
9/06/2013;N/E;40.000;15,9121
10/06/2013;42.920;40.000;15,9856
11/06/2013;43.000;40.000;15,9728
12/06/2013;43.013;40.000;16,095
13/06/2013;43.134;40.000;16,0988
14/06/2013;43.117;40.000;16,2364
15/06/2013;N/E;40.000;16,2681
16/06/2013;N/E;40.000;16,2638
17/06/2013;43.250;40.000;16,214
18/06/2013;43.163;40.000;16,4512
19/06/2013;43.111;40.000;16,0772
20/06/2013;43.233;40.000;16,1129
21/06/2013;43.270;40.000;16,1736
22/06/2013;N/E;40.000;16,3762
23/06/2013;N/E;40.000;16,3533
24/06/2013;43.300;40.000;16,1645
25/06/2013;43.300;40.000;16,1652
26/06/2013;43.250;40.000;16,3241
27/06/2013;43.275;40.000;16,2976
28/06/2013;43.260;40.000;16,3541
29/06/2013;N/E;40.000;16,3658
30/06/2013;N/E;40.000;16,3993
1/07/2013;43.280;40.000;16,4317
2/07/2013;43.250;40.000;16,4908
3/07/2013;43.275;40.000;16,7182
4/07/2013;43.287;40.000;16,9171
5/07/2013;43.234;40.000;17,0975
6/07/2013;N/E;40.000;16,9859
7/07/2013;N/E;40.000;17,1065
8/07/2013;43.211;40.000;16,8863
9/07/2013;43.200;40.000;16,7684
10/07/2013;43.250;40.000;16,7829
11/07/2013;43.250;40.000;16,8692
12/07/2013;43.243;40.000;16,9444
13/07/2013;N/E;40.000;16,7918
14/07/2013;N/E;40.000;16,8454
15/07/2013;43.300;40.000;16,988
16/07/2013;43.300;40.000;16,7979
17/07/2013;43.240;40.000;16,7773
18/07/2013;43.220;40.000;16,8103
19/07/2013;43.200;40.000;16,8261
20/07/2013;N/E;40.000;16,8168
21/07/2013;N/E;40.000;16,7716
22/07/2013;43.200;40.000;16,568
23/07/2013;43.196;40.000;16,539
24/07/2013;43.150;40.000;16,6865
25/07/2013;43.187;40.000;16,8713
26/07/2013;43.177;40.000;17,0453
27/07/2013;N/E;40.000;17,1149
28/07/2013;N/E;40.000;16,9595
29/07/2013;43.188;40.000;17,0073
30/07/2013;43.194;40.000;17,0771
31/07/2013;43.183;40.000;16,9053
1/08/2013;43.173;40.000;16,8566
2/08/2013;43.232;40.000;16,8162
3/08/2013;N/E;40.000;16,6941
4/08/2013;N/E;40.000;16,6878
5/08/2013;43.216;40.000;16,5762
6/08/2013;43.208;40.000;16,5464
7/08/2013;43.174;40.000;16,418
8/08/2013;43.065;40.000;16,4219
9/08/2013;43.115;40.000;16,5848
10/08/2013;N/E;40.000;16,5804
11/08/2013;N/E;40.000;16,425
12/08/2013;43.075;40.000;16,3959
13/08/2013;43.069;40.000;16,4899
14/08/2013;43.130;40.000;16,5618
15/08/2013;43.065;40.000;16,66
16/08/2013;43.028;40.000;16,5284
17/08/2013;N/E;40.000;16,5138
18/08/2013;N/E;40.000;16,4998
19/08/2013;43.012;40.000;16,5545
20/08/2013;43.080;40.000;16,4503
21/08/2013;43.040;40.000;16,6219
22/08/2013;43.044;40.000;16,5244
23/08/2013;43.062;40.000;16,4196
24/08/2013;N/E;40.000;16,5147
25/08/2013;N/E;40.000;16,5959
26/08/2013;43.025;40.000;16,8382
27/08/2013;43.030;40.000;16,87
28/08/2013;43.049;40.000;16,7658
29/08/2013;43.085;40.000;16,7173
30/08/2013;43.091;40.000;16,7406
31/08/2013;N/E;40.000;16,7395
1/09/2013;N/E;40.000;16,757
2/09/2013;43.074;40.000;16,7636
3/09/2013;43.071;40.000;16,5748
4/09/2013;43.095;40.000;16,512
5/09/2013;43.097;40.000;16,5306
6/09/2013;43.098;37.500;16,4705
7/09/2013;N/E;37.500;16,5548
8/09/2013;N/E;37.500;16,5492
9/09/2013;40.645;37.500;16,5784
10/09/2013;40.561;37.500;16,5856
11/09/2013;40.326;37.500;16,5104
12/09/2013;40.356;37.500;16,5933
13/09/2013;40.300;37.500;16,7095
14/09/2013;N/E;37.500;16,6757
15/09/2013;N/E;37.500;16,9044
16/09/2013;N/E;37.500;17,0164
17/09/2013;40.304;37.500;17,016
18/09/2013;40.395;37.500;17,075
19/09/2013;40.377;37.500;17,3592
20/09/2013;40.358;37.500;17,3776
21/09/2013;N/E;37.500;17,1529
22/09/2013;N/E;37.500;17,136
23/09/2013;40.400;37.500;17,1
24/09/2013;40.348;37.500;17,0139
25/09/2013;40.380;37.500;17,1034
26/09/2013;40.293;37.500;17,1847
27/09/2013;40.301;37.500;17,1953
28/09/2013;N/E;37.500;17,276
29/09/2013;N/E;37.500;17,271
30/09/2013;40.286;37.500;17,2065
1/10/2013;40.250;37.500;17,3398
2/10/2013;40.275;37.500;17,2487
3/10/2013;40.200;37.500;17,3529
4/10/2013;40.286;37.500;17,3456
5/10/2013;N/E;37.500;17,4411
6/10/2013;N/E;37.500;17,6568
7/10/2013;40.243;37.500;17,9283
8/10/2013;40.216;37.500;17,9304
9/10/2013;40.175;37.500;17,9119
10/10/2013;40.215;37.500;17,85
11/10/2013;40.107;37.500;17,9121
12/10/2013;N/E;37.500;18,2108
13/10/2013;N/E;37.500;18,2327
14/10/2013;40.125;37.500;18,1947
15/10/2013;40.135;37.500;18,608
16/10/2013;40.160;37.500;18,5084
17/10/2013;40.105;37.500;18,428
18/10/2013;40.130;37.500;18,5352
19/10/2013;N/E;37.500;18,4715
20/10/2013;N/E;37.500;18,453
21/10/2013;40.025;37.500;18,2906
22/10/2013;40.060;37.500;18,1935
23/10/2013;40.010;37.500;18,4902
24/10/2013;39.925;37.500;18,4537
25/10/2013;39.700;35.000;18,1891
26/10/2013;N/E;35.000;18,3748
27/10/2013;N/E;35.000;18,6959
28/10/2013;38.012;35.000;18,7818
29/10/2013;37.925;35.000;18,8089
30/10/2013;37.810;35.000;19,1754
31/10/2013;37.775;35.000;19,0392
1/11/2013;37.806;35.000;18,8471
2/11/2013;N/E;35.000;18,8148
3/11/2013;N/E;35.000;18,3895
4/11/2013;37.806;35.000;18,1439
5/11/2013;37.722;35.000;18,2762
6/11/2013;37.800;35.000;18,0568
7/11/2013;37.750;35.000;18,1948
8/11/2013;37.800;35.000;18,2893
9/11/2013;N/E;35.000;18,168
10/11/2013;N/E;35.000;18,1706
11/11/2013;37.825;35.000;18,102
12/11/2013;37.836;35.000;17,9432
13/11/2013;37.850;35.000;17,8561
14/11/2013;37.825;35.000;17,8971
15/11/2013;37.800;35.000;17,7723
16/11/2013;N/E;35.000;17,7526
17/11/2013;N/E;35.000;17,9044
18/11/2013;N/E;35.000;17,7523
19/11/2013;37.905;35.000;17,8601
20/11/2013;37.915;35.000;17,7002
21/11/2013;37.925;35.000;17,7691
22/11/2013;37.925;35.000;17,926
23/11/2013;N/E;35.000;17,9308
24/11/2013;N/E;35.000;17,4034
25/11/2013;38.030;35.000;17,2995
26/11/2013;38.000;35.000;17,3361
27/11/2013;37.940;35.000;17,5273
28/11/2013;37.970;35.000;17,461
29/11/2013;37.985;35.000;17,4015
30/11/2013;N/E;35.000;17,2509
1/12/2013;N/E;35.000;17,237
2/12/2013;37.950;35.000;17,3338
3/12/2013;37.905;35.000;17,4484
4/12/2013;37.860;35.000;17,7252
5/12/2013;37.900;35.000;17,7286
6/12/2013;37.815;35.000;17,893
7/12/2013;N/E;35.000;17,7391
8/12/2013;N/E;35.000;17,6452
9/12/2013;37.878;35.000;17,5719
10/12/2013;37.850;35.000;17,49
11/12/2013;37.835;35.000;17,388
12/12/2013;N/E;35.000;17,5669
13/12/2013;37.842;35.000;17,4598
14/12/2013;N/E;35.000;17,2825
15/12/2013;N/E;35.000;17,3078
16/12/2013;37.871;35.000;17,4202
17/12/2013;37.910;35.000;17,4359
18/12/2013;37.905;35.000;17,5866
19/12/2013;37.951;35.000;17,4298
20/12/2013;37.925;35.000;17,3993
21/12/2013;N/E;35.000;17,2125
22/12/2013;N/E;35.000;17,1767
23/12/2013;37.865;35.000;17,2279
24/12/2013;37.912;35.000;17,5234
25/12/2013;N/E;35.000;17,7358
26/12/2013;37.872;35.000;17,7866
27/12/2013;37.887;35.000;17,9204
28/12/2013;N/E;35.000;18,1033
29/12/2013;N/E;35.000;18,0205
30/12/2013;37.940;35.000;17,9549
31/12/2013;37.975;35.000;17,9915
1/01/2014;N/E;35.000;18,1562
2/01/2014;38.045;35.000;18,1795
3/01/2014;38.059;35.000;18,3217
4/01/2014;N/E;35.000;18,3761
5/01/2014;N/E;35.000;18,5465
6/01/2014;38.000;35.000;18,3826
7/01/2014;38.130;35.000;18,4444
8/01/2014;38.190;35.000;18,4694
9/01/2014;38.163;35.000;18,452
10/01/2014;38.031;35.000;18,4572
11/01/2014;N/E;35.000;18,4527
12/01/2014;N/E;35.000;18,4777
13/01/2014;38.165;35.000;18,4118
14/01/2014;38.140;35.000;18,5299
15/01/2014;38.081;35.000;18,6097
16/01/2014;37.943;35.000;18,6283
17/01/2014;38.005;35.000;18,5889
18/01/2014;N/E;35.000;18,5067
19/01/2014;N/E;35.000;18,1491
20/01/2014;37.918;35.000;18,2742
21/01/2014;37.769;35.000;18,5046
22/01/2014;37.825;35.000;18,7915
23/01/2014;37.862;35.000;18,9814
24/01/2014;37.825;35.000;18,8672
25/01/2014;N/E;35.000;18,9968
26/01/2014;N/E;35.000;18,8527
27/01/2014;37.855;35.000;18,6559
28/01/2014;37.805;35.000;18,6444
29/01/2014;37.789;35.000;18,5325
30/01/2014;37.756;35.000;18,3207
31/01/2014;37.818;35.000;18,8716
1/02/2014;N/E;35.000;19,1283
2/02/2014;N/E;35.000;18,9113
3/02/2014;N/E;35.000;18,555
4/02/2014;37.885;35.000;18,4646
5/02/2014;37.892;35.000;18,309
6/02/2014;37.763;35.000;18,3858
7/02/2014;37.896;35.000;18,7536
8/02/2014;N/E;35.000;18,8161
9/02/2014;N/E;35.000;18,8607
10/02/2014;37.910;35.000;18,5991
11/02/2014;37.970;35.000;18,4597
12/02/2014;37.901;35.000;18,3006
13/02/2014;37.950;35.000;18,3937
14/02/2014;38.040;35.000;18,3061
15/02/2014;N/E;35.000;18,492
16/02/2014;N/E;35.000;18,4879
17/02/2014;38.040;35.000;18,5719
18/02/2014;38.100;35.000;18,5729
19/02/2014;38.150;35.000;18,6022
20/02/2014;38.050;35.000;18,6089
21/02/2014;38.000;35.000;18,7569
22/02/2014;N/E;35.000;18,8114
23/02/2014;N/E;35.000;18,8602
24/02/2014;38.075;35.000;18,8979
25/02/2014;38.062;35.000;18,7837
26/02/2014;38.125;35.000;18,8504
27/02/2014;38.062;35.000;18,8966
28/02/2014;38.035;35.000;18,9117
1/03/2014;N/E;35.000;18,8612
2/03/2014;N/E;35.000;18,8691
3/03/2014;38.002;35.000;18,5716
4/03/2014;38.025;35.000;18,3842
5/03/2014;38.087;35.000;18,3479
6/03/2014;38.070;35.000;18,2678
7/03/2014;38.087;35.000;18,2455
8/03/2014;N/E;35.000;18,0363
9/03/2014;N/E;35.000;17,9869
10/03/2014;38.068;35.000;18,2598
11/03/2014;38.100;35.000;18,0832
12/03/2014;38.012;35.000;18,2674
13/03/2014;38.006;35.000;18,3023
14/03/2014;38.100;35.000;18,3202
15/03/2014;N/E;35.000;18,4971
16/03/2014;N/E;35.000;18,446
17/03/2014;N/E;35.000;18,283
18/03/2014;38.175;35.000;18,5773
19/03/2014;38.025;35.000;18,7953
20/03/2014;38.100;35.000;18,8611
21/03/2014;38.112;35.000;18,8523
22/03/2014;N/E;35.000;18,6589
23/03/2014;N/E;35.000;18,5581
24/03/2014;38.110;35.000;18,3524
25/03/2014;38.100;35.000;18,3689
26/03/2014;38.175;35.000;18,5427
27/03/2014;38.163;35.000;18,8451
28/03/2014;38.031;35.000;19,0646
29/03/2014;N/E;35.000;19,152
30/03/2014;N/E;35.000;19,2275
31/03/2014;38.080;35.000;19,2514
1/04/2014;38.100;35.000;19,6097
2/04/2014;38.175;35.000;19,777
3/04/2014;38.077;35.000;19,8394
4/04/2014;38.125;35.000;19,5965
5/04/2014;N/E;35.000;19,7211
6/04/2014;N/E;35.000;19,8322
7/04/2014;38.070;35.000;19,5044
8/04/2014;38.002;35.000;19,5002
9/04/2014;38.184;35.000;19,4086
10/04/2014;38.130;35.000;19,3776
11/04/2014;38.165;35.000;19,3211
12/04/2014;N/E;35.000;19,2138
13/04/2014;N/E;35.000;19,2554
14/04/2014;38.075;35.000;19,2433
15/04/2014;38.075;35.000;19,2994
16/04/2014;38.125;35.000;18,8786
17/04/2014;N/E;35.000;18,9531
18/04/2014;N/E;35.000;18,9622
19/04/2014;N/E;35.000;19,0399
20/04/2014;N/E;35.000;19,0046
21/04/2014;38.075;35.000;18,8723
22/04/2014;38.218;35.000;18,6726
23/04/2014;38.175;35.000;18,5894
24/04/2014;38.287;35.000;18,5945
25/04/2014;38.143;35.000;18,6481
26/04/2014;N/E;35.000;18,5658
27/04/2014;N/E;35.000;18,5147
28/04/2014;38.260;35.000;18,6485
29/04/2014;38.075;35.000;18,8443
30/04/2014;38.067;35.000;18,7304
1/05/2014;N/E;35.000;18,8887
2/05/2014;38.100;35.000;19,1306
3/05/2014;N/E;35.000;19,2014
4/05/2014;N/E;35.000;19,0792
5/05/2014;38.086;35.000;18,6192
6/05/2014;38.150;35.000;18,5089
7/05/2014;38.122;35.000;19,925
8/05/2014;38.148;35.000;20,4812
9/05/2014;38.260;35.000;21,0511
10/05/2014;N/E;35.000;20,8729
11/05/2014;N/E;35.000;20,349
12/05/2014;38.087;35.000;20,2884
13/05/2014;38.120;35.000;20,1898
14/05/2014;38.200;35.000;20,4193
15/05/2014;38.284;35.000;20,5205
16/05/2014;38.175;35.000;20,6901
17/05/2014;N/E;35.000;20,7051
18/05/2014;N/E;35.000;20,6475
19/05/2014;38.184;35.000;20,5521
20/05/2014;38.093;35.000;20,6225
21/05/2014;38.153;35.000;20,5155
22/05/2014;38.210;35.000;20,7488
23/05/2014;38.230;35.000;20,6149
24/05/2014;N/E;35.000;20,5927
25/05/2014;N/E;35.000;20,3863
26/05/2014;38.297;35.000;20,2967
27/05/2014;38.087;35.000;20,4162
28/05/2014;38.160;35.000;20,3305
29/05/2014;38.128;35.000;20,2567
30/05/2014;38.014;35.000;20,2226
31/05/2014;N/E;35.000;20,5973
1/06/2014;N/E;35.000;20,428
2/06/2014;37.947;35.000;20,4098
3/06/2014;38.160;35.000;20,43
4/06/2014;38.172;35.000;20,4921
5/06/2014;38.190;35.000;20,7179
6/06/2014;38.185;30.000;20,6271
7/06/2014;N/E;30.000;20,6445
8/06/2014;N/E;30.000;20,7052
9/06/2014;33.400;30.000;20,7314
10/06/2014;33.295;30.000;20,664
11/06/2014;33.235;30.000;20,6194
12/06/2014;33.185;30.000;20,7323
13/06/2014;33.190;30.000;20,852
14/06/2014;N/E;30.000;21,3799
15/06/2014;N/E;30.000;21,3661
16/06/2014;33.169;30.000;21,3144
17/06/2014;33.150;30.000;21,3219
18/06/2014;33.150;30.000;21,6168
19/06/2014;33.176;30.000;21,9076
20/06/2014;33.175;30.000;21,7204
21/06/2014;N/E;30.000;21,633
22/06/2014;N/E;30.000;21,6643
23/06/2014;33.284;30.000;21,5738
24/06/2014;33.175;30.000;21,8514
25/06/2014;33.150;30.000;21,9044
26/06/2014;33.225;30.000;21,7002
27/06/2014;33.212;30.000;21,4512
28/06/2014;N/E;30.000;21,3692
29/06/2014;N/E;30.000;21,3439
30/06/2014;33.200;30.000;21,2024
1/07/2014;33.175;30.000;21,0212
2/07/2014;33.269;30.000;20,7588
3/07/2014;33.264;30.000;20,7908
4/07/2014;33.165;30.000;20,7752
5/07/2014;N/E;30.000;20,5757
6/07/2014;N/E;30.000;20,3439
7/07/2014;33.083;30.000;20,637
8/07/2014;33.035;30.000;20,4994
9/07/2014;32.998;30.000;20,4163
10/07/2014;33.040;30.000;20,3535
11/07/2014;33.035;30.000;20,328
12/07/2014;N/E;30.000;20,3507
13/07/2014;N/E;30.000;20,3254
14/07/2014;33.175;30.000;20,3325
15/07/2014;33.195;30.000;20,4526
16/07/2014;33.097;30.000;20,4059
17/07/2014;33.123;30.000;20,4489
18/07/2014;33.061;30.000;19,9127
19/07/2014;N/E;30.000;19,7011
20/07/2014;N/E;30.000;19,8335
21/07/2014;33.024;30.000;19,8322
22/07/2014;33.050;30.000;19,9957
23/07/2014;32.978;30.000;19,9007
24/07/2014;33.000;30.000;19,9373
25/07/2014;33.048;30.000;19,6147
26/07/2014;N/E;30.000;19,5538
27/07/2014;N/E;30.000;19,521
28/07/2014;33.019;30.000;19,6007
29/07/2014;32.984;30.000;19,7974
30/07/2014;33.120;30.000;19,6279
31/07/2014;33.175;30.000;19,5803
1/08/2014;33.215;30.000;19,6543
2/08/2014;N/E;30.000;19,4493
3/08/2014;N/E;30.000;19,173
4/08/2014;33.115;30.000;19,117
5/08/2014;33.200;30.000;19,107
6/08/2014;33.083;30.000;19,0837
7/08/2014;33.125;30.000;18,9877
8/08/2014;33.062;30.000;18,8528
9/08/2014;N/E;30.000;18,8661
10/08/2014;N/E;30.000;18,8853
11/08/2014;33.076;30.000;18,8092
12/08/2014;33.078;30.000;18,7079
13/08/2014;33.200;30.000;18,7955
14/08/2014;33.075;30.000;18,732
15/08/2014;33.125;30.000;18,8334
16/08/2014;N/E;30.000;18,7192
17/08/2014;N/E;30.000;18,7696
18/08/2014;33.063;30.000;18,656
19/08/2014;33.025;30.000;18,6923
20/08/2014;32.935;30.000;18,7646
21/08/2014;33.125;30.000;18,7528
22/08/2014;33.125;30.000;18,5582
24/08/2014;N/E;30.000;18,4863
25/08/2014;33.036;30.000;18,8374
26/08/2014;33.125;30.000;18,8187
27/08/2014;32.936;30.000;18,8413
28/08/2014;32.990;30.000;18,6521
29/08/2014;33.025;30.000;18,9225
