Banco de México;;;
;;;
Tasas y precios de referencia/ Tasa de campio peso-dólar;;;
Tasas de interés representativas;;;
;;;
Fecha de consulta: 13/05/2024 09:19:49;;;
;;;
;;;
;;;
Título;Tasas de interés interbancarias Por ciento anual, TIIE a 91 días;Tasa objetivo;Serie histórica del tipo de cambio, Tipo de cambio peso dólar desde 1954
Periodo disponible;23/01/1997 - 13/05/2024;21/01/2008 - 13/05/2024;19/04/1954 - 10/05/2024
Periodicidad;Diaria;Diaria;Diaria
Cifra;Porcentajes;Porcentajes;Tipo de Cambio
Unidad;Porcentajes;Sin Unidad;Pesos por Dólar
Base;;;
Aviso;;;
Tipo de información;Niveles;Niveles;Niveles
Fecha;SF43878;SF61745;SF63528
20/02/2007;N/E;N/E;10,9755
21/02/2007;N/E;N/E;11,0023
22/02/2007;76.150;N/E;10,9683
23/02/2007;N/E;N/E;11,0397
26/02/2007;N/E;N/E;11,079
27/02/2007;N/E;N/E;11,1493
28/02/2007;N/E;N/E;11,1682
1/03/2007;77.200;N/E;11,1917
2/03/2007;N/E;N/E;11,1817
5/03/2007;N/E;N/E;11,1762
6/03/2007;N/E;N/E;11,1473
7/03/2007;N/E;N/E;11,1555
8/03/2007;76.833;N/E;11,1426
9/03/2007;N/E;N/E;11,1205
12/03/2007;N/E;N/E;11,1483
13/03/2007;N/E;N/E;11,1727
14/03/2007;N/E;N/E;11,1867
15/03/2007;76.700;N/E;11,1348
16/03/2007;N/E;N/E;11,1664
20/03/2007;N/E;N/E;11,112
21/03/2007;N/E;N/E;11,0796
22/03/2007;76.750;N/E;11,022
23/03/2007;N/E;N/E;11,0166
26/03/2007;N/E;N/E;11,0253
27/03/2007;N/E;N/E;11,047
28/03/2007;N/E;N/E;11,0813
29/03/2007;76.600;N/E;11,0507
30/03/2007;N/E;N/E;11,0322
2/04/2007;N/E;N/E;11,0336
3/04/2007;N/E;N/E;10,9797
4/04/2007;76.250;N/E;10,9976
9/04/2007;N/E;N/E;10,9705
10/04/2007;N/E;N/E;11,0126
11/04/2007;N/E;N/E;10,984
12/04/2007;76.100;N/E;11,0135
13/04/2007;N/E;N/E;10,9917
16/04/2007;N/E;N/E;10,9856
17/04/2007;N/E;N/E;10,9911
18/04/2007;N/E;N/E;10,992
19/04/2007;76.200;N/E;11,0048
20/04/2007;N/E;N/E;10,979
23/04/2007;N/E;N/E;10,9637
24/04/2007;N/E;N/E;11,0053
25/04/2007;N/E;N/E;10,9369
26/04/2007;75.888;N/E;10,9312
27/04/2007;N/E;N/E;10,9305
30/04/2007;N/E;N/E;10,9278
2/05/2007;N/E;N/E;10,9262
3/05/2007;78.050;N/E;10,902
4/05/2007;N/E;N/E;10,8852
7/05/2007;N/E;N/E;10,8558
8/05/2007;N/E;N/E;10,8513
9/05/2007;N/E;N/E;10,8269
10/05/2007;78.050;N/E;10,8178
11/05/2007;N/E;N/E;10,8148
14/05/2007;N/E;N/E;10,7987
15/05/2007;N/E;N/E;10,8032
16/05/2007;N/E;N/E;10,7905
17/05/2007;78.350;N/E;10,8033
18/05/2007;N/E;N/E;10,8223
21/05/2007;N/E;N/E;10,7963
22/05/2007;N/E;N/E;10,7598
23/05/2007;N/E;N/E;10,7688
24/05/2007;78.625;N/E;10,8354
25/05/2007;N/E;N/E;10,7803
28/05/2007;N/E;N/E;10,7788
29/05/2007;N/E;N/E;10,7873
30/05/2007;N/E;N/E;10,818
31/05/2007;78.250;N/E;10,7445
1/06/2007;N/E;N/E;10,7131
4/06/2007;N/E;N/E;10,7441
5/06/2007;N/E;N/E;10,7809
6/06/2007;N/E;N/E;10,845
7/06/2007;78.300;N/E;10,9043
8/06/2007;N/E;N/E;10,9702
11/06/2007;N/E;N/E;10,9307
12/06/2007;N/E;N/E;10,9331
13/06/2007;N/E;N/E;10,9538
14/06/2007;78.250;N/E;10,9012
15/06/2007;N/E;N/E;10,8148
18/06/2007;N/E;N/E;10,776
19/06/2007;N/E;N/E;10,7494
20/06/2007;N/E;N/E;10,7713
21/06/2007;78.100;N/E;10,8266
22/06/2007;N/E;N/E;10,808
25/06/2007;N/E;N/E;10,8189
26/06/2007;N/E;N/E;10,8398
27/06/2007;N/E;N/E;10,8661
28/06/2007;78.100;N/E;10,7926
29/06/2007;N/E;N/E;10,7946
2/07/2007;N/E;N/E;10,7697
3/07/2007;N/E;N/E;10,7698
4/07/2007;N/E;N/E;10,76
5/07/2007;78.000;N/E;10,7936
6/07/2007;N/E;N/E;10,7828
9/07/2007;N/E;N/E;10,7531
10/07/2007;N/E;N/E;10,7917
11/07/2007;N/E;N/E;10,8248
12/07/2007;77.900;N/E;10,7799
13/07/2007;N/E;N/E;10,7608
16/07/2007;N/E;N/E;10,7653
17/07/2007;N/E;N/E;10,7628
18/07/2007;N/E;N/E;10,752
19/07/2007;77.650;N/E;10,7207
20/07/2007;N/E;N/E;10,7843
23/07/2007;N/E;N/E;10,764
24/07/2007;N/E;N/E;10,7846
25/07/2007;N/E;N/E;10,8712
26/07/2007;77.833;N/E;10,9436
27/07/2007;N/E;N/E;10,9973
30/07/2007;N/E;N/E;10,9812
31/07/2007;N/E;N/E;10,9273
1/08/2007;N/E;N/E;10,9663
2/08/2007;77.950;N/E;10,9402
3/08/2007;N/E;N/E;10,9677
6/08/2007;N/E;N/E;10,9886
7/08/2007;N/E;N/E;10,9613
8/08/2007;N/E;N/E;10,9209
9/08/2007;77.950;N/E;10,9832
10/08/2007;N/E;N/E;11,0173
13/08/2007;N/E;N/E;10,9915
14/08/2007;N/E;N/E;11,0549
15/08/2007;N/E;N/E;11,1148
16/08/2007;78.000;N/E;11,2676
17/08/2007;N/E;N/E;11,1259
20/08/2007;N/E;N/E;11,1053
21/08/2007;N/E;N/E;11,1213
22/08/2007;N/E;N/E;11,0736
23/08/2007;77.950;N/E;11,0489
24/08/2007;N/E;N/E;11,0413
27/08/2007;N/E;N/E;11,0382
28/08/2007;N/E;N/E;11,092
29/08/2007;N/E;N/E;11,1062
30/08/2007;77.570;N/E;11,0848
31/08/2007;N/E;N/E;11,0378
3/09/2007;N/E;N/E;11,0169
4/09/2007;N/E;N/E;11,0265
5/09/2007;N/E;N/E;11,0848
6/09/2007;77.550;N/E;11,0658
7/09/2007;N/E;N/E;11,1227
10/09/2007;N/E;N/E;11,1407
11/09/2007;N/E;N/E;11,1057
12/09/2007;N/E;N/E;11,072
13/09/2007;77.600;N/E;11,0743
14/09/2007;N/E;N/E;11,111
17/09/2007;N/E;N/E;11,1471
18/09/2007;N/E;N/E;11,0959
19/09/2007;N/E;N/E;10,9871
20/09/2007;77.700;N/E;10,9687
21/09/2007;N/E;N/E;10,9517
24/09/2007;N/E;N/E;10,9391
25/09/2007;N/E;N/E;10,9438
26/09/2007;N/E;N/E;10,9243
27/09/2007;77.750;N/E;10,9203
28/09/2007;N/E;N/E;10,9315
1/10/2007;N/E;N/E;10,9224
2/10/2007;N/E;N/E;10,921
3/10/2007;N/E;N/E;10,8685
4/10/2007;77.425;N/E;10,8963
5/10/2007;N/E;N/E;10,8557
8/10/2007;N/E;N/E;10,8589
9/10/2007;N/E;N/E;10,8379
10/10/2007;N/E;N/E;10,8383
11/10/2007;77.750;N/E;10,8101
12/10/2007;N/E;N/E;10,8252
15/10/2007;N/E;N/E;10,8133
16/10/2007;N/E;N/E;10,8418
17/10/2007;N/E;N/E;10,8181
18/10/2007;77.950;N/E;10,8133
19/10/2007;N/E;N/E;10,7976
22/10/2007;N/E;N/E;10,8404
23/10/2007;N/E;N/E;10,824
24/10/2007;N/E;N/E;10,8348
25/10/2007;77.975;N/E;10,8291
26/10/2007;N/E;N/E;10,7523
29/10/2007;N/E;N/E;10,7112
30/10/2007;N/E;N/E;10,7198
31/10/2007;N/E;N/E;10,7023
1/11/2007;80.350;N/E;10,6639
5/11/2007;N/E;N/E;10,7308
6/11/2007;N/E;N/E;10,7046
7/11/2007;N/E;N/E;10,7435
8/11/2007;79.935;N/E;10,8108
9/11/2007;N/E;N/E;10,8808
12/11/2007;N/E;N/E;10,9378
13/11/2007;N/E;N/E;10,8941
14/11/2007;N/E;N/E;10,8685
15/11/2007;79.950;N/E;10,9145
16/11/2007;N/E;N/E;10,9353
20/11/2007;N/E;N/E;10,9687
21/11/2007;N/E;N/E;11,0037
22/11/2007;80.150;N/E;10,979
23/11/2007;N/E;N/E;10,9733
26/11/2007;N/E;N/E;10,981
27/11/2007;N/E;N/E;10,9695
28/11/2007;N/E;N/E;10,9345
29/11/2007;80.200;N/E;10,9417
30/11/2007;N/E;N/E;10,8968
3/12/2007;N/E;N/E;10,9124
4/12/2007;N/E;N/E;10,9059
5/12/2007;N/E;N/E;10,8592
6/12/2007;79.950;N/E;10,8367
7/12/2007;N/E;N/E;10,8128
10/12/2007;N/E;N/E;10,8185
11/12/2007;N/E;N/E;10,8025
13/12/2007;80.050;N/E;10,8376
14/12/2007;N/E;N/E;10,8249
17/12/2007;N/E;N/E;10,846
18/12/2007;N/E;N/E;10,8553
19/12/2007;N/E;N/E;10,8412
20/12/2007;80.050;N/E;10,8363
21/12/2007;N/E;N/E;10,8203
24/12/2007;N/E;N/E;10,8132
26/12/2007;N/E;N/E;10,8105
27/12/2007;79.900;N/E;10,8662
28/12/2007;N/E;N/E;10,9043
31/12/2007;N/E;N/E;10,9157
2/01/2008;N/E;N/E;10,8972
3/01/2008;80.100;N/E;10,8842
4/01/2008;N/E;N/E;10,9277
7/01/2008;N/E;N/E;10,9208
8/01/2008;N/E;N/E;10,885
9/01/2008;N/E;N/E;10,962
10/01/2008;80.100;N/E;10,9572
11/01/2008;N/E;N/E;10,9318
14/01/2008;N/E;N/E;10,914
15/01/2008;N/E;N/E;10,9203
16/01/2008;N/E;N/E;10,9458
17/01/2008;79.975;N/E;10,9445
18/01/2008;N/E;N/E;10,9235
21/01/2008;N/E;75.000;10,9813
22/01/2008;N/E;75.000;10,9232
23/01/2008;N/E;75.000;10,9522
24/01/2008;79.700;75.000;10,8934
25/01/2008;N/E;75.000;10,8698
28/01/2008;N/E;75.000;10,8784
29/01/2008;N/E;75.000;10,8444
30/01/2008;N/E;75.000;10,8374
31/01/2008;79.700;75.000;10,8262
1/02/2008;N/E;75.000;10,8138
5/02/2008;N/E;75.000;10,8289
6/02/2008;N/E;75.000;10,8227
7/02/2008;79.475;75.000;10,804
8/02/2008;N/E;75.000;10,7575
11/02/2008;N/E;75.000;10,7736
12/02/2008;N/E;75.000;10,7465
13/02/2008;N/E;75.000;10,7509
14/02/2008;79.300;75.000;10,7413
15/02/2008;N/E;75.000;10,7653
18/02/2008;N/E;75.000;10,735
19/02/2008;N/E;75.000;10,7489
20/02/2008;N/E;75.000;10,7939
21/02/2008;79.200;75.000;10,798
22/02/2008;N/E;75.000;10,7818
25/02/2008;N/E;75.000;10,7855
26/02/2008;N/E;75.000;10,743
27/02/2008;N/E;75.000;10,7344
28/02/2008;79.400;75.000;10,6813
29/02/2008;N/E;75.000;10,7243
3/03/2008;N/E;75.000;10,7046
4/03/2008;N/E;75.000;10,7098
5/03/2008;N/E;75.000;10,6978
6/03/2008;79.325;75.000;10,7649
7/03/2008;N/E;75.000;10,8383
10/03/2008;N/E;75.000;10,8478
11/03/2008;N/E;75.000;10,7965
12/03/2008;N/E;75.000;10,7735
13/03/2008;79.375;75.000;10,7778
14/03/2008;N/E;75.000;10,7613
18/03/2008;N/E;75.000;10,704
19/03/2008;79.525;75.000;10,6944
24/03/2008;N/E;75.000;10,6748
25/03/2008;N/E;75.000;10,6793
26/03/2008;N/E;75.000;10,6957
27/03/2008;79.425;75.000;10,6962
28/03/2008;N/E;75.000;10,6987
31/03/2008;N/E;75.000;10,6482
1/04/2008;N/E;75.000;10,5985
2/04/2008;N/E;75.000;10,5557
3/04/2008;79.550;75.000;10,5644
4/04/2008;N/E;75.000;10,559
7/04/2008;N/E;75.000;10,5395
8/04/2008;N/E;75.000;10,561
9/04/2008;N/E;75.000;10,5552
10/04/2008;79.400;75.000;10,5503
11/04/2008;N/E;75.000;10,5337
14/04/2008;N/E;75.000;10,4919
15/04/2008;N/E;75.000;10,4843
16/04/2008;N/E;75.000;10,4579
17/04/2008;79.525;75.000;10,4828
18/04/2008;N/E;75.000;10,461
21/04/2008;N/E;75.000;10,5223
22/04/2008;N/E;75.000;10,5181
23/04/2008;N/E;75.000;10,4868
24/04/2008;79.650;75.000;10,462
25/04/2008;N/E;75.000;10,4702
28/04/2008;N/E;75.000;10,4464
29/04/2008;N/E;75.000;10,5272
30/04/2008;79.800;75.000;10,5095
2/05/2008;N/E;75.000;10,4585
5/05/2008;N/E;75.000;10,4687
6/05/2008;N/E;75.000;10,4937
7/05/2008;N/E;75.000;10,539
8/05/2008;79.750;75.000;10,5465
9/05/2008;N/E;75.000;10,5666
12/05/2008;N/E;75.000;10,5058
13/05/2008;N/E;75.000;10,4835
14/05/2008;N/E;75.000;10,4884
15/05/2008;79.681;75.000;10,4769
16/05/2008;N/E;75.000;10,4266
19/05/2008;N/E;75.000;10,3792
20/05/2008;N/E;75.000;10,4002
21/05/2008;N/E;75.000;10,3644
22/05/2008;79.481;75.000;10,381
23/05/2008;N/E;75.000;10,4
26/05/2008;N/E;75.000;10,3848
27/05/2008;N/E;75.000;10,3925
28/05/2008;N/E;75.000;10,3447
29/05/2008;79.400;75.000;10,3066
30/05/2008;N/E;75.000;10,3306
2/06/2008;N/E;75.000;10,3417
3/06/2008;N/E;75.000;10,2992
4/06/2008;N/E;75.000;10,3211
5/06/2008;79.400;75.000;10,3108
6/06/2008;N/E;75.000;10,3582
9/06/2008;N/E;75.000;10,362
10/06/2008;N/E;75.000;10,3847
11/06/2008;N/E;75.000;10,4268
12/06/2008;80.300;75.000;10,395
13/06/2008;N/E;75.000;10,3655
16/06/2008;N/E;75.000;10,3399
17/06/2008;N/E;75.000;10,3153
18/06/2008;N/E;75.000;10,2935
19/06/2008;80.600;75.000;10,3156
20/06/2008;N/E;77.500;10,2753
23/06/2008;N/E;77.500;10,3032
24/06/2008;N/E;77.500;10,318
25/06/2008;N/E;77.500;10,2938
26/06/2008;83.675;77.500;10,2841
27/06/2008;N/E;77.500;10,3028
30/06/2008;N/E;77.500;10,3069
1/07/2008;N/E;77.500;10,3908
2/07/2008;N/E;77.500;10,3722
3/07/2008;83.800;77.500;10,3692
4/07/2008;N/E;77.500;10,3411
7/07/2008;N/E;77.500;10,3263
8/07/2008;N/E;77.500;10,3363
9/07/2008;N/E;77.500;10,2993
10/07/2008;83.485;77.500;10,3076
11/07/2008;N/E;77.500;10,312
14/07/2008;N/E;77.500;10,2925
15/07/2008;N/E;77.500;10,3229
16/07/2008;N/E;77.500;10,2608
17/07/2008;84.250;77.500;10,2311
18/07/2008;N/E;80.000;10,2047
21/07/2008;N/E;80.000;10,1708
22/07/2008;N/E;80.000;10,1178
23/07/2008;N/E;80.000;10,0552
24/07/2008;86.100;80.000;10,0264
25/07/2008;N/E;80.000;10,019
28/07/2008;N/E;80.000;10,0706
29/07/2008;N/E;80.000;10,061
30/07/2008;N/E;80.000;10,034
31/07/2008;86.750;80.000;10,0353
1/08/2008;N/E;80.000;9,9705
4/08/2008;86.700;80.000;9,9335
5/08/2008;86.650;80.000;9,918
6/08/2008;86.725;80.000;9,9485
7/08/2008;86.950;80.000;9,9877
8/08/2008;86.950;80.000;10,1305
11/08/2008;86.650;80.000;10,1295
12/08/2008;86.700;80.000;10,159
13/08/2008;86.800;80.000;10,1968
14/08/2008;86.750;80.000;10,1586
15/08/2008;86.600;82.500;10,1966
18/08/2008;87.700;82.500;10,1395
19/08/2008;87.450;82.500;10,1867
20/08/2008;87.550;82.500;10,1343
21/08/2008;87.575;82.500;10,1106
22/08/2008;87.500;82.500;10,0991
25/08/2008;87.525;82.500;10,1183
26/08/2008;87.500;82.500;10,173
27/08/2008;87.400;82.500;10,1421
28/08/2008;87.300;82.500;10,1822
29/08/2008;87.375;82.500;10,2847
1/09/2008;87.350;82.500;10,3423
2/09/2008;87.550;82.500;10,3781
3/09/2008;87.400;82.500;10,3852
4/09/2008;87.450;82.500;10,4658
5/09/2008;87.400;82.500;10,5143
8/09/2008;87.350;82.500;10,481
9/09/2008;87.400;82.500;10,5013
10/09/2008;87.400;82.500;10,5862
11/09/2008;87.450;82.500;10,6745
12/09/2008;87.450;82.500;10,5828
15/09/2008;87.400;82.500;10,7054
17/09/2008;87.400;82.500;10,8702
18/09/2008;87.500;82.500;10,8365
19/09/2008;87.500;82.500;10,6133
22/09/2008;87.500;82.500;10,5879
23/09/2008;87.350;82.500;10,7264
24/09/2008;87.500;82.500;10,7879
25/09/2008;87.450;82.500;10,7653
26/09/2008;87.550;82.500;10,7919
29/09/2008;87.350;82.500;10,9397
30/09/2008;87.300;82.500;10,9814
1/10/2008;87.400;82.500;10,9811
2/10/2008;87.500;82.500;11,1296
3/10/2008;87.450;82.500;11,1188
6/10/2008;87.500;82.500;11,7667
7/10/2008;87.550;82.500;12,1196
8/10/2008;87.350;82.500;13,0417
9/10/2008;87.400;82.500;12,4433
10/10/2008;87.350;82.500;13,0867
12/10/2008;N/E;82.500;12,3743
13/10/2008;87.500;82.500;12,345
14/10/2008;87.400;82.500;12,7192
15/10/2008;87.300;82.500;13,0633
16/10/2008;87.300;82.500;12,8475
17/10/2008;87.350;82.500;12,7617
18/10/2008;N/E;82.500;13,1233
19/10/2008;N/E;82.500;13,5592
20/10/2008;87.600;82.500;13,5025
21/10/2008;88.100;82.500;13,4
22/10/2008;87.950;82.500;13,3083
23/10/2008;87.600;82.500;13,3692
24/10/2008;87.750;82.500;12,9142
25/10/2008;N/E;82.500;12,8342
26/10/2008;N/E;82.500;12,7125
27/10/2008;87.850;82.500;12,7875
28/10/2008;87.850;82.500;12,4862
29/10/2008;87.700;82.500;12,6042
30/10/2008;87.275;82.500;12,95
31/10/2008;88.075;82.500;12,8392
1/11/2008;N/E;82.500;12,785
2/11/2008;N/E;82.500;12,9892
3/11/2008;88.200;82.500;13,0875
4/11/2008;88.300;82.500;13,1663
5/11/2008;88.150;82.500;13,0242
6/11/2008;88.150;82.500;13,195
7/11/2008;88.100;82.500;13,18
8/11/2008;N/E;82.500;13,5758
9/11/2008;N/E;82.500;13,9183
10/11/2008;88.000;82.500;13,4958
11/11/2008;88.275;82.500;13,3142
12/11/2008;88.050;82.500;13,2117
13/11/2008;88.450;82.500;13,2325
14/11/2008;88.200;82.500;13,3225
15/11/2008;N/E;82.500;13,58
16/11/2008;N/E;82.500;13,53
17/11/2008;N/E;82.500;13,5996
18/11/2008;88.150;82.500;13,5358
19/11/2008;88.050;82.500;13,7567
20/11/2008;88.200;82.500;13,4597
21/11/2008;88.400;82.500;13,4921
22/11/2008;N/E;82.500;13,4722
23/11/2008;N/E;82.500;13,1821
24/11/2008;88.500;82.500;13,3317
25/11/2008;88.800;82.500;13,2717
26/11/2008;88.500;82.500;13,1275
27/11/2008;88.400;82.500;13,215
28/11/2008;88.500;82.500;13,1197
29/11/2008;N/E;82.500;13,1742
30/11/2008;N/E;82.500;13,2175
1/12/2008;88.350;82.500;13,3114
2/12/2008;88.600;82.500;13,3538
3/12/2008;88.700;82.500;13,5383
4/12/2008;88.300;82.500;13,7738
5/12/2008;88.500;82.500;13,8325
6/12/2008;N/E;82.500;13,7678
7/12/2008;N/E;82.500;13,5507
8/12/2008;88.450;82.500;13,3458
9/12/2008;88.200;82.500;13,4136
10/12/2008;88.300;82.500;13,5045
11/12/2008;88.450;82.500;13,7008
12/12/2008;N/E;82.500;13,7608
13/12/2008;N/E;82.500;13,839
14/12/2008;N/E;82.500;14,1083
15/12/2008;88.350;82.500;14,2192
16/12/2008;88.350;82.500;13,9058
17/12/2008;88.325;82.500;13,9777
18/12/2008;88.150;82.500;13,9382
19/12/2008;87.850;82.500;13,9145
20/12/2008;N/E;82.500;13,9325
21/12/2008;N/E;82.500;14,095
22/12/2008;88.000;82.500;13,9342
23/12/2008;87.850;82.500;14,1675
24/12/2008;88.000;82.500;14,1513
25/12/2008;N/E;82.500;14,1975
26/12/2008;88.100;82.500;14,3097
27/12/2008;N/E;82.500;14,5404
28/12/2008;N/E;82.500;14,4667
29/12/2008;87.710;82.500;14,2945
30/12/2008;87.458;82.500;14,1778
31/12/2008;87.435;82.500;14,1392
1/01/2009;N/E;82.500;14,3575
2/01/2009;87.408;82.500;14,5313
3/01/2009;N/E;82.500;14,6013
4/01/2009;N/E;82.500;14,4326
5/01/2009;87.400;82.500;14,5288
6/01/2009;87.350;82.500;14,6118
7/01/2009;87.350;82.500;14,6725
8/01/2009;87.100;82.500;14,5505
9/01/2009;87.250;82.500;14,8163
10/01/2009;N/E;82.500;14,8528
11/01/2009;N/E;82.500;14,8327
12/01/2009;86.550;82.500;14,9275
13/01/2009;86.350;82.500;14,9322
14/01/2009;86.520;82.500;15,0698
15/01/2009;86.200;82.500;15,365
16/01/2009;85.650;77.500;15,3372
17/01/2009;N/E;77.500;15,2178
18/01/2009;N/E;77.500;15,2855
19/01/2009;81.625;77.500;15,2633
20/01/2009;81.600;77.500;15,3517
21/01/2009;81.500;77.500;15,3142
22/01/2009;81.250;77.500;15,1145
23/01/2009;81.000;77.500;14,9083
24/01/2009;N/E;77.500;14,569
25/01/2009;N/E;77.500;14,0502
26/01/2009;81.116;77.500;14,1457
27/01/2009;81.100;77.500;14,08
28/01/2009;81.091;77.500;14,148
29/01/2009;80.750;77.500;14,3204
30/01/2009;80.850;77.500;14,2683
31/01/2009;N/E;77.500;14,2358
1/02/2009;N/E;77.500;14,2163
2/02/2009;N/E;77.500;14,3317
3/02/2009;80.325;77.500;14,3855
4/02/2009;80.400;77.500;14,1517
5/02/2009;79.850;77.500;13,9108
6/02/2009;79.600;77.500;13,7924
7/02/2009;N/E;77.500;13,6137
8/02/2009;N/E;77.500;13,6325
9/02/2009;79.500;77.500;13,5712
10/02/2009;79.200;77.500;13,3648
11/02/2009;78.900;77.500;13,0914
12/02/2009;78.850;77.500;13,086
13/02/2009;78.700;77.500;13,1683
14/02/2009;N/E;77.500;13,0511
15/02/2009;N/E;77.500;13,1558
16/02/2009;78.351;77.500;13,32
17/02/2009;78.100;77.500;13,175
18/02/2009;77.450;77.500;13,1457
19/02/2009;77.588;77.500;13,3099
20/02/2009;77.200;75.000;13,2318
21/02/2009;N/E;75.000;13,755
22/02/2009;N/E;75.000;13,8667
23/02/2009;78.200;75.000;13,6485
24/02/2009;78.000;75.000;13,8443
25/02/2009;78.050;75.000;13,35
26/02/2009;77.900;75.000;13,2242
27/02/2009;78.050;75.000;13,2268
28/02/2009;N/E;75.000;13,1103
1/03/2009;N/E;75.000;13,1067
2/03/2009;78.100;75.000;13,1008
3/03/2009;78.100;75.000;13,2208
4/03/2009;78.250;75.000;13,3177
5/03/2009;78.250;75.000;13,2983
6/03/2009;78.050;75.000;13,2058
7/03/2009;N/E;75.000;13,1363
8/03/2009;N/E;75.000;12,968
9/03/2009;78.200;75.000;12,8695
10/03/2009;78.250;75.000;13,103
11/03/2009;78.275;75.000;13,1728
12/03/2009;78.138;75.000;13,1375
13/03/2009;77.900;75.000;13,1338
14/03/2009;N/E;75.000;13,159
15/03/2009;N/E;75.000;13,2337
16/03/2009;N/E;75.000;13,1667
17/03/2009;77.750;75.000;13,155
18/03/2009;77.300;75.000;13,2609
19/03/2009;77.200;75.000;13,3172
20/03/2009;76.750;67.500;13,2675
21/03/2009;N/E;67.500;13,2768
22/03/2009;N/E;67.500;13,45
23/03/2009;70.750;67.500;13,4793
24/03/2009;70.750;67.500;13,6507
25/03/2009;70.500;67.500;13,4581
26/03/2009;70.600;67.500;13,3997
27/03/2009;70.300;67.500;13,4523
28/03/2009;N/E;67.500;13,3525
29/03/2009;N/E;67.500;13,4698
30/03/2009;70.250;67.500;13,3694
31/03/2009;70.400;67.500;13,3248
1/04/2009;69.800;67.500;13,3782
2/04/2009;69.300;67.500;13,3187
3/04/2009;68.750;67.500;13,3051
4/04/2009;N/E;67.500;13,2778
5/04/2009;N/E;67.500;13,2023
6/04/2009;68.350;67.500;13,1812
7/04/2009;67.700;67.500;13,1722
8/04/2009;67.450;67.500;13,0972
9/04/2009;N/E;67.500;13,1695
10/04/2009;N/E;67.500;13,2428
11/04/2009;N/E;67.500;13,2547
12/04/2009;N/E;67.500;13,2724
13/04/2009;66.800;67.500;13,4333
14/04/2009;66.750;67.500;13,5758
15/04/2009;66.200;67.500;13,7052
16/04/2009;65.600;67.500;13,8105
17/04/2009;65.300;60.000;13,7645
18/04/2009;N/E;60.000;13,6526
19/04/2009;N/E;60.000;13,587
20/04/2009;63.550;60.000;13,3895
21/04/2009;63.018;60.000;13,3158
22/04/2009;62.600;60.000;13,2879
23/04/2009;62.100;60.000;13,2312
24/04/2009;61.850;60.000;13,1915
25/04/2009;N/E;60.000;13,2247
26/04/2009;N/E;60.000;13,2167
27/04/2009;61.400;60.000;13,2825
28/04/2009;61.346;60.000;13,2643
29/04/2009;61.150;60.000;13,2223
30/04/2009;60.858;60.000;13,2125
1/05/2009;N/E;60.000;13,1293
2/05/2009;N/E;60.000;13,1073
3/05/2009;N/E;60.000;13,105
4/05/2009;60.255;60.000;12,9926
5/05/2009;60.150;60.000;12,9349
6/05/2009;59.300;60.000;12,922
7/05/2009;59.035;60.000;12,9937
8/05/2009;58.450;60.000;12,997
9/05/2009;N/E;60.000;12,8658
10/05/2009;N/E;60.000;12,8766
11/05/2009;58.200;60.000;12,9963
12/05/2009;57.700;60.000;12,9555
13/05/2009;57.400;60.000;12,9159
14/05/2009;56.850;60.000;12,8733
15/05/2009;56.618;52.500;12,8227
16/05/2009;N/E;52.500;12,8274
17/05/2009;N/E;52.500;12,8975
18/05/2009;55.800;52.500;13,1378
19/05/2009;55.800;52.500;13,2462
20/05/2009;55.300;52.500;13,2579
21/05/2009;55.150;52.500;13,314
22/05/2009;54.800;52.500;13,5246
23/05/2009;N/E;52.500;13,6427
24/05/2009;N/E;52.500;13,5898
25/05/2009;54.310;52.500;13,4658
26/05/2009;53.990;52.500;13,3646
27/05/2009;53.750;52.500;13,2826
28/05/2009;53.500;52.500;13,3923
29/05/2009;53.350;52.500;13,4582
30/05/2009;N/E;52.500;13,3432
31/05/2009;N/E;52.500;13,3892
1/06/2009;53.300;52.500;13,3475
2/06/2009;53.215;52.500;13,23
3/06/2009;53.150;52.500;13,2413
4/06/2009;52.950;52.500;13,353
5/06/2009;52.800;52.500;13,3186
6/06/2009;N/E;52.500;13,3733
7/06/2009;N/E;52.500;13,4549
8/06/2009;52.650;52.500;13,5243
9/06/2009;52.650;52.500;13,5042
10/06/2009;52.500;52.500;13,5513
11/06/2009;52.300;52.500;13,4928
12/06/2009;52.200;52.500;13,6242
13/06/2009;N/E;52.500;13,6773
14/06/2009;N/E;52.500;13,655
15/06/2009;52.050;52.500;13,4943
16/06/2009;51.950;52.500;13,4673
17/06/2009;51.500;52.500;13,3227
18/06/2009;51.400;52.500;13,255
19/06/2009;51.200;47.500;13,2178
20/06/2009;N/E;47.500;13,1774
21/06/2009;N/E;47.500;13,0779
22/06/2009;50.505;47.500;13,0884
23/06/2009;50.550;47.500;13,1057
24/06/2009;50.550;47.500;13,084
25/06/2009;50.700;47.500;12,9407
26/06/2009;50.700;47.500;12,9196
27/06/2009;N/E;47.500;12,9495
28/06/2009;N/E;47.500;12,9798
29/06/2009;50.550;47.500;13,149
30/06/2009;50.400;47.500;13,2662
1/07/2009;50.205;47.500;13,2823
2/07/2009;50.400;47.500;13,0825
3/07/2009;50.200;47.500;13,1479
4/07/2009;N/E;47.500;13,2908
5/07/2009;N/E;47.500;13,2708
6/07/2009;49.967;47.500;13,343
7/07/2009;49.750;47.500;13,3758
8/07/2009;49.500;47.500;13,2996
9/07/2009;48.816;47.500;13,2308
