"Date","Price","Open","High","Low","Change %"
"24/10/2019","2.280","2.280","2.280","2.280","-9.16%"
"23/10/2019","2.510","2.510","2.510","2.510","-2.33%"
"22/10/2019","2.570","2.570","2.570","2.570","4.05%"
"21/10/2019","2.470","2.470","2.470","2.470","5.56%"
"18/10/2019","2.340","2.340","2.340","2.340","6.85%"
"17/10/2019","2.190","2.190","2.190","2.190","0.92%"
"16/10/2019","2.170","2.170","2.170","2.170","0.93%"
"15/10/2019","2.150","2.150","2.150","2.150","-0.46%"
"14/10/2019","2.160","2.160","2.160","2.160","0.47%"
"11/10/2019","2.150","2.150","2.150","2.150","0.47%"
"10/10/2019","2.140","2.140","2.140","2.140","2.39%"
"09/10/2019","2.090","2.090","2.090","2.090","-3.24%"
"08/10/2019","2.160","2.160","2.160","2.160","-1.37%"
"07/10/2019","2.190","2.190","2.190","2.190","0.00%"
"04/10/2019","2.190","2.190","2.190","2.190","-0.45%"
"03/10/2019","2.200","2.200","2.200","2.200","-3.08%"
"02/10/2019","2.270","2.270","2.270","2.270","-0.44%"
"01/10/2019","2.280","2.280","2.280","2.280","2.24%"
"30/09/2019","2.230","2.230","2.230","2.230","0.00%"
"27/09/2019","2.230","2.230","2.230","2.230","0.90%"
"26/09/2019","2.210","2.210","2.210","2.210","2.31%"
"25/09/2019","2.160","2.160","2.160","2.160","-2.70%"
"24/09/2019","2.220","2.220","2.220","2.220","-0.89%"
"23/09/2019","2.240","2.240","2.240","2.240","-2.61%"
"17/09/2019","2.300","2.300","2.300","2.300","0.44%"
"16/09/2019","2.290","2.290","2.290","2.290","1.33%"
"13/09/2019","2.260","2.260","2.260","2.260","1.80%"
"12/09/2019","2.220","2.220","2.220","2.220","0.45%"
"11/09/2019","2.210","2.210","2.210","2.210","1.38%"
"10/09/2019","2.180","2.180","2.180","2.180","0.00%"
"09/09/2019","2.180","2.180","2.180","2.180","0.46%"
"06/09/2019","2.170","2.170","2.170","2.170","0.93%"
"05/09/2019","2.150","2.150","2.150","2.150","-0.92%"
"04/09/2019","2.170","2.170","2.170","2.170","-5.24%"
"03/09/2019","2.290","2.290","2.290","2.290","-0.43%"
"02/09/2019","2.300","2.300","2.300","2.300","0.00%"
"30/08/2019","2.300","2.300","2.300","2.300","0.88%"
"29/08/2019","2.280","2.280","2.280","2.280","0.00%"
"28/08/2019","2.280","2.280","2.280","2.280","-0.44%"
"27/08/2019","2.290","2.290","2.290","2.290","-0.43%"
"26/08/2019","2.300","2.300","2.300","2.300","0.44%"
"23/08/2019","2.290","2.290","2.290","2.290","0.00%"
"22/08/2019","2.290","2.290","2.290","2.290","1.78%"
"21/08/2019","2.250","2.250","2.250","2.250","-1.75%"
"20/08/2019","2.290","2.290","2.290","2.290","0.00%"
"19/08/2019","2.290","2.290","2.290","2.290","-0.43%"
"16/08/2019","2.300","2.300","2.300","2.300","-0.86%"
"14/08/2019","2.320","2.320","2.320","2.320","0.87%"
"13/08/2019","2.300","2.300","2.300","2.300","0.44%"
"12/08/2019","2.290","2.290","2.290","2.290","0.00%"
"09/08/2019","2.290","2.290","2.290","2.290","0.44%"
"08/08/2019","2.280","2.280","2.280","2.280","-2.56%"
"07/08/2019","2.340","2.340","2.340","2.340","0.00%"
"06/08/2019","2.340","2.340","2.340","2.340","-2.09%"
"05/08/2019","2.390","2.390","2.390","2.390","0.00%"
"02/08/2019","2.390","2.390","2.390","2.390","-2.45%"
"01/08/2019","2.450","2.450","2.450","2.450","-2.39%"
"31/07/2019","2.510","2.510","2.510","2.510","1.21%"
"30/07/2019","2.480","2.480","2.480","2.480","-0.80%"
"29/07/2019","2.500","2.500","2.500","2.500","-1.57%"
"26/07/2019","2.540","2.540","2.540","2.540","-0.39%"
"25/07/2019","2.550","2.550","2.550","2.550","-0.39%"
"24/07/2019","2.560","2.560","2.560","2.560","-0.78%"
"23/07/2019","2.580","2.580","2.580","2.580","-0.77%"
"22/07/2019","2.600","2.600","2.600","2.600","-1.14%"
"19/07/2019","2.630","2.630","2.630","2.630","-3.66%"
"18/07/2019","2.730","2.730","2.730","2.730","-0.73%"
"17/07/2019","2.750","2.750","2.750","2.750","-0.36%"
"15/07/2019","2.760","2.760","2.760","2.760","0.36%"
"12/07/2019","2.750","2.750","2.750","2.750","-1.08%"
"11/07/2019","2.780","2.780","2.780","2.780","-0.36%"
"10/07/2019","2.790","2.790","2.790","2.790","-1.06%"
"09/07/2019","2.820","2.820","2.820","2.820","-1.05%"
"08/07/2019","2.850","2.850","2.850","2.850","0.35%"
"05/07/2019","2.840","2.840","2.840","2.840","1.07%"
"04/07/2019","2.810","2.810","2.810","2.810","0.36%"
"03/07/2019","2.800","2.800","2.800","2.800","-1.06%"
"02/07/2019","2.830","2.830","2.830","2.830","-1.05%"
"01/07/2019","2.860","2.860","2.860","2.860","0.35%"
"28/06/2019","2.850","2.850","2.850","2.850","0.00%"
"27/06/2019","2.850","2.850","2.850","2.850","-0.35%"
"26/06/2019","2.860","2.860","2.860","2.860","1.78%"
"25/06/2019","2.810","2.810","2.810","2.810","0.00%"
"24/06/2019","2.810","2.810","2.810","2.810","0.00%"
"21/06/2019","2.810","2.810","2.810","2.810","-0.35%"
"20/06/2019","2.820","2.820","2.820","2.820","-2.08%"
"19/06/2019","2.880","2.880","2.880","2.880","-0.35%"
"18/06/2019","2.890","2.890","2.890","2.890","-0.69%"
"17/06/2019","2.910","2.910","2.910","2.910","0.00%"
"14/06/2019","2.910","2.910","2.910","2.910","-0.34%"
"13/06/2019","2.920","2.920","2.920","2.920","0.00%"
"12/06/2019","2.920","2.920","2.920","2.920","2.10%"
"11/06/2019","2.860","2.860","2.860","2.860","-1.72%"
"10/06/2019","2.910","2.910","2.910","2.910","-9.35%"
"07/06/2019","3.210","3.210","3.210","3.210","0.00%"
"06/06/2019","3.210","3.210","3.210","3.210","-0.31%"
"05/06/2019","3.220","3.540","3.540","3.220","-1.23%"
"04/06/2019","3.260","3.540","3.540","3.260","0.31%"
"03/06/2019","3.250","3.250","3.250","3.250","-0.61%"
"31/05/2019","3.270","3.540","3.540","3.270","-0.91%"
"30/05/2019","3.300","3.540","3.540","3.300","-0.30%"
"29/05/2019","3.310","3.540","3.540","3.310","-2.07%"
"28/05/2019","3.380","3.380","3.380","3.380","-2.03%"
"27/05/2019","3.450","3.450","3.450","3.450","-1.43%"
"24/05/2019","3.500","3.500","3.500","3.500","0.00%"
"23/05/2019","3.500","3.500","3.500","3.500","-0.28%"
"22/05/2019","3.510","3.510","3.510","3.510","-2.77%"
"20/05/2019","3.610","3.610","3.610","3.610","-0.28%"
"17/05/2019","3.620","3.620","3.620","3.620","-0.55%"
"16/05/2019","3.640","3.640","3.640","3.640","2.25%"
"15/05/2019","3.560","3.560","3.560","3.560","0.28%"
"14/05/2019","3.550","3.550","3.550","3.550","0.00%"
"13/05/2019","3.550","3.550","3.550","3.550","-0.56%"
"10/05/2019","3.570","3.570","3.570","3.570","-0.28%"
"09/05/2019","3.580","3.580","3.580","3.580","-0.56%"
"08/05/2019","3.600","3.600","3.600","3.600","0.00%"
"07/05/2019","3.600","3.600","3.600","3.600","-0.83%"
"06/05/2019","3.630","3.630","3.630","3.630","0.28%"
"03/05/2019","3.620","3.620","3.620","3.620","0.00%"
"02/05/2019","3.620","3.620","3.620","3.620","0.00%"
"30/04/2019","3.620","3.620","3.620","3.620","-0.28%"
"29/04/2019","3.630","3.630","3.630","3.630","0.28%"
"26/04/2019","3.620","3.620","3.620","3.620","0.56%"
"25/04/2019","3.600","3.600","3.600","3.600","0.28%"
"24/04/2019","3.590","3.590","3.590","3.590","0.00%"
"23/04/2019","3.590","3.590","3.590","3.590","-0.28%"
"22/04/2019","3.600","3.600","3.600","3.600","0.00%"
"18/04/2019","3.600","3.600","3.600","3.600","-0.55%"
"17/04/2019","3.620","3.620","3.620","3.620","0.00%"
"16/04/2019","3.620","3.620","3.620","3.620","0.56%"
"15/04/2019","3.600","3.710","3.710","3.600","0.84%"
"12/04/2019","3.570","3.570","3.570","3.570","0.28%"
"11/04/2019","3.560","3.560","3.560","3.560","-0.28%"
"10/04/2019","3.570","3.570","3.570","3.570","-0.83%"
"09/04/2019","3.600","3.600","3.600","3.600","-1.91%"
"08/04/2019","3.670","3.690","3.710","3.670","0.55%"
"05/04/2019","3.650","3.650","3.650","3.650","-0.54%"
"04/04/2019","3.670","3.670","3.670","3.670","0.00%"
"03/04/2019","3.670","3.670","3.670","3.670","0.00%"
"02/04/2019","3.670","3.670","3.670","3.670","0.00%"
"01/04/2019","3.670","3.670","3.670","3.670","0.55%"
"29/03/2019","3.650","3.650","3.650","3.650","0.00%"
"28/03/2019","3.650","3.650","3.650","3.650","0.27%"
"27/03/2019","3.640","3.640","3.640","3.640","-0.55%"
"26/03/2019","3.660","3.660","3.660","3.660","0.00%"
"25/03/2019","3.660","3.660","3.660","3.660","0.27%"
"22/03/2019","3.650","3.650","3.650","3.650","-1.88%"
"21/03/2019","3.720","3.720","3.720","3.720","-1.33%"
"20/03/2019","3.770","3.770","3.770","3.770","-0.26%"
"19/03/2019","3.780","3.780","3.780","3.780","0.00%"
"18/03/2019","3.780","3.780","3.780","3.780","0.00%"
"15/03/2019","3.780","3.780","3.780","3.780","-0.26%"
"14/03/2019","3.790","3.790","3.790","3.790","-0.26%"
"13/03/2019","3.800","3.800","3.800","3.800","-0.26%"
"12/03/2019","3.810","3.810","3.810","3.810","0.00%"
"11/03/2019","3.810","3.810","3.810","3.810","-1.30%"
"08/03/2019","3.860","3.860","3.860","3.860","0.00%"
"07/03/2019","3.860","3.860","3.860","3.860","-0.52%"
"06/03/2019","3.880","3.880","3.880","3.880","-0.77%"
"05/03/2019","3.910","3.910","3.910","3.910","0.00%"
"04/03/2019","3.910","3.910","3.910","3.910","0.00%"
"01/03/2019","3.910","3.910","3.910","3.910","0.77%"
"28/02/2019","3.880","3.880","3.880","3.880","0.26%"
"27/02/2019","3.870","3.870","3.870","3.870","0.00%"
"26/02/2019","3.870","3.870","3.870","3.870","0.26%"
"25/02/2019","3.860","4.000","4.000","3.860","0.26%"
"21/02/2019","3.850","3.850","3.850","3.850","0.26%"
"20/02/2019","3.840","3.840","3.840","3.840","0.26%"
"19/02/2019","3.830","3.830","3.830","3.830","-0.52%"
"18/02/2019","3.850","4.000","4.000","3.850","-0.52%"
"15/02/2019","3.870","3.870","3.870","3.870","-0.77%"
"14/02/2019","3.900","4.000","4.000","3.900","1.04%"
"13/02/2019","3.860","3.860","3.860","3.860","1.05%"
"12/02/2019","3.820","3.820","3.820","3.820","-4.50%"
"11/02/2019","4.000","4.000","4.000","4.000","1.52%"
"08/02/2019","3.940","3.940","3.940","3.940","0.00%"
"07/02/2019","3.940","3.940","3.940","3.940","-0.51%"
"06/02/2019","3.960","3.960","3.960","3.960","0.76%"
"05/02/2019","3.930","3.930","3.930","3.930","0.26%"
"04/02/2019","3.920","4.040","4.040","3.920","0.00%"
"01/02/2019","3.920","3.920","3.920","3.920","0.00%"
"31/01/2019","3.920","3.920","3.920","3.920","-0.51%"
"30/01/2019","3.940","3.940","3.940","3.940","-1.50%"
"29/01/2019","4.000","4.000","4.000","4.000","0.00%"
"28/01/2019","4.000","4.030","4.030","4.000","0.25%"
"25/01/2019","3.990","3.990","3.990","3.990","0.00%"
"24/01/2019","3.990","4.030","4.030","3.990","-0.25%"
"23/01/2019","4.000","4.000","4.000","4.000","-0.99%"
"22/01/2019","4.040","4.040","4.040","4.040","-0.74%"
"21/01/2019","4.070","4.040","4.110","4.040","1.75%"
"18/01/2019","4.000","4.000","4.000","4.000","-0.25%"
"17/01/2019","4.010","4.010","4.010","4.010","0.25%"
"16/01/2019","4.000","4.040","4.040","4.000","0.76%"
"15/01/2019","3.970","3.970","3.970","3.970","-0.25%"
"14/01/2019","3.980","4.040","4.040","3.980","-0.50%"
"11/01/2019","4.000","4.040","4.040","4.000","-0.25%"
"10/01/2019","4.010","4.010","4.010","4.010","0.25%"
"09/01/2019","4.000","4.000","4.000","4.000","0.50%"
"08/01/2019","3.980","3.980","3.980","3.980","0.00%"
"07/01/2019","3.980","3.980","3.980","3.980","2.05%"
"04/01/2019","3.900","3.900","3.900","3.900","0.00%"
"03/01/2019","3.900","4.000","4.000","3.900","-0.26%"
"02/01/2019","3.910","4.000","4.000","3.910","-1.26%"
"28/12/2018","3.960","3.960","3.960","3.960","0.51%"
"27/12/2018","3.940","4.040","4.040","3.940","-0.51%"
"26/12/2018","3.960","3.960","3.960","3.960","-1.00%"
"21/12/2018","4.000","4.050","4.050","4.000","-0.50%"
"20/12/2018","4.020","4.060","4.060","4.020","-0.99%"
"19/12/2018","4.060","4.060","4.060","4.060","-0.98%"
"18/12/2018","4.100","4.100","4.100","4.100","-0.49%"
"17/12/2018","4.120","4.150","4.150","4.120","0.00%"
"14/12/2018","4.120","4.120","4.120","4.120","0.00%"
"13/12/2018","4.120","4.150","4.150","4.120","0.49%"
"12/12/2018","4.100","4.100","4.100","4.100","-0.24%"
"11/12/2018","4.110","4.110","4.110","4.110","0.74%"
"10/12/2018","4.080","4.120","4.120","4.080","0.49%"
"07/12/2018","4.060","4.060","4.060","4.060","-0.73%"
"06/12/2018","4.090","4.090","4.090","4.090","0.00%"
"05/12/2018","4.090","4.130","4.150","4.090","-1.45%"
"04/12/2018","4.150","4.150","4.150","4.150","-0.24%"
"03/12/2018","4.160","4.200","4.200","4.160","0.24%"
"30/11/2018","4.150","4.150","4.150","4.150","0.00%"
"29/11/2018","4.150","4.150","4.150","4.150","-0.24%"
"28/11/2018","4.160","4.160","4.160","4.160","0.00%"
"27/11/2018","4.160","4.160","4.160","4.160","0.00%"
"26/11/2018","4.160","4.160","4.160","4.160","0.00%"
"23/11/2018","4.160","4.160","4.160","4.160","-0.24%"
"22/11/2018","4.170","4.170","4.170","4.170","0.48%"
"21/11/2018","4.150","4.150","4.150","4.150","-0.48%"
"20/11/2018","4.170","4.170","4.170","4.170","-1.88%"
"19/11/2018","4.250","4.250","4.250","4.250","0.00%"
"16/11/2018","4.250","4.250","4.250","4.250","0.24%"
"15/11/2018","4.240","4.240","4.240","4.240","0.00%"
"14/11/2018","4.240","4.240","4.240","4.240","0.00%"
"13/11/2018","4.240","4.330","4.330","4.240","0.00%"
"12/11/2018","4.240","4.240","4.240","4.240","-0.24%"
"09/11/2018","4.250","4.250","4.250","4.250","-1.85%"
"08/11/2018","4.330","4.270","4.330","4.270","2.12%"
"07/11/2018","4.240","4.240","4.240","4.240","-0.70%"
"06/11/2018","4.270","4.270","4.270","4.270","0.47%"
"05/11/2018","4.250","4.340","4.340","4.250","-0.70%"
"31/10/2018","4.280","4.280","4.280","4.280","0.23%"
"30/10/2018","4.270","4.270","4.270","4.270","-0.70%"
"29/10/2018","4.300","4.300","4.300","4.300","0.00%"
"26/10/2018","4.300","4.340","4.340","4.300","0.00%"
"25/10/2018","4.300","4.300","4.300","4.300","0.94%"
"24/10/2018","4.260","4.260","4.260","4.260","1.19%"
"23/10/2018","4.210","4.270","4.270","4.210","-1.64%"
"22/10/2018","4.280","4.270","4.280","4.270","1.42%"
"19/10/2018","4.220","4.270","4.270","4.220","-0.24%"
"18/10/2018","4.230","4.230","4.230","4.230","-0.24%"
"17/10/2018","4.240","4.240","4.240","4.240","0.24%"
"16/10/2018","4.230","4.240","4.240","4.230","-1.63%"
"12/10/2018","4.300","4.300","4.300","4.300","1.18%"
"11/10/2018","4.250","4.240","4.250","4.240","1.19%"
"10/10/2018","4.200","4.200","4.240","4.200","0.96%"
"09/10/2018","4.160","4.190","4.200","4.160","-0.95%"
"08/10/2018","4.200","4.200","4.200","4.200","1.20%"
"05/10/2018","4.150","4.150","4.150","4.150","-1.66%"
"04/10/2018","4.220","4.220","4.220","4.220","0.48%"
"03/10/2018","4.200","4.200","4.200","4.200","1.20%"
"02/10/2018","4.150","4.150","4.150","4.150","1.22%"
"01/10/2018","4.100","4.180","4.180","4.100","-2.15%"
"28/09/2018","4.190","4.190","4.190","4.190","0.00%"
"27/09/2018","4.190","4.190","4.190","4.190","1.21%"
"26/09/2018","4.140","4.180","4.180","4.140","0.24%"
"25/09/2018","4.130","4.170","4.170","4.130","0.49%"
"24/09/2018","4.110","4.120","4.120","4.110","0.49%"
"21/09/2018","4.090","4.120","4.120","4.090","-1.45%"
"20/09/2018","4.150","4.130","4.150","4.130","0.24%"
"14/09/2018","4.140","4.140","4.140","4.140","0.73%"
"13/09/2018","4.110","4.110","4.110","4.110","0.49%"
"12/09/2018","4.090","4.130","4.130","4.090","-0.24%"
"11/09/2018","4.100","4.100","4.100","4.100","0.24%"
"10/09/2018","4.090","4.100","4.100","4.090","-0.24%"
"07/09/2018","4.100","4.100","4.100","4.100","0.99%"
"06/09/2018","4.060","4.060","4.060","4.060","0.25%"
"05/09/2018","4.050","4.050","4.050","4.050","0.50%"
"04/09/2018","4.030","4.030","4.030","4.030","0.75%"
"03/09/2018","4.000","4.060","4.060","4.000","-0.50%"
"31/08/2018","4.020","4.060","4.060","4.020","-0.25%"
"30/08/2018","4.030","4.030","4.030","4.030","-0.49%"
"29/08/2018","4.050","4.090","4.090","4.050","1.50%"
"28/08/2018","3.990","3.990","3.990","3.990","0.25%"
"27/08/2018","3.980","4.040","4.040","3.980","-0.50%"
"24/08/2018","4.000","4.040","4.040","4.000","0.25%"
"23/08/2018","3.990","4.030","4.030","3.990","-0.50%"
"22/08/2018","4.010","4.010","4.010","4.010","0.75%"
"21/08/2018","3.980","3.980","3.980","3.980","-0.50%"
"20/08/2018","4.000","4.130","4.130","4.000","-0.50%"
"17/08/2018","4.020","4.020","4.020","4.020","-0.25%"
"16/08/2018","4.030","4.130","4.130","4.030","-0.25%"
"14/08/2018","4.040","4.040","4.040","4.040","-0.25%"
"13/08/2018","4.050","4.130","4.130","4.050","-0.49%"
"10/08/2018","4.070","4.070","4.070","4.070","-0.97%"
"09/08/2018","4.110","4.130","4.130","4.110","-0.48%"
"08/08/2018","4.130","4.160","4.160","4.130","0.24%"
"07/08/2018","4.120","4.120","4.120","4.120","-0.24%"
"06/08/2018","4.130","4.130","4.130","4.130","0.49%"
"03/08/2018","4.110","4.110","4.110","4.110","-0.72%"
"02/08/2018","4.140","4.140","4.140","4.140","0.00%"
"01/08/2018","4.140","4.140","4.140","4.140","0.24%"
"31/07/2018","4.130","4.130","4.130","4.130","0.24%"
"30/07/2018","4.120","4.120","4.120","4.120","-0.24%"
"27/07/2018","4.130","4.130","4.130","4.130","0.00%"
"26/07/2018","4.130","4.130","4.130","4.130","0.00%"
"25/07/2018","4.130","4.130","4.130","4.130","0.49%"
"24/07/2018","4.110","4.110","4.110","4.110","0.00%"
"23/07/2018","4.110","4.110","4.110","4.110","0.24%"
"20/07/2018","4.100","4.100","4.100","4.100","0.00%"
"19/07/2018","4.100","4.100","4.100","4.100","0.00%"
"18/07/2018","4.100","4.100","4.100","4.100","0.00%"
"17/07/2018","4.100","4.100","4.100","4.100","0.00%"
"13/07/2018","4.100","4.100","4.100","4.100","-0.49%"
"12/07/2018","4.120","4.120","4.120","4.120","0.24%"
"11/07/2018","4.110","4.110","4.110","4.110","-0.24%"
"10/07/2018","4.120","4.120","4.120","4.120","0.49%"
"09/07/2018","4.100","4.100","4.100","4.100","0.74%"
"06/07/2018","4.070","4.070","4.070","4.070","-0.73%"
"05/07/2018","4.100","4.100","4.100","4.100","-0.24%"
"03/07/2018","4.110","4.110","4.110","4.110","-0.72%"
"29/06/2018","4.140","4.140","4.140","4.140","0.73%"
"28/06/2018","4.110","4.110","4.110","4.110","0.74%"
"27/06/2018","4.080","4.080","4.080","4.080","0.00%"
"26/06/2018","4.080","4.080","4.080","4.080","-0.97%"
"25/06/2018","4.120","4.120","4.120","4.120","0.49%"
"22/06/2018","4.100","4.100","4.100","4.100","0.49%"
"21/06/2018","4.080","4.080","4.080","4.080","-1.45%"
"20/06/2018","4.140","4.140","4.140","4.140","0.73%"
"19/06/2018","4.110","4.110","4.110","4.110","-0.24%"
"18/06/2018","4.120","4.120","4.120","4.120","0.49%"
"15/06/2018","4.100","4.100","4.100","4.100","0.49%"
"14/06/2018","4.080","4.080","4.080","4.080","-0.73%"
"13/06/2018","4.110","4.110","4.110","4.110","0.74%"
"12/06/2018","4.080","4.080","4.080","4.080","1.75%"
"11/06/2018","4.010","4.010","4.010","4.010","0.00%"
"08/06/2018","4.010","4.010","4.010","4.010","-0.25%"
"07/06/2018","4.020","4.020","4.020","4.020","-1.47%"
"06/06/2018","4.080","4.080","4.080","4.080","1.24%"
"05/06/2018","4.030","4.030","4.030","4.030","-1.95%"
"04/06/2018","4.110","4.110","4.110","4.110","0.74%"
"01/06/2018","4.080","4.080","4.080","4.080","0.49%"
"31/05/2018","4.060","4.060","4.060","4.060","1.50%"
"30/05/2018","4.000","4.000","4.000","4.000","-0.99%"
"28/05/2018","4.040","4.040","4.040","4.040","0.00%"
"25/05/2018","4.040","4.040","4.040","4.040","-0.49%"
"24/05/2018","4.060","4.060","4.060","4.060","0.00%"
"23/05/2018","4.060","4.060","4.060","4.060","-0.49%"
"22/05/2018","4.080","4.080","4.080","4.080","-0.49%"
"20/05/2018","4.100","4.100","4.100","4.100","0.00%"
"19/05/2018","4.100","4.100","4.100","4.100","0.00%"
"18/05/2018","4.100","4.100","4.100","4.100","0.74%"
"17/05/2018","4.070","4.060","4.070","4.060","0.25%"
"16/05/2018","4.060","4.060","4.060","4.060","1.00%"
"15/05/2018","4.020","4.020","4.020","4.020","0.50%"
"14/05/2018","4.000","4.000","4.000","4.000","1.27%"
"12/05/2018","3.950","3.950","3.950","3.950","0.00%"
"11/05/2018","3.950","3.950","3.950","3.950","0.25%"
"10/05/2018","3.940","3.940","3.940","3.940","-0.25%"
"09/05/2018","3.950","3.950","3.950","3.950","0.77%"
"08/05/2018","3.920","3.920","3.920","3.920","-0.76%"
"07/05/2018","3.950","3.950","3.950","3.950","1.80%"
"05/05/2018","3.880","3.880","3.880","3.880","0.00%"
"04/05/2018","3.880","3.880","3.880","3.880","-1.77%"
"03/05/2018","3.950","3.950","3.950","3.950","-0.25%"
"02/05/2018","3.960","3.960","3.960","3.960","1.80%"
"01/05/2018","3.890","3.890","3.890","3.890","0.00%"
"30/04/2018","3.890","3.890","3.890","3.890","-1.77%"
"28/04/2018","3.960","3.960","3.960","3.960","0.00%"
"27/04/2018","3.960","3.960","3.960","3.960","1.28%"
"26/04/2018","3.910","3.910","3.910","3.910","-0.26%"
"25/04/2018","3.920","3.920","3.920","3.920","1.29%"
"24/04/2018","3.870","3.870","3.870","3.870","0.52%"
"23/04/2018","3.850","3.850","3.850","3.850","0.00%"
"21/04/2018","3.850","3.850","3.850","3.850","0.00%"
"20/04/2018","3.850","3.850","3.850","3.850","0.26%"
"19/04/2018","3.840","3.840","3.840","3.840","0.26%"
"18/04/2018","3.830","3.830","3.830","3.830","0.00%"
"17/04/2018","3.830","3.830","3.830","3.830","-0.26%"
"16/04/2018","3.840","3.840","3.840","3.840","-0.52%"
"14/04/2018","3.860","3.860","3.860","3.860","0.00%"
"13/04/2018","3.860","3.860","3.860","3.860","-0.52%"
"12/04/2018","3.880","3.880","3.880","3.880","0.26%"
"11/04/2018","3.870","3.870","3.870","3.870","-0.51%"
"10/04/2018","3.890","3.890","3.890","3.890","-0.26%"
"09/04/2018","3.900","3.900","3.900","3.900","0.00%"
"07/04/2018","3.900","3.900","3.900","3.900","0.00%"
"06/04/2018","3.900","3.900","3.900","3.900","-0.51%"
"05/04/2018","3.920","3.920","3.920","3.920","-0.51%"
"04/04/2018","3.940","3.940","3.940","3.940","-0.76%"
"03/04/2018","3.970","3.970","3.970","3.970","1.02%"
"02/04/2018","3.930","3.930","3.930","3.930","-0.51%"
"29/03/2018","3.950","3.950","3.950","3.950","0.00%"
"28/03/2018","3.950","3.950","3.950","3.950","0.25%"
"27/03/2018","3.940","3.940","3.940","3.940","-0.76%"
"26/03/2018","3.970","3.970","3.970","3.970","-0.25%"
"24/03/2018","3.980","3.980","3.980","3.980","0.00%"
"23/03/2018","3.980","3.980","3.980","3.980","0.00%"
"22/03/2018","3.980","3.980","3.980","3.980","-0.50%"
"21/03/2018","4.000","4.000","4.000","4.000","-0.25%"
"20/03/2018","4.010","4.010","4.010","4.010","0.00%"
"19/03/2018","4.010","4.010","4.010","4.010","-0.25%"
"17/03/2018","4.020","4.020","4.020","4.020","0.00%"
"16/03/2018","4.020","4.020","4.020","4.020","-0.25%"
"15/03/2018","4.030","4.030","4.030","4.030","-0.49%"
"14/03/2018","4.050","4.050","4.050","4.050","2.79%"
"12/03/2018","3.940","3.940","3.940","3.940","0.00%"
"06/03/2018","3.940","3.940","3.940","3.940","0.00%"
"05/03/2018","3.940","3.940","3.940","3.940","-0.51%"
"03/03/2018","3.960","3.960","3.960","3.960","0.00%"
"02/03/2018","3.960","3.960","3.960","3.960","0.25%"
"01/03/2018","3.950","3.950","3.950","3.950","-0.50%"
"28/02/2018","3.970","3.970","3.970","3.970","-0.25%"
"27/02/2018","3.980","3.980","3.980","3.980","0.76%"
"26/02/2018","3.950","3.950","3.950","3.950","0.00%"
"24/02/2018","3.950","3.950","3.950","3.950","0.00%"
"23/02/2018","3.950","4.020","4.020","3.950","-1.00%"
"22/02/2018","3.990","4.020","4.020","3.990","-0.75%"
"21/02/2018","4.020","4.020","4.020","4.020","0.00%"
"20/02/2018","4.020","4.020","4.020","4.020","0.50%"
"19/02/2018","4.000","4.010","4.020","4.000","-0.25%"
"18/02/2018","4.010","4.010","4.010","4.010","0.00%"
"17/02/2018","4.010","4.020","4.020","4.010","-0.25%"
"16/02/2018","4.020","4.010","4.020","4.010","0.25%"
"15/02/2018","4.010","4.010","4.010","4.010","1.26%"
"14/02/2018","3.960","3.960","3.960","3.960","1.02%"
"13/02/2018","3.920","3.920","3.920","3.920","-1.51%"
"12/02/2018","3.980","3.980","3.980","3.980","-0.50%"
"10/02/2018","4.000","4.000","4.000","4.000","0.00%"
"09/02/2018","4.000","4.000","4.000","4.000","0.25%"
"08/02/2018","3.990","3.990","3.990","3.990","0.50%"
"07/02/2018","3.970","3.970","3.970","3.970","0.25%"
"06/02/2018","3.960","3.960","3.960","3.960","0.51%"
"05/02/2018","3.940","3.940","3.940","3.940","-0.51%"
"03/02/2018","3.960","3.960","3.960","3.960","0.00%"
"02/02/2018","3.960","3.960","3.960","3.960","1.80%"
"01/02/2018","3.890","3.890","3.890","3.890","0.26%"
"31/01/2018","3.880","3.880","3.880","3.880","0.52%"
"30/01/2018","3.860","3.860","3.860","3.860","-0.26%"
"29/01/2018","3.870","3.870","3.870","3.870","0.52%"
"27/01/2018","3.850","3.850","3.850","3.850","0.00%"
"26/01/2018","3.850","3.850","3.850","3.850","-0.77%"
"25/01/2018","3.880","3.920","3.920","3.880","-1.02%"
"24/01/2018","3.920","3.920","3.920","3.920","-1.01%"
"23/01/2018","3.960","3.960","3.960","3.960","-0.50%"
"22/01/2018","3.980","3.980","3.980","3.980","0.00%"
"20/01/2018","3.980","3.980","3.980","3.980","0.00%"
"19/01/2018","3.980","3.980","3.980","3.980","0.25%"
"18/01/2018","3.970","3.970","3.970","3.970","0.25%"
"17/01/2018","3.960","3.960","3.960","3.960","-2.22%"
"16/01/2018","4.050","4.070","4.070","4.050","-0.49%"
"15/01/2018","4.070","4.020","4.070","4.020","1.24%"
"13/01/2018","4.020","4.050","4.050","4.020","-0.74%"
"12/01/2018","4.050","4.020","4.050","4.020","0.75%"
"11/01/2018","4.020","4.020","4.020","4.020","0.00%"
"10/01/2018","4.020","4.020","4.020","4.020","2.29%"
"09/01/2018","3.930","3.930","3.930","3.930","0.26%"
"08/01/2018","3.920","3.920","3.920","3.920","-0.25%"
"06/01/2018","3.930","3.930","3.930","3.930","0.00%"
