"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"IEXE0102","USD_CLOSE","U.S. dollar (close)"

"OBSERVATIONS"
"date","IEXE0102"
"2016-05-17","1.2903"
"2016-05-18","1.3023"
"2016-05-19","1.3105"
"2016-05-20","1.3124"
"2016-05-24","1.3146"
"2016-05-25","1.3022"
"2016-05-26","1.2970"
"2016-05-27","1.3038"
"2016-05-30","1.3051"
"2016-05-31","1.3110"
"2016-06-01","1.3067"
"2016-06-02","1.3105"
"2016-06-03","1.2943"
"2016-06-06","1.2807"
"2016-06-07","1.2771"
"2016-06-08","1.2696"
"2016-06-09","1.2713"
"2016-06-10","1.2757"
"2016-06-13","1.2807"
"2016-06-14","1.2853"
"2016-06-15","1.2926"
"2016-06-16","1.2961"
"2016-06-17","1.2878"
"2016-06-20","1.2809"
"2016-06-21","1.2811"
"2016-06-22","1.2839"
"2016-06-23","1.2772"
"2016-06-24","1.2999"
"2016-06-27","1.3073"
"2016-06-28","1.3035"
"2016-06-29","1.2975"
"2016-06-30","1.2917"
"2016-07-04","1.2856"
"2016-07-05","1.3016"
"2016-07-06","1.2959"
"2016-07-07","1.3003"
"2016-07-08","1.3040"
"2016-07-11","1.3121"
"2016-07-12","1.3030"
"2016-07-13","1.2986"
"2016-07-14","1.2898"
"2016-07-15","1.2937"
"2016-07-18","1.2937"
"2016-07-19","1.3028"
"2016-07-20","1.3055"
"2016-07-21","1.3086"
"2016-07-22","1.3146"
"2016-07-25","1.3220"
"2016-07-26","1.3189"
"2016-07-27","1.3191"
"2016-07-28","1.3161"
"2016-07-29","1.3056"
"2016-08-02","1.3102"
"2016-08-03","1.3071"
"2016-08-04","1.3022"
"2016-08-05","1.3164"
"2016-08-08","1.3163"
"2016-08-09","1.3123"
"2016-08-10","1.3064"
"2016-08-11","1.2980"
"2016-08-12","1.2962"
"2016-08-15","1.2917"
"2016-08-16","1.2853"
"2016-08-17","1.2856"
"2016-08-18","1.2767"
"2016-08-19","1.2857"
"2016-08-22","1.2950"
"2016-08-23","1.2910"
"2016-08-24","1.2930"
"2016-08-25","1.2926"
"2016-08-26","1.3000"
"2016-08-29","1.3022"
"2016-08-30","1.3096"
"2016-08-31","1.3116"
"2016-09-01","1.3086"
"2016-09-02","1.2990"
"2016-09-06","1.2847"
"2016-09-07","1.2900"
"2016-09-08","1.2928"
"2016-09-09","1.3037"
"2016-09-12","1.3049"
"2016-09-13","1.3170"
"2016-09-14","1.3197"
"2016-09-15","1.3160"
"2016-09-16","1.3214"
"2016-09-19","1.3207"
"2016-09-20","1.3209"
"2016-09-21","1.3107"
"2016-09-22","1.3062"
"2016-09-23","1.3171"
"2016-09-26","1.3237"
"2016-09-27","1.3203"
"2016-09-28","1.3109"
"2016-09-29","1.3149"
"2016-09-30","1.3117"
"2016-10-03","1.3110"
"2016-10-04","1.3194"
"2016-10-05","1.3182"
"2016-10-06","1.3213"
"2016-10-07","1.3285"
"2016-10-11","1.3241"
"2016-10-12","1.3259"
"2016-10-13","1.3205"
"2016-10-14","1.3145"
"2016-10-17","1.3130"
"2016-10-18","1.3119"
"2016-10-19","1.3127"
"2016-10-20","1.3222"
"2016-10-21","1.3327"
"2016-10-24","1.3386"
"2016-10-25","1.3352"
"2016-10-26","1.3382"
"2016-10-27","1.3387"
"2016-10-28","1.3384"
"2016-10-31","1.3411"
"2016-11-01","1.3393"
"2016-11-02","1.3395"
"2016-11-03","1.3383"
"2016-11-04","1.3403"
"2016-11-07","1.3372"
"2016-11-08","1.3305"
"2016-11-09","1.3378"
"2016-11-10","1.3483"
"2016-11-14","1.3551"
"2016-11-15","1.3447"
"2016-11-16","1.3441"
"2016-11-17","1.3507"
"2016-11-18","1.3513"
"2016-11-21","1.3413"
"2016-11-22","1.3453"
"2016-11-23","1.3496"
"2016-11-24","1.3491"
"2016-11-25","1.3527"
"2016-11-28","1.3421"
"2016-11-29","1.3437"
"2016-11-30","1.3429"
"2016-12-01","1.3317"
"2016-12-02","1.3283"
"2016-12-05","1.3276"
"2016-12-06","1.3284"
"2016-12-07","1.3237"
"2016-12-08","1.3191"
"2016-12-09","1.3180"
"2016-12-12","1.3134"
"2016-12-13","1.3133"
"2016-12-14","1.3274"
"2016-12-15","1.3347"
"2016-12-16","1.3344"
"2016-12-19","1.3417"
"2016-12-20","1.3367"
"2016-12-21","1.3407"
"2016-12-22","1.3497"
"2016-12-23","1.3535"
"2016-12-28","1.3555"
"2016-12-29","1.3508"
"2016-12-30","1.3427"
