"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"IEXE0102","USD_CLOSE","U.S. dollar (close)"

"OBSERVATIONS"
"date","IEXE0102"
"2011-01-04","0.9985"
"2011-01-05","0.9964"
"2011-01-06","0.9969"
"2011-01-07","0.9918"
"2011-01-10","0.9932"
"2011-01-11","0.9897"
"2011-01-12","0.9869"
"2011-01-13","0.9892"
"2011-01-14","0.9894"
"2011-01-17","0.9872"
"2011-01-18","0.9929"
"2011-01-19","0.9955"
"2011-01-20","0.9971"
"2011-01-21","0.9954"
"2011-01-24","0.9946"
"2011-01-25","0.9976"
"2011-01-26","0.9953"
"2011-01-27","0.9932"
"2011-01-28","1.0011"
"2011-01-31","1.0015"
"2011-02-01","0.9909"
"2011-02-02","0.9882"
"2011-02-03","0.9910"
"2011-02-04","0.9884"
"2011-02-07","0.9902"
"2011-02-08","0.9946"
"2011-02-09","0.9939"
"2011-02-10","0.9958"
"2011-02-11","0.9868"
"2011-02-14","0.9885"
"2011-02-15","0.9897"
"2011-02-16","0.9849"
"2011-02-17","0.9849"
"2011-02-18","0.9860"
"2011-02-21","0.9838"
"2011-02-22","0.9909"
"2011-02-23","0.9886"
"2011-02-24","0.9832"
"2011-02-25","0.9787"
"2011-02-28","0.9714"
"2011-03-01","0.9749"
"2011-03-02","0.9724"
"2011-03-03","0.9722"
"2011-03-04","0.9717"
"2011-03-07","0.9729"
"2011-03-08","0.9714"
"2011-03-09","0.9687"
"2011-03-10","0.9756"
"2011-03-11","0.9711"
"2011-03-14","0.9726"
"2011-03-15","0.9840"
"2011-03-16","0.9918"
"2011-03-17","0.9863"
"2011-03-18","0.9861"
"2011-03-21","0.9797"
"2011-03-22","0.9799"
"2011-03-23","0.9807"
"2011-03-24","0.9762"
"2011-03-25","0.9817"
"2011-03-28","0.9766"
"2011-03-29","0.9747"
"2011-03-30","0.9713"
"2011-03-31","0.9696"
"2011-04-01","0.9644"
"2011-04-04","0.9675"
"2011-04-05","0.9639"
"2011-04-06","0.9604"
"2011-04-07","0.9585"
"2011-04-08","0.9574"
"2011-04-11","0.9565"
"2011-04-12","0.9631"
"2011-04-13","0.9624"
"2011-04-14","0.9598"
"2011-04-15","0.9601"
"2011-04-18","0.9642"
"2011-04-19","0.9565"
"2011-04-20","0.9533"
"2011-04-21","0.9537"
"2011-04-25","0.9546"
"2011-04-26","0.9518"
"2011-04-27","0.9504"
"2011-04-28","0.9510"
"2011-04-29","0.9464"
"2011-05-02","0.9508"
"2011-05-03","0.9526"
"2011-05-04","0.9585"
"2011-05-05","0.9682"
"2011-05-06","0.9670"
"2011-05-09","0.9636"
"2011-05-10","0.9577"
"2011-05-11","0.9611"
"2011-05-12","0.9623"
"2011-05-13","0.9687"
"2011-05-16","0.9742"
"2011-05-17","0.9726"
"2011-05-18","0.9706"
"2011-05-19","0.9682"
"2011-05-20","0.9730"
"2011-05-24","0.9761"
"2011-05-25","0.9779"
"2011-05-26","0.9787"
"2011-05-27","0.9773"
"2011-05-30","0.9771"
"2011-05-31","0.9686"
"2011-06-01","0.9757"
"2011-06-02","0.9756"
"2011-06-03","0.9783"
"2011-06-06","0.9808"
"2011-06-07","0.9755"
"2011-06-08","0.9797"
"2011-06-09","0.9731"
"2011-06-10","0.9783"
"2011-06-13","0.9768"
"2011-06-14","0.9689"
"2011-06-15","0.9790"
"2011-06-16","0.9832"
"2011-06-17","0.9802"
"2011-06-20","0.9802"
"2011-06-21","0.9724"
"2011-06-22","0.9731"
"2011-06-23","0.9780"
"2011-06-24","0.9870"
"2011-06-27","0.9867"
"2011-06-28","0.9827"
"2011-06-29","0.9706"
"2011-06-30","0.9645"
"2011-07-04","0.9608"
"2011-07-05","0.9632"
"2011-07-06","0.9656"
"2011-07-07","0.9587"
"2011-07-08","0.9607"
"2011-07-11","0.9690"
"2011-07-12","0.9662"
"2011-07-13","0.9597"
"2011-07-14","0.9610"
"2011-07-15","0.9543"
"2011-07-18","0.9589"
"2011-07-19","0.9508"
"2011-07-20","0.9474"
"2011-07-21","0.9454"
"2011-07-22","0.9491"
"2011-07-25","0.9458"
"2011-07-26","0.9428"
"2011-07-27","0.9489"
"2011-07-28","0.9516"
"2011-07-29","0.9555"
"2011-08-02","0.9602"
"2011-08-03","0.9626"
"2011-08-04","0.9795"
"2011-08-05","0.9781"
"2011-08-08","0.9909"
"2011-08-09","0.9789"
"2011-08-10","0.9948"
"2011-08-11","0.9883"
"2011-08-12","0.9907"
"2011-08-15","0.9799"
"2011-08-16","0.9821"
"2011-08-17","0.9797"
"2011-08-18","0.9884"
"2011-08-19","0.9886"
"2011-08-22","0.9901"
"2011-08-23","0.9880"
"2011-08-24","0.9866"
"2011-08-25","0.9868"
"2011-08-26","0.9830"
"2011-08-29","0.9771"
"2011-08-30","0.9782"
"2011-08-31","0.9794"
"2011-09-01","0.9755"
"2011-09-02","0.9842"
"2011-09-06","0.9898"
"2011-09-07","0.9855"
"2011-09-08","0.9880"
"2011-09-09","0.9960"
"2011-09-12","0.9921"
"2011-09-13","0.9854"
"2011-09-14","0.9908"
"2011-09-15","0.9840"
"2011-09-16","0.9790"
"2011-09-19","0.9897"
"2011-09-20","0.9936"
"2011-09-21","1.0059"
"2011-09-22","1.0274"
"2011-09-23","1.0294"
"2011-09-26","1.0283"
"2011-09-27","1.0204"
"2011-09-28","1.0326"
"2011-09-29","1.0366"
"2011-09-30","1.0482"
"2011-10-03","1.0511"
"2011-10-04","1.0549"
"2011-10-05","1.0402"
"2011-10-06","1.0378"
"2011-10-07","1.0383"
"2011-10-11","1.0279"
"2011-10-12","1.0173"
"2011-10-13","1.0197"
"2011-10-14","1.0105"
"2011-10-17","1.0221"
"2011-10-18","1.0144"
"2011-10-19","1.0202"
"2011-10-20","1.0150"
"2011-10-21","1.0087"
"2011-10-24","1.0031"
"2011-10-25","1.0163"
"2011-10-26","1.0048"
"2011-10-27","0.9913"
"2011-10-28","0.9919"
"2011-10-31","0.9967"
"2011-11-01","1.0188"
"2011-11-02","1.0136"
"2011-11-03","1.0081"
"2011-11-04","1.0167"
"2011-11-07","1.0127"
"2011-11-08","1.0082"
"2011-11-09","1.0217"
"2011-11-10","1.0177"
"2011-11-14","1.0169"
"2011-11-15","1.0208"
"2011-11-16","1.0229"
"2011-11-17","1.0283"
"2011-11-18","1.0272"
"2011-11-21","1.0378"
"2011-11-22","1.0378"
"2011-11-23","1.0485"
"2011-11-24","1.0469"
"2011-11-25","1.0494"
"2011-11-28","1.0354"
"2011-11-29","1.0303"
"2011-11-30","1.0203"
"2011-12-01","1.0143"
"2011-12-02","1.0183"
"2011-12-05","1.0168"
"2011-12-06","1.0096"
"2011-12-07","1.0103"
"2011-12-08","1.0226"
"2011-12-09","1.0184"
"2011-12-12","1.0258"
"2011-12-13","1.0342"
"2011-12-14","1.0396"
"2011-12-15","1.0357"
"2011-12-16","1.0370"
"2011-12-19","1.0387"
"2011-12-20","1.0303"
"2011-12-21","1.0259"
"2011-12-22","1.0211"
"2011-12-23","1.0208"
"2011-12-28","1.0242"
"2011-12-29","1.0208"
"2011-12-30","1.0170"
