"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"IEXE0102","USD_CLOSE","U.S. dollar (close)"

"OBSERVATIONS"
"date","IEXE0102"
"2010-01-04","1.0414"
"2010-01-05","1.0390"
"2010-01-06","1.0325"
"2010-01-07","1.0350"
"2010-01-08","1.0309"
"2010-01-11","1.0335"
"2010-01-12","1.0393"
"2010-01-13","1.0306"
"2010-01-14","1.0234"
"2010-01-15","1.0294"
"2010-01-18","1.0265"
"2010-01-19","1.0307"
"2010-01-20","1.0470"
"2010-01-21","1.0514"
"2010-01-22","1.0581"
"2010-01-25","1.0581"
"2010-01-26","1.0625"
"2010-01-27","1.0647"
"2010-01-28","1.0662"
"2010-01-29","1.0693"
"2010-02-01","1.0624"
"2010-02-02","1.0581"
"2010-02-03","1.0624"
"2010-02-04","1.0727"
"2010-02-05","1.0700"
"2010-02-08","1.0745"
"2010-02-09","1.0679"
"2010-02-10","1.0630"
"2010-02-11","1.0512"
"2010-02-12","1.0517"
"2010-02-15","1.0490"
"2010-02-16","1.0435"
"2010-02-17","1.0452"
"2010-02-18","1.0414"
"2010-02-19","1.0405"
"2010-02-22","1.0426"
"2010-02-23","1.0566"
"2010-02-24","1.0540"
"2010-02-25","1.0593"
"2010-02-26","1.0525"
"2010-03-01","1.0416"
"2010-03-02","1.0365"
"2010-03-03","1.0320"
"2010-03-04","1.0306"
"2010-03-05","1.0305"
"2010-03-08","1.0276"
"2010-03-09","1.0264"
"2010-03-10","1.0259"
"2010-03-11","1.0243"
"2010-03-12","1.0183"
"2010-03-15","1.0197"
"2010-03-16","1.0140"
"2010-03-17","1.0103"
"2010-03-18","1.0137"
"2010-03-19","1.0164"
"2010-03-22","1.0188"
"2010-03-23","1.0161"
"2010-03-24","1.0253"
"2010-03-25","1.0248"
"2010-03-26","1.0267"
"2010-03-29","1.0207"
"2010-03-30","1.0195"
"2010-03-31","1.0158"
"2010-04-01","1.0084"
"2010-04-05","1.0028"
"2010-04-06","1.0012"
"2010-04-07","1.0051"
"2010-04-08","1.0028"
"2010-04-09","1.0040"
"2010-04-12","1.0033"
"2010-04-13","1.0019"
"2010-04-14","0.9992"
"2010-04-15","1.0033"
"2010-04-16","1.0132"
"2010-04-19","1.0148"
"2010-04-20","0.9988"
"2010-04-21","0.9992"
"2010-04-22","1.0000"
"2010-04-23","0.9991"
"2010-04-26","1.0014"
"2010-04-27","1.0176"
"2010-04-28","1.0088"
"2010-04-29","1.0054"
"2010-04-30","1.0158"
"2010-05-03","1.0106"
"2010-05-04","1.0250"
"2010-05-05","1.0297"
"2010-05-06","1.0523"
"2010-05-07","1.0438"
"2010-05-10","1.0243"
"2010-05-11","1.0218"
"2010-05-12","1.0198"
"2010-05-13","1.0205"
"2010-05-14","1.0317"
"2010-05-17","1.0337"
"2010-05-18","1.0370"
"2010-05-19","1.0442"
"2010-05-20","1.0678"
"2010-05-21","1.0593"
"2010-05-25","1.0700"
"2010-05-26","1.0686"
"2010-05-27","1.0500"
"2010-05-28","1.0520"
"2010-05-31","1.0435"
"2010-06-01","1.0540"
"2010-06-02","1.0384"
"2010-06-03","1.0412"
"2010-06-04","1.0607"
"2010-06-07","1.0602"
"2010-06-08","1.0485"
"2010-06-09","1.0443"
"2010-06-10","1.0312"
"2010-06-11","1.0338"
"2010-06-14","1.0325"
"2010-06-15","1.0251"
"2010-06-16","1.0254"
"2010-06-17","1.0270"
"2010-06-18","1.0212"
"2010-06-21","1.0244"
"2010-06-22","1.0291"
"2010-06-23","1.0384"
"2010-06-24","1.0437"
"2010-06-25","1.0359"
"2010-06-28","1.0358"
"2010-06-29","1.0553"
"2010-06-30","1.0646"
"2010-07-02","1.0624"
"2010-07-05","1.0650"
"2010-07-06","1.0557"
"2010-07-07","1.0478"
"2010-07-08","1.0440"
"2010-07-09","1.0337"
"2010-07-12","1.0375"
"2010-07-13","1.0337"
"2010-07-14","1.0341"
"2010-07-15","1.0388"
"2010-07-16","1.0546"
"2010-07-19","1.0549"
"2010-07-20","1.0448"
"2010-07-21","1.0477"
"2010-07-22","1.0393"
"2010-07-23","1.0361"
"2010-07-26","1.0324"
"2010-07-27","1.0362"
"2010-07-28","1.0385"
"2010-07-29","1.0362"
"2010-07-30","1.0283"
"2010-08-03","1.0239"
"2010-08-04","1.0176"
"2010-08-05","1.0166"
"2010-08-06","1.0279"
"2010-08-09","1.0267"
"2010-08-10","1.0323"
"2010-08-11","1.0453"
"2010-08-12","1.0428"
"2010-08-13","1.0415"
"2010-08-16","1.0446"
"2010-08-17","1.0329"
"2010-08-18","1.0287"
"2010-08-19","1.0392"
"2010-08-20","1.0488"
"2010-08-23","1.0523"
"2010-08-24","1.0603"
"2010-08-25","1.0608"
"2010-08-26","1.0567"
"2010-08-27","1.0524"
"2010-08-30","1.0605"
"2010-08-31","1.0665"
"2010-09-01","1.0520"
"2010-09-02","1.0535"
"2010-09-03","1.0393"
"2010-09-07","1.0480"
"2010-09-08","1.0374"
"2010-09-09","1.0337"
"2010-09-10","1.0351"
"2010-09-13","1.0273"
"2010-09-14","1.0277"
"2010-09-15","1.0264"
"2010-09-16","1.0266"
"2010-09-17","1.0314"
"2010-09-20","1.0293"
"2010-09-21","1.0268"
"2010-09-22","1.0298"
"2010-09-23","1.0340"
"2010-09-24","1.0256"
"2010-09-27","1.0283"
"2010-09-28","1.0302"
"2010-09-29","1.0340"
"2010-09-30","1.0290"
"2010-10-01","1.0205"
"2010-10-04","1.0220"
"2010-10-05","1.0173"
"2010-10-06","1.0107"
"2010-10-07","1.0185"
"2010-10-08","1.0113"
"2010-10-12","1.0106"
"2010-10-13","1.0048"
"2010-10-14","1.0060"
"2010-10-15","1.0118"
"2010-10-18","1.0141"
"2010-10-19","1.0319"
"2010-10-20","1.0222"
"2010-10-21","1.0263"
"2010-10-22","1.0269"
"2010-10-25","1.0203"
"2010-10-26","1.0242"
"2010-10-27","1.0287"
"2010-10-28","1.0215"
"2010-10-29","1.0202"
"2010-11-01","1.0161"
"2010-11-02","1.0095"
"2010-11-03","1.0068"
"2010-11-04","1.0024"
"2010-11-05","1.0004"
"2010-11-08","1.0037"
"2010-11-09","1.0074"
"2010-11-10","1.0000"
"2010-11-12","1.0091"
"2010-11-15","1.0089"
"2010-11-16","1.0222"
"2010-11-17","1.0243"
"2010-11-18","1.0215"
"2010-11-19","1.0180"
"2010-11-22","1.0175"
"2010-11-23","1.0231"
"2010-11-24","1.0111"
"2010-11-25","1.0097"
"2010-11-26","1.0200"
"2010-11-29","1.0186"
"2010-11-30","1.0266"
"2010-12-01","1.0170"
"2010-12-02","1.0039"
"2010-12-03","1.0033"
"2010-12-06","1.0053"
"2010-12-07","1.0114"
"2010-12-08","1.0108"
"2010-12-09","1.0105"
"2010-12-10","1.0094"
"2010-12-13","1.0077"
"2010-12-14","1.0065"
"2010-12-15","1.0040"
"2010-12-16","1.0059"
"2010-12-17","1.0128"
"2010-12-20","1.0164"
"2010-12-21","1.0175"
"2010-12-22","1.0142"
"2010-12-23","1.0089"
"2010-12-24","1.0064"
"2010-12-29","1.0006"
"2010-12-30","1.0000"
"2010-12-31","0.9946"
