"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"IEXE0102","USD_CLOSE","U.S. dollar (close)"

"OBSERVATIONS"
"date","IEXE0102"
"2015-10-07","1.3065"
"2015-10-08","1.3017"
"2015-10-09","1.2937"
"2015-10-13","1.3019"
"2015-10-14","1.2922"
"2015-10-15","1.2847"
"2015-10-16","1.2911"
"2015-10-19","1.3019"
"2015-10-20","1.2982"
"2015-10-21","1.3137"
"2015-10-22","1.3107"
"2015-10-23","1.3175"
"2015-10-26","1.3163"
"2015-10-27","1.3266"
"2015-10-28","1.3192"
"2015-10-29","1.3167"
"2015-10-30","1.3075"
"2015-11-02","1.3099"
"2015-11-03","1.3052"
"2015-11-04","1.3157"
"2015-11-05","1.3168"
"2015-11-06","1.3296"
"2015-11-09","1.3275"
"2015-11-10","1.3265"
"2015-11-12","1.3282"
"2015-11-13","1.3318"
"2015-11-16","1.3325"
"2015-11-17","1.3308"
"2015-11-18","1.3318"
"2015-11-19","1.3297"
"2015-11-20","1.3345"
"2015-11-23","1.3373"
"2015-11-24","1.3309"
"2015-11-25","1.3296"
"2015-11-26","1.3294"
"2015-11-27","1.3372"
"2015-11-30","1.3353"
"2015-12-01","1.3364"
"2015-12-02","1.3349"
"2015-12-03","1.3338"
"2015-12-04","1.3377"
"2015-12-07","1.3513"
"2015-12-08","1.3587"
"2015-12-09","1.3564"
"2015-12-10","1.3632"
"2015-12-11","1.3742"
"2015-12-14","1.3738"
"2015-12-15","1.3738"
"2015-12-16","1.3785"
"2015-12-17","1.3950"
"2015-12-18","1.3945"
"2015-12-21","1.3965"
"2015-12-22","1.3937"
"2015-12-23","1.3857"
"2015-12-24","1.3845"
"2015-12-29","1.3823"
"2015-12-30","1.3885"
"2015-12-31","1.3840"
