,ifscode,country,ISO,period,year,month,ctr_nomxr,ctr_rexr,ctr_irr,ctr_stir,ctr_ltir,ctr_spi,FXI_spot_proxy_USD_m,FXI_deriv_proxy_USD_m,FXI_broad_proxy_USD_m,FXI_spot_proxy_GDP_m,FXI_deriv_proxy_GDP_m,FXI_broad_proxy_GDP_m,FXI_spot_pub_USD_m,FXI_deriv_pub_USD_m,FXI_broad_pub_USD_m,FXI_spot_pub_GDP_m,FXI_deriv_pub_GDP_m,FXI_broad_pub_GDP_m,Sterilization_dummy,De_facto_EXR_regime,De_jure_EXR_regime
261,112,United Kingdom,GBR,2010-06,2010,6,0.6777727,86.13686,0.487,0.72839,3.6007,77.93181,,,,,,,0.0,,,0.0,,,,0,0
262,112,United Kingdom,GBR,2010-07,2010,7,0.6542273,86.13939,0.49,0.73603,3.5087,78.21916,,,,,,,0.0,,,0.0,,,,0,0
263,112,United Kingdom,GBR,2010-08,2010,8,0.6398636,87.47912,0.491,0.73296,3.233,80.00254,,,,,,,0.0,,,0.0,,,,0,0
264,112,United Kingdom,GBR,2010-09,2010,9,0.6420454,85.79793,0.501,0.72859,3.1271,83.62054,,,,,,,0.0,,,0.0,,,,0,0
265,112,United Kingdom,GBR,2010-10,2010,10,0.6306667,83.6707,0.5083,0.7384,3.0685,86.2373,,,,,,,0.0,,,0.0,,,,0,0
266,112,United Kingdom,GBR,2010-11,2010,11,0.6270909,85.37041,0.5086,0.73901,3.311,86.95272,,,,,,,0.0,,,0.0,,,,0,0
267,112,United Kingdom,GBR,2010-12,2010,12,0.642,85.35883,0.5173,0.74962,3.6098,89.17023,,,,,,,0.0,,,0.0,,,,0,0
268,112,United Kingdom,GBR,2011-01,2011,1,0.6335714,85.44667,0.5059,0.76866,3.7273,90.49825,,,,,,,0.0,,,0.0,,,,0,0
269,112,United Kingdom,GBR,2011-02,2011,2,0.62005,86.04002,0.5084,0.79962,3.8799,91.29873,,,,,,,0.0,,,0.0,,,,0,0
270,112,United Kingdom,GBR,2011-03,2011,3,0.6191739,84.41399,0.5154,0.80913,3.7386,88.81116,,,,,,,-150.0,,,-0.005762699,,,,0,0
271,112,United Kingdom,GBR,2011-04,2011,4,0.6106667,83.84356,0.524,0.82096,3.7619,91.15983,,,,,,,0.0,,,0.0,,,,0,0
272,112,United Kingdom,GBR,2011-05,2011,5,0.6121818,84.11584,0.5217,0.82344,3.5053,90.13159,,,,,,,0.0,,,0.0,,,,0,0
273,112,United Kingdom,GBR,2011-06,2011,6,0.6167727,83.16614,0.5311,0.82512,3.4144,87.82962,,,,,,,0.0,,,0.0,,,,0,0
274,112,United Kingdom,GBR,2011-07,2011,7,0.6191905,83.00964,0.5228,0.8289,3.3137,89.6133,,,,,,,0.0,,,0.0,,,,0,0
275,112,United Kingdom,GBR,2011-08,2011,8,0.6114348,84.31278,0.538,0.85782,2.7833,79.83832,,,,,,,0.0,,,0.0,,,,0,0
276,112,United Kingdom,GBR,2011-09,2011,9,0.6337273,84.50142,0.5486,0.9181,2.504,79.28227,,,,,,,0.0,,,0.0,,,,0,0
277,112,United Kingdom,GBR,2011-10,2011,10,0.6347619,84.65664,0.5358,0.96991,2.529,82.01352,,,,,,,0.0,,,0.0,,,,0,0
278,112,United Kingdom,GBR,2011-11,2011,11,0.6325455,85.84383,0.5347,1.01182,2.2917,81.92102,,,,,,,0.0,,,0.0,,,,0,0
279,112,United Kingdom,GBR,2011-12,2011,12,0.6416364,86.62451,0.5201,1.06148,2.1828,83.14214,,,,,,,0.0,,,0.0,,,,0,0
280,112,United Kingdom,GBR,2012-01,2012,1,0.6446818,86.40464,0.5157,1.08709,2.1104,86.26339,,,,,,,0.0,,,0.0,,,,0,0
281,112,United Kingdom,GBR,2012-02,2012,2,0.6328095,86.01871,0.4993,1.07249,2.2191,89.36356,,,,,,,0.0,,,0.0,,,,0,0
282,112,United Kingdom,GBR,2012-03,2012,3,0.6320909,86.12901,0.49,1.03757,2.323,89.09153,,,,,,,0.0,,,0.0,,,,0,0
283,112,United Kingdom,GBR,2012-04,2012,4,0.6251429,87.64465,0.4861,1.01792,2.2117,86.81686,,,,,,,0.0,,,0.0,,,,0,0
284,112,United Kingdom,GBR,2012-05,2012,5,0.6286087,89.23637,0.4848,1.005,1.9416,82.94213,,,,,,,0.0,,,0.0,,,,0,0
285,112,United Kingdom,GBR,2012-06,2012,6,0.6431429,88.49127,0.4859,0.94978,1.7698,82.78458,,,,,,,0.0,,,0.0,,,,0,0
286,112,United Kingdom,GBR,2012-07,2012,7,0.6415455,89.56593,0.4646,0.81735,1.6523,85.46852,,,,,,,0.0,,,0.0,,,,0,0
287,112,United Kingdom,GBR,2012-08,2012,8,0.6361739,89.43211,0.45,0.70481,1.6735,87.88861,,,,,,,0.0,,,0.0,,,,0,0
288,112,United Kingdom,GBR,2012-09,2012,9,0.6207,89.47681,0.4271,0.64803,1.7222,88.03069,,,,,,,0.0,,,0.0,,,,0,0
289,112,United Kingdom,GBR,2012-10,2012,10,0.6219565,88.9638,0.4334,0.54397,1.7721,88.43055,,,,,,,0.0,,,0.0,,,,0,0
290,112,United Kingdom,GBR,2012-11,2012,11,0.6265454,89.27782,0.4256,0.52452,1.7741,87.75896,,,,,,,0.0,,,0.0,,,,0,0
291,112,United Kingdom,GBR,2012-12,2012,12,0.6195238,89.11051,0.4309,0.51848,1.8467,89.8544,,,,,,,0.0,,,0.0,,,,0,0
292,112,United Kingdom,GBR,2013-01,2013,1,0.6261739,87.28514,0.4097,0.51228,2.0795,93.26134,,,,,,,0.0,,,0.0,,,,0,0
293,112,United Kingdom,GBR,2013-02,2013,2,0.6465,84.51186,0.4261,0.50988,2.1781,95.77787,,,,,,,0.0,,,0.0,,,,0,0
294,112,United Kingdom,GBR,2013-03,2013,3,0.6631905,84.16137,0.4353,0.50688,1.9768,97.56867,,,,,,,0.0,,,0.0,,,,0,0
295,112,United Kingdom,GBR,2013-04,2013,4,0.653,85.36528,0.4396,0.50557,1.7824,96.48994,,,,,,,0.0,,,0.0,,,,0,0
296,112,United Kingdom,GBR,2013-05,2013,5,0.6545714,85.71691,0.4336,0.50563,1.9462,100.7186,,,,,,,0.0,,,0.0,,,,0,0
297,112,United Kingdom,GBR,2013-06,2013,6,0.6461495,86.21044,0.4252,0.50794,2.3063,95.5213,,,,,,,0.0,,,0.0,,,,0,0
298,112,United Kingdom,GBR,2013-07,2013,7,0.6591865,85.08414,0.4301,0.50944,2.471,98.83331,,,,,,,0.0,,,0.0,,,,0,0
299,112,United Kingdom,GBR,2013-08,2013,8,0.6447964,86.39487,0.427,0.51262,2.7088,98.86803,,,,,,,0.0,,,0.0,,,,0,0
300,112,United Kingdom,GBR,2013-09,2013,9,0.6304153,88.32045,0.4299,0.51688,2.8443,99.3566,,,,,,,0.0,,,0.0,,,,0,0
301,112,United Kingdom,GBR,2013-10,2013,10,0.6214021,88.26205,0.4313,0.51663,2.6784,99.6535,,,,,,,0.0,,,0.0,,,,0,0
302,112,United Kingdom,GBR,2013-11,2013,11,0.621029,89.33623,0.43,0.52344,2.7598,101.5092,,,,,,,0.0,,,0.0,,,,0,0
303,112,United Kingdom,GBR,2013-12,2013,12,0.6105332,90.55672,0.4215,0.52474,2.9458,99.83622,,,,,,,0.0,,,0.0,,,,0,0
304,112,United Kingdom,GBR,2014-01,2014,1,0.6070422,91.28423,0.4287,0.52093,2.91,101.8433,,,,,,,0.0,,,0.0,,,,0,0
305,112,United Kingdom,GBR,2014-02,2014,2,0.603666,91.77013,0.4197,0.52153,2.8147,101.4896,,,,,,,0.0,,,0.0,,,,0,0
306,112,United Kingdom,GBR,2014-03,2014,3,0.601629,91.31796,0.4159,0.52157,2.7837,100.5595,,,,,,,0.0,,,0.0,,,,0,0
307,112,United Kingdom,GBR,2014-04,2014,4,0.5970595,92.0242,0.422,0.52665,2.7417,100.83,,,,,,,0.0,,,0.0,,,,0,0
308,112,United Kingdom,GBR,2014-05,2014,5,0.593645,92.61654,0.4233,0.52744,2.6989,103.6177,,,,,,,0.0,,,0.0,,,,0,0
309,112,United Kingdom,GBR,2014-06,2014,6,0.5915428,93.72029,0.4251,0.54394,2.7842,103.177,,,,,,,0.0,,,0.0,,,,0,0
310,112,United Kingdom,GBR,2014-07,2014,7,0.5858917,94.65738,0.4283,0.55641,2.7343,102.6874,,,,,,,0.0,,,0.0,,,,0,0
311,112,United Kingdom,GBR,2014-08,2014,8,0.5987067,94.05155,0.4228,0.56119,2.5347,101.826,,,,,,,0.0,,,0.0,,,,0,0
312,112,United Kingdom,GBR,2014-09,2014,9,0.6133487,93.99603,0.4319,0.56291,2.4919,102.7743,,,,,,,0.0,,,0.0,,,,0,0
313,112,United Kingdom,GBR,2014-10,2014,10,0.6223617,94.26842,0.4308,0.55836,2.2469,97.177,,,,,,,0.0,,,0.0,,,,0,0
314,112,United Kingdom,GBR,2014-11,2014,11,0.633745,94.16673,0.4325,0.55628,2.1593,100.748,,,,,,,0.0,,,0.0,,,,0,0
315,112,United Kingdom,GBR,2014-12,2014,12,0.6397291,95.38982,0.428,0.55818,1.9287,99.29762,,,,,,,0.0,,,0.0,,,,0,0
316,112,United Kingdom,GBR,2015-01,2015,1,0.659525,95.99979,0.4355,0.5626,1.589,100.2738,,,,,,,0.0,,,0.0,,,,0,0
317,112,United Kingdom,GBR,2015-02,2015,2,0.652182,98.34568,0.4511,0.56363,1.7365,104.3025,,,,,,,0.0,,,0.0,,,,0,0
318,112,United Kingdom,GBR,2015-03,2015,3,0.6687014,98.77385,0.4568,0.56436,1.7941,104.3932,,,,,,,0.0,,,0.0,,,,0,0
319,112,United Kingdom,GBR,2015-04,2015,4,0.6685336,98.34064,0.4574,0.5695,1.755,106.0855,,,,,,,0.0,,,0.0,,,,0,0
320,112,United Kingdom,GBR,2015-05,2015,5,0.6471829,99.33365,0.462,0.56798,2.0243,105.9059,,,,,,,0.0,,,0.0,,,,0,0
321,112,United Kingdom,GBR,2015-06,2015,6,0.6424404,100.2914,0.4566,0.57188,2.1696,102.8565,,,,,,,0.0,,,0.0,,,,0,0
322,112,United Kingdom,GBR,2015-07,2015,7,0.6426787,101.7587,0.4549,0.58084,2.1353,100.7856,,,,,,,0.0,,,0.0,,,,0,0
323,112,United Kingdom,GBR,2015-08,2015,8,0.6421291,102.4441,0.459,0.5867,1.9799,97.74457,,,,,,,0.0,,,0.0,,,,0,0
324,112,United Kingdom,GBR,2015-09,2015,9,0.6524546,100.669,0.4544,0.58576,1.8814,92.30527,,,,,,,0.0,,,0.0,,,,0,0
325,112,United Kingdom,GBR,2015-10,2015,10,0.6519491,100.3127,0.4622,0.58006,1.846,96.14877,,,,,,,0.0,,,0.0,,,,0,0
326,112,United Kingdom,GBR,2015-11,2015,11,0.65834,102.7513,0.4636,0.57371,1.9779,95.63457,,,,,,,0.0,,,0.0,,,,0,0
327,112,United Kingdom,GBR,2015-12,2015,12,0.6678365,100.9792,0.4575,0.58277,1.9234,93.56385,,,,,,,0.0,,,0.0,,,,0,0
328,112,United Kingdom,GBR,2016-01,2016,1,0.694699,97.73174,0.4659,0.58976,1.7833,90.03909,,,,,,,0.0,,,0.0,,,,0,0
329,112,United Kingdom,GBR,2016-02,2016,2,0.699621,95.35192,0.4657,0.59073,1.5032,89.18767,,,,,,,0.0,,,0.0,,,,0,0
330,112,United Kingdom,GBR,2016-03,2016,3,0.7020652,94.07956,0.4646,0.58825,1.5434,93.30228,,,,,,,0.0,,,0.0,,,,0,0
331,112,United Kingdom,GBR,2016-04,2016,4,0.6987543,92.93825,0.4663,0.5889,1.5688,95.1037,,,,,,,0.0,,,0.0,,,,0,0
332,112,United Kingdom,GBR,2016-05,2016,5,0.6882673,94.83649,0.4633,0.58929,1.5366,93.60706,,,,,,,0.0,,,0.0,,,,0,0
333,112,United Kingdom,GBR,2016-06,2016,6,0.7047323,93.01566,0.4598,0.57468,1.3105,93.63906,,,,,,,0.0,,,0.0,,,,0,0
334,112,United Kingdom,GBR,2016-07,2016,7,0.7609786,86.86269,0.4577,0.5136,0.9569,100.9262,,,,,,,0.0,,,0.0,,,,0,0
335,112,United Kingdom,GBR,2016-08,2016,8,0.76343,85.87443,0.2478,0.40613,0.7421,103.4513,,,,,,,0.0,,,0.0,,,,0,0
336,112,United Kingdom,GBR,2016-09,2016,9,0.7609677,86.38288,0.213,0.37907,0.8243,103.3202,,,,,,,0.0,,,0.0,,,,0,0
337,112,United Kingdom,GBR,2016-10,2016,10,0.8113238,81.90941,0.212,0.3975,1.078,106.3142,,,,,,,0.0,,,0.0,,,,0,0
338,112,United Kingdom,GBR,2016-11,2016,11,0.8044527,84.56223,0.2108,0.39773,1.3818,103.1622,,,,,,,0.0,,,0.0,,,,0,0
339,112,United Kingdom,GBR,2016-12,2016,12,0.8021409,86.46148,0.2125,0.37226,1.4336,105.7012,,,,,,,0.0,,,0.0,,,,0,0
340,112,United Kingdom,GBR,2017-01,2017,1,0.80989,84.61205,0.2135,0.3621,1.4203,109.302,,,,,,,0.0,,,0.0,,,,0,0
341,112,United Kingdom,GBR,2017-02,2017,2,0.8006255,85.31615,0.2106,0.35674,1.3058,109.79,,,,,,,0.0,,,0.0,,,,0,0
342,112,United Kingdom,GBR,2017-03,2017,3,0.8099269,84.28462,0.2095,0.34567,1.194,111.5961,,,,,,,0.0,,,0.0,,,,0,0
343,112,United Kingdom,GBR,2017-04,2017,4,0.7912055,86.20065,0.2114,0.33513,1.0789,110.2385,,,,,,,0.0,,,0.0,,,,0,0
344,112,United Kingdom,GBR,2017-05,2017,5,0.7734913,86.80692,0.2126,0.31081,1.1175,112.4915,,,,,,,0.0,,,0.0,,,,0,0
345,112,United Kingdom,GBR,2017-06,2017,6,0.7805045,84.93446,0.2121,0.29442,1.0846,113.1798,,,,,,,0.0,,,0.0,,,,0,0
346,112,United Kingdom,GBR,2017-07,2017,7,0.7696291,84.63913,0.2124,0.2931,1.2713,112.1469,,,,,,,0.0,,,0.0,,,,0,0
347,112,United Kingdom,GBR,2017-08,2017,8,0.77206,83.14032,0.2132,0.28119,1.1241,112.3438,,,,,,,0.0,,,0.0,,,,0,0
348,112,United Kingdom,GBR,2017-09,2017,9,0.7507309,84.95579,0.2123,0.30911,1.2436,111.2187,,,,,,,0.0,,,0.0,,,,0,0
349,112,United Kingdom,GBR,2017-10,2017,10,0.7577791,85.22769,0.211,0.38187,1.3816,113.8502,,,,,,,0.0,,,0.0,,,,0,0
350,112,United Kingdom,GBR,2017-11,2017,11,0.7565368,85.89497,0.4493,0.51857,1.3299,112.835,,,,,,,0.0,,,0.0,,,,0,0
351,112,United Kingdom,GBR,2017-12,2017,12,0.7463928,86.66192,0.4619,0.51871,1.2781,113.6094,,,,,,,0.0,,,0.0,,,,0,0
352,112,United Kingdom,GBR,2018-01,2018,1,0.7239287,86.5901,0.4631,0.5225,1.3931,116.6877,,,,,,,0.0,,,0.0,,,,0,0
353,112,United Kingdom,GBR,2018-02,2018,2,0.716351,86.63547,0.4634,0.54683,1.6034,110.0247,,,,,,,0.0,,,0.0,,,,0,0
354,112,United Kingdom,GBR,2018-03,2018,3,0.7157695,86.91668,0.4637,0.62842,1.508,107.4874,,,,,,,0.0,,,0.0,,,,0,0
355,112,United Kingdom,GBR,2018-04,2018,4,0.7102195,88.15909,0.4617,0.75629,1.5108,110.3475,,,,,,,0.0,,,0.0,,,,0,0
356,112,United Kingdom,GBR,2018-05,2018,5,0.7431856,86.86818,0.4529,0.64355,1.5016,116.5558,,,,,,,0.0,,,0.0,,,,0,0
357,112,United Kingdom,GBR,2018-06,2018,6,0.7526105,86.56879,0.4507,0.63868,1.4229,116.1057,,,,,,,0.0,,,0.0,,,,0,0
358,112,United Kingdom,GBR,2018-07,2018,7,0.7594154,86.04163,0.4545,0.74619,1.3739,116.0167,,,,,,,0.0,,,0.0,,,,0,0
359,112,United Kingdom,GBR,2018-08,2018,8,0.776437,85.63268,0.6911,0.80519,1.3991,115.3089,,,,,,,0.0,,,0.0,,,,0,0
360,112,United Kingdom,GBR,2018-09,2018,9,0.765632,86.43262,0.7012,0.80093,1.5023,111.9961,,,,,,,0.0,,,0.0,,,,0,0
361,112,United Kingdom,GBR,2018-10,2018,10,0.7686204,86.76049,0.7011,0.80618,1.5462,108.2222,,,,,,,0.0,,,0.0,,,,0,0
362,112,United Kingdom,GBR,2018-11,2018,11,0.7752255,86.93649,0.7017,0.87483,1.4541,106.7632,,,,,,,0.0,,,0.0,,,,0,0
363,112,United Kingdom,GBR,2018-12,2018,12,0.7895305,85.48869,0.7026,0.90444,1.3125,102.8222,,,,,,,0.0,,,0.0,,,,0,0
364,112,United Kingdom,GBR,2019-01,2019,1,0.7757278,86.09026,0.7053,0.91822,1.3221,103.9577,,,,,,,0.0,,,0.0,,,,0,0
365,112,United Kingdom,GBR,2019-02,2019,2,0.7683075,87.09257,0.7061,0.87598,1.239,108.3783,,,,,,,0.0,,,0.0,,,,0,0
366,112,United Kingdom,GBR,2019-03,2019,3,0.7595824,88.24117,0.7053,0.84,1.19,109.2462,,,,,,,0.0,,,0.0,,,,0,0
367,112,United Kingdom,GBR,2019-04,2019,4,0.7673573,87.73316,0.7081,0.82,1.1906,112.7637,,,,,,,0.0,,,0.0,,,,0,0
368,112,United Kingdom,GBR,2019-05,2019,5,0.7786369,87.27836,0.7094,0.8,1.13,110.3894,,,,,,,0.0,,,0.0,,,,0,0
369,112,United Kingdom,GBR,2019-06,2019,6,0.788713,85.40994,0.7085,0.78,0.919,111.5929,,,,,,,0.0,,,0.0,,,,0,0
370,112,United Kingdom,GBR,2019-07,2019,7,0.8021478,83.98597,0.709,0.77,0.8304,114.4728,,,,,,,0.0,,,0.0,,,,0,0
371,112,United Kingdom,GBR,2019-08,2019,8,0.8226068,83.03136,0.7101,0.76,0.5776,109.1551,,,,,,,0.0,,,0.0,,,,0,0
372,112,United Kingdom,GBR,2019-09,2019,9,0.8094648,85.07305,0.7098,0.77,0.5981,110.9959,,,,,,,0.0,,,0.0,,,,0,0
373,112,United Kingdom,GBR,2019-10,2019,10,0.7910961,86.4892,0.7108,0.78,0.6373,109.4995,,,,,,,0.0,,,0.0,,,,0,0
374,112,United Kingdom,GBR,2019-11,2019,11,0.7761705,88.2499,0.7105,0.79,0.765,111.4263,,,,,,,0.0,,,0.0,,,,0,0
375,112,United Kingdom,GBR,2019-12,2019,12,0.7634959,89.09752,0.7101,0.79,0.8308,112.5802,,,,,,,0.0,,,0.0,,,,0,0
376,112,United Kingdom,GBR,2020-01,2020,1,0.7646204,88.53979,0.7113,0.74,0.7235,114.5953,,,,,,,0.0,,,0.0,,,,0,0
377,112,United Kingdom,GBR,2020-02,2020,2,0.771804,89.07488,0.7104,0.75,0.633,110.8974,,,,,,,0.0,,,0.0,,,,0,0
378,112,United Kingdom,GBR,2020-03,2020,3,0.8101496,85.56988,0.3192,0.53,0.4609,87.06705,,,,,,,0.0,,,0.0,,,,0,0
379,112,United Kingdom,GBR,2020-04,2020,4,0.8053545,87.52039,0.0659,0.65,0.3577,87.03309,,,,,,,0.0,,,0.0,,,,0,0
380,112,United Kingdom,GBR,2020-05,2020,5,0.8129914,86.3861,0.0674,0.33,0.2743,90.33038,,,,,,,0.0,,,0.0,,,,0,0
381,112,United Kingdom,GBR,2020-06,2020,6,0.7984986,85.65778,0.0646,0.19,0.278,94.69035,,,,,,,0.0,,,0.0,,,,0,0
382,112,United Kingdom,GBR,2020-07,2020,7,0.7881561,85.91027,0.0599,0.1,0.2094,93.51866,,,,,,,0.0,,,0.0,,,,0,0
383,112,United Kingdom,GBR,2020-08,2020,8,0.7613324,86.72449,0.0562,0.07,0.2717,92.02005,,,,,,,0.0,,,0.0,,,,0,0
384,112,United Kingdom,GBR,2020-09,2020,9,0.7720068,86.09303,0.0547,0.06,0.273,89.9651,,,,,,,0.0,,,0.0,,,,0,0
385,112,United Kingdom,GBR,2020-10,2020,10,0.77014,86.25245,0.0538,0.05,0.3058,88.72897,,,,,,,0.0,,,0.0,,,,0,0
386,112,United Kingdom,GBR,2020-11,2020,11,0.7570514,87.04665,0.0537,0.04,0.3836,94.35523,,,,,,,0.0,,,0.0,,,,0,0
387,112,United Kingdom,GBR,2020-12,2020,12,0.7445091,86.59718,0.0492,0.03,0.3224,98.82664,,,,,,,0.0,,,0.0,,,,0,0
388,112,United Kingdom,GBR,2021-01,2021,1,0.7334414,87.04762,0.0494,0.03,0.3672,101.4009,,,,,,,0.0,,,0.0,,,,,
389,112,United Kingdom,GBR,2021-02,2021,2,0.7210915,88.42645,0.0486,0.05,0.6222,99.82986,,,,,,,0.0,,,0.0,,,,,
390,112,United Kingdom,GBR,2021-03,2021,3,0.7215787,89.58178,0.0486,0.08,0.8456,101.8014,,,,,,,0.0,,,0.0,,,,,
391,112,United Kingdom,GBR,2021-04,2021,4,0.7223577,89.56044,0.0486,0.09,0.8515,104.7217,,,,,,,0.0,,,0.0,,,,,
392,112,United Kingdom,GBR,2021-05,2021,5,0.7097371,90.17228,0.0495,0.08,0.9058,106.4692,,,,,,,0.0,,,0.0,,,,,
393,112,United Kingdom,GBR,2021-06,2021,6,0.7131137,90.26897,0.0498,0.08,0.8549,107.6213,,,,,,,0.0,,,0.0,,,,,
394,112,United Kingdom,GBR,2021-07,2021,7,0.7242691,89.91837,0.0506,0.08,0.6979,106.8666,,,,,,,0.0,,,0.0,,,,,
395,112,United Kingdom,GBR,2021-08,2021,8,0.7248005,90.40022,0.0504,0.07,0.644,108.2514,,,,,,,0.0,,,0.0,,,,,
396,112,United Kingdom,GBR,2021-09,2021,9,0.7282555,89.92307,0.05,0.07,0.8023,107.1312,,,,,,,0.0,,,0.0,,,,,
397,128,Denmark,DNK,2000-01,2000,1,7.340665,97.80599,3.1547,3.716429,5.869,29.00437,-3318.7610863598734,0.0,-3318.7610863598734,-1.8866878372036335,0.0,-1.8866878372036335,,,,,,,0,1,1
398,128,Denmark,DNK,2000-02,2000,2,7.578262,97.17911,3.4249,3.933214,5.847,30.30514,-1107.7328902736074,12.476213398564294,-1095.256676875043,-0.6306711163998945,0.007103145082721515,-0.623567971317173,,,,,,,0,1,1
399,128,Denmark,DNK,2000-03,2000,3,7.715565,97.09702,3.6486,4.184783,5.65,32.45818,-801.9257217409124,-1.681787340121403,-803.6075090810339,-0.45724274212768135,-0.0009589230451460375,-0.45820166517282734,,,,,,,0,1,1
400,128,Denmark,DNK,2000-04,2000,4,7.866765,96.53001,3.8424,4.3245,5.574,31.236,-1256.8562247704322,-3.668167506190855,-1260.524392276623,-0.7177017780363092,-0.002094631262863062,-0.7197964092991722,,,,,,,0,1,1
401,128,Denmark,DNK,2000-05,2000,5,8.234131,95.86523,3.9739,4.701304,5.768,31.8918,117.91354352873054,-0.4985362086220846,117.41500732010846,0.06743243138455876,-0.0002851030312089266,0.06714732835334983,,,,,,,0,1,1
402,128,Denmark,DNK,2000-06,2000,6,7.851341,97.34735,4.5207,5.141136,5.67,32.26035,-1104.847142285728,0.007258307533902553,-1104.8398839781942,-0.6327832806948477,4.157077914047944e-06,-0.6327791236169337,,,,,,,0,1,1
403,128,Denmark,DNK,2000-07,2000,7,7.923433,96.98803,4.6875,5.775476,5.756,33.18173,-616.5301628108577,-0.003230940460142051,-616.5333937513179,-0.35363542702397,-1.853234566987246e-06,-0.353637280258537,,,,,,,0,1,1
404,128,Denmark,DNK,2000-08,2000,8,8.245922,95.65618,4.5763,5.6575,5.642,35.25753,-552.9055504594123,0.0010834748950969697,-552.9044669845173,-0.31761572457274717,6.224004508123798e-07,-0.3176151021722964,,,,,,,0,1,1
405,128,Denmark,DNK,2000-09,2000,9,8.56835,95.08333,4.911,6.097857,5.663,36.49055,-162.89837412084597,11.19849995172288,-151.6998741691231,-0.09371699979987928,0.00644260462020326,-0.08727439517967603,,,,,,,0,1,1
406,128,Denmark,DNK,2000-10,2000,10,8.708173,95.20232,5.2422,5.552955,5.57,37.34011,353.42272013468926,-0.009370654207600637,353.41334948048166,0.203632761084199,-5.399121450742558e-06,0.20362736196274825,,,,,,,0,1,1
407,128,Denmark,DNK,2000-11,2000,11,8.705895,95.23618,5.2517,5.496136,5.489,35.47297,-66.72693516211794,-0.398115484777378,-67.12505064689532,-0.038504093131300716,-0.00022972845471829316,-0.038733821586019006,,,,,,,0,1,1
408,128,Denmark,DNK,2000-12,2000,12,8.317835,95.82816,5.1471,5.385119,5.204,33.81314,576.337333244973,0.008729592742014347,576.3460628377151,0.3330703646894934,5.044907678985299e-06,0.3330754095971724,,,,,,,0,1,1
409,128,Denmark,DNK,2001-01,2001,1,7.951636,97.33525,5.1821,5.343544,5.088,35.51633,-1299.0442250441279,-0.039488794500073254,-1299.083713838628,-0.7522021456194156,-2.2865700318917365e-05,-0.7522250113197345,,,,,,,0,1,1
410,128,Denmark,DNK,2001-02,2001,2,8.096085,97.50021,5.158,5.272,5.062,35.64235,-138.27110158306135,0.007103787648091497,-138.26399779541327,-0.08022230160692581,4.12148445143047e-06,-0.08021818012247438,,,,,,,0,1,1
411,128,Denmark,DNK,2001-03,2001,3,8.168332,98.29471,5.2417,5.162159,4.945,32.61942,-407.79773288675017,-0.010264706550685787,-407.80799759330085,-0.23706271002138876,-5.9671228068245535e-06,-0.23706867714419558,,,,,,,0,1,1
412,128,Denmark,DNK,2001-04,2001,4,8.363835,97.15565,5.2004,5.112024,5.136,31.62216,-144.98705376392897,16.93819057333029,-128.0488631905987,-0.08445086277397797,0.009866017486477684,-0.07458484528750028,,,,,,,0,1,1
413,128,Denmark,DNK,2001-05,2001,5,8.527061,96.63103,5.0932,5.10913,5.348,33.05165,-10.772299553655358,5.499259686286877,-5.273039867368482,-0.006286970291635107,0.0032094987798533996,-0.0030774715117817073,,,,,,,0,1,1
414,128,Denmark,DNK,2001-06,2001,6,8.732724,96.13606,5.0875,4.964167,5.328,33.33484,185.51824493387613,6.3712620415627015,191.88950697543885,0.10848743294005955,0.003725789146635923,0.11221322208669549,,,,,,,0,1,1
415,128,Denmark,DNK,2001-07,2001,7,8.647819,96.6768,4.8838,4.932386,5.315,32.92293,293.06431425837366,-0.005752606469243915,293.0585616519044,0.17171857250259298,-3.3706914250803283e-06,0.1717152018111679,,,,,,,0,1,1
416,128,Denmark,DNK,2001-08,2001,8,8.275578,97.61036,4.9056,4.807717,5.12,32.09505,689.0633906182665,1.9529012277530455e-05,689.0634101472788,0.4045542287442917,1.1465627992491844e-08,0.4045542402099197,,,,,,,0,1,1
417,128,Denmark,DNK,2001-09,2001,9,8.16373,98.37261,4.4594,4.433375,5.113,27.9055,2450.0959838235863,0.011034222655183612,2450.1070180462416,1.4413372923474388,6.491189206457738e-06,1.4413437835366452,,,,,,,0,1,1
418,128,Denmark,DNK,2001-10,2001,10,8.209026,98.54498,3.9718,3.959565,4.858,27.78626,107.30967408873221,-0.0021018865604105486,107.3075722021718,0.06325401303729195,-1.23896341149244e-06,0.06325277407388046,,,,,,,0,1,1
419,128,Denmark,DNK,2001-11,2001,11,8.381864,97.47075,3.6704,3.701023,4.665,28.04099,38.92179117873719,-6.12597633850983,32.79581484022736,0.02298848981215207,-0.003618203078080616,0.019370286734071453,,,,,,,0,1,1
420,128,Denmark,DNK,2001-12,2001,12,8.332072,97.7825,3.4913,3.634881,4.972,27.95698,-253.24543316302385,5.665228090930327,-247.58020507209352,-0.14987507102752498,0.003352780944202573,-0.1465222900833224,,,,,,,0,1,1
421,128,Denmark,DNK,2002-01,2002,1,8.4105,97.63127,3.5384,3.632935,5.083,28.48271,2376.356887874804,-0.003076941634176933,2376.35381093317,1.406214454343898,-1.8207870304454423e-06,1.4062126335568674,,,,,,,0,1,1
