,ifscode,country,ISO,period,year,month,ctr_nomxr,ctr_rexr,ctr_irr,ctr_stir,ctr_ltir,ctr_spi,FXI_spot_proxy_USD_m,FXI_deriv_proxy_USD_m,FXI_broad_proxy_USD_m,FXI_spot_proxy_GDP_m,FXI_deriv_proxy_GDP_m,FXI_broad_proxy_GDP_m,FXI_spot_pub_USD_m,FXI_deriv_pub_USD_m,FXI_broad_pub_USD_m,FXI_spot_pub_GDP_m,FXI_deriv_pub_GDP_m,FXI_broad_pub_GDP_m,Sterilization_dummy,De_facto_EXR_regime,De_jure_EXR_regime
1685,156,Canada,CAN,2012-05,2012,5,1.009913,122.1533,1.0,1.179545,1.922273,81.09511,369.87495223667827,185.0,554.8749522366783,0.022301984961600026,0.011154762421587052,0.03345674738318708,0.0,,,0.0,,,1,0,0
1686,156,Canada,CAN,2012-06,2012,6,1.027762,120.1954,0.9984,1.160952,1.747619,80.17008,-2852.8434051638674,-78.0,-2930.8434051638674,-0.17072304415995074,-0.004667763193862112,-0.17539080735381285,0.0,,,0.0,,,1,0,0
1687,156,Canada,CAN,2012-07,2012,7,1.013864,121.8224,0.9974,1.16,1.656191,81.07572,218.3156251563969,131.0,349.3156251563969,0.012967287838388502,0.0077810037903240726,0.020748291628712577,0.0,,,0.0,,,1,0,0
1688,156,Canada,CAN,2012-08,2012,8,0.9925652,123.8254,0.999,1.16,1.826818,83.05807,214.090908285277,0.0,214.090908285277,0.01262225103662008,0.0,0.01262225103662008,0.0,,,0.0,,,1,0,0
1689,156,Canada,CAN,2012-09,2012,9,0.9783,124.6651,0.9991,1.16,1.837895,85.56171,188.03768645902113,-93.0,95.03768645902113,0.011004784137102734,-0.005442764926665871,0.005562019210436863,0.0,,,0.0,,,1,0,0
1690,156,Canada,CAN,2012-10,2012,10,0.9864783,123.5869,1.0024,1.16,1.811818,86.0667,-74.78047069797788,0.0,-74.78047069797788,-0.004344564991965698,0.0,-0.004344564991965698,0.0,,,0.0,,,1,0,0
1691,156,Canada,CAN,2012-11,2012,11,0.9968637,122.6005,0.9985,1.16,1.738095,84.82533,153.11788388930998,0.0,153.11788388930998,0.00883138039352764,0.0,0.00883138039352764,0.0,,,0.0,,,1,0,0
1692,156,Canada,CAN,2012-12,2012,12,0.9895715,122.5928,0.9982,1.16,1.767895,85.765,198.61656534978016,-99.0,99.61656534978016,0.011373273173817497,-0.005668983562499101,0.005704289611318396,0.0,,,0.0,,,1,0,0
1693,156,Canada,CAN,2013-01,2013,1,0.9917826,122.0263,1.0048,1.16,1.931364,88.2803,165.85545376872554,10.0,175.85545376872554,0.00946278520291546,0.0005705441086134369,0.010033329311528897,0.0,,,0.0,,,1,0,0
1694,156,Canada,CAN,2013-02,2013,2,1.01,120.5624,1.0072,1.16,1.967895,88.80955,1144.5665757068518,0.0,1144.5665757068518,0.06506616940371308,0.0,0.06506616940371308,0.0,,,0.0,,,1,0,0
1695,156,Canada,CAN,2013-03,2013,3,1.024095,119.2701,1.0065,1.16,1.8515,89.09897,1319.0097415560722,31.0,1350.0097415560722,0.07471242450318191,0.0017559272586313804,0.07646835176181328,0.0,,,0.0,,,1,0,0
1696,156,Canada,CAN,2013-04,2013,4,1.018636,119.664,1.0036,1.16,1.748636,85.77365,884.1314803695111,112.0,996.1314803695111,0.04989970503492555,0.006321194401511311,0.056220899436436864,0.0,,,0.0,,,1,0,0
1697,156,Canada,CAN,2013-05,2013,5,1.020524,119.8335,1.0063,1.16,1.901818,87.77636,-373.390929564545,-25.0,-398.390929564545,-0.020998428564164454,-0.0014059278695289403,-0.022404356433693394,0.0,,,0.0,,,1,0,0
1698,156,Canada,CAN,2013-06,2013,6,1.031325,118.4835,1.0067,1.162,2.2445,85.23157,-1845.2321344623479,-52.0,-1897.2321344623479,-0.10340023304469147,-0.0029138946899440474,-0.10631412773463551,0.0,,,0.0,,,1,0,0
1699,156,Canada,CAN,2013-07,2013,7,1.040265,117.6905,0.9998,1.167273,2.438182,86.92616,382.56131189083385,32.0,414.56131189083385,0.021361146758109673,0.001786789921022036,0.02314793667913171,0.0,,,0.0,,,1,0,0
1700,156,Canada,CAN,2013-08,2013,8,1.040477,117.3381,0.9978,1.17,2.611428,88.02386,248.40673357791155,0.0,248.40673357791155,0.0138211881168486,0.0,0.0138211881168486,0.0,,,0.0,,,1,0,0
1701,156,Canada,CAN,2013-09,2013,9,1.035224,117.8294,0.9948,1.168,2.698,89.34368,531.9982556057919,-116.0,415.9982556057919,0.029495527846979053,-0.006431376784033801,0.02306415106294525,0.0,,,0.0,,,1,0,0
1702,156,Canada,CAN,2013-10,2013,10,1.036674,117.0628,0.9994,1.166818,2.518182,91.01359,-270.43939351877725,100.0,-170.43939351877725,-0.014941193208867384,0.005524784320236238,-0.009416408888631144,0.0,,,0.0,,,1,0,0
1703,156,Canada,CAN,2013-11,2013,11,1.048967,116.1336,0.9997,1.17,2.5585,93.42351,659.0160499569757,0.0,659.0160499569757,0.03628156900011342,0.0,0.03628156900011342,0.0,,,0.0,,,1,0,0
1704,156,Canada,CAN,2013-12,2013,12,1.063541,114.1448,1.0012,1.169,2.6735,93.14001,-63.258248067208214,-100.0,-163.25824806720823,-0.0034704621000529122,-0.005486181179671222,-0.008956643279724135,0.0,,,0.0,,,1,0,0
1705,156,Canada,CAN,2014-01,2014,1,1.093487,111.214,0.9993,1.17,2.534091,95.7065,715.3177119318174,62.0,777.3177119318174,0.039236196840840676,0.0034007884378571026,0.04263698527869778,0.0,,,0.0,,,1,0,0
1706,156,Canada,CAN,2014-02,2014,2,1.105675,110.5042,0.9945,1.17,2.42,97.41881,3677.8559022607024,99.0,3776.8559022607024,0.2016974609237743,0.005429263451887744,0.20712672437566207,0.0,,,0.0,,,1,0,0
1707,156,Canada,CAN,2014-03,2014,3,1.110686,110.0261,0.998,1.17,2.454286,99.59733,-622.8786137853333,-14.0,-636.8786137853333,-0.03415285013356996,-0.0007676293442862752,-0.03492047947785623,0.0,,,0.0,,,1,0,0
1708,156,Canada,CAN,2014-04,2014,4,1.099123,111.1415,0.9978,1.17,2.444762,100.7263,511.62571169584095,60.0,571.6257116958409,0.02804747185954823,0.0032892176313713863,0.03133668949091962,0.0,,,0.0,,,1,0,0
1709,156,Canada,CAN,2014-05,2014,5,1.088709,112.4044,0.9978,1.177619,2.315238,102.0304,691.7160554253333,-152.0,539.7160554253333,0.037912904557377794,-0.00833110847655246,0.029581796080825336,0.0,,,0.0,,,1,0,0
1710,156,Canada,CAN,2014-06,2014,6,1.082581,113.0709,0.9988,1.174286,2.298571,104.3338,-2260.8719164952586,-100.0,-2360.8719164952586,-0.12389478271731388,-0.005479955844175912,-0.1293747385614898,0.0,,,0.0,,,1,0,0
1711,156,Canada,CAN,2014-07,2014,7,1.073735,113.7732,0.999,1.17,2.194546,106.4434,160.11501618486213,252.0,412.11501618486216,0.008772573102879488,0.013806877547158116,0.022579450650037608,0.0,,,0.0,,,1,0,0
1712,156,Canada,CAN,2014-08,2014,8,1.092214,112.2116,0.9976,1.17,2.062,107.2668,348.27641575322906,0.0,348.27641575322906,0.019078177604160137,0.0,0.019078177604160137,0.0,,,0.0,,,1,0,0
1713,156,Canada,CAN,2014-09,2014,9,1.100714,111.8523,0.9979,1.17,2.180952,107.1606,-428.89571528362717,-12.0,-440.89571528362717,-0.02348996842675968,-0.0006572218165777436,-0.024147190243337422,0.0,,,0.0,,,1,0,0
1714,156,Canada,CAN,2014-10,2014,10,1.12167,110.4088,1.0024,1.17,2.010455,100.7782,143.20367937291837,0.0,143.20367937291837,0.007841566355405245,0.0,0.007841566355405245,0.0,,,0.0,,,1,0,0
1715,156,Canada,CAN,2014-11,2014,11,1.133365,109.7832,1.0,1.175263,2.003158,103.387,411.9265906926565,12.0,423.9265906926565,0.02255206985133666,0.0006569734616087371,0.023209043312945394,0.0,,,0.0,,,1,0,0
1716,156,Canada,CAN,2014-12,2014,12,1.15437,108.039,1.0114,1.188571,1.851905,100.1089,1237.3692851519156,-182.0,1055.3692851519156,0.06773043468567665,-0.009962215209891634,0.05776821947578502,0.0,,,0.0,,,1,0,0
1717,156,Canada,CAN,2015-01,2015,1,1.209941,103.8962,0.7502,1.122857,1.525714,100.9038,1241.5905942520626,0.0,1241.5905942520626,0.06824358356021296,0.0,0.06824358356021296,0.0,,,0.0,,,0,0,0
1718,156,Canada,CAN,2015-02,2015,2,1.249695,101.3363,0.7595,0.8863158,1.379474,105.7285,191.29587646377655,0.0,191.29587646377655,0.010558333597490104,0.0,0.010558333597490104,0.0,,,0.0,,,1,0,0
1719,156,Canada,CAN,2015-03,2015,3,1.261205,101.3144,0.7558,0.8936363,1.421364,104.0623,3845.0640053693223,-167.0,3678.0640053693223,0.21311167873803452,-0.00925593183872978,0.20385574689930475,0.0,,,0.0,,,1,0,0
1720,156,Canada,CAN,2015-04,2015,4,1.234136,103.0964,0.7473,0.8961905,1.410952,106.6098,-970.5031411251073,0.0,-970.5031411251073,-0.054015964522728256,0.0,-0.054015964522728256,0.0,,,0.0,,,1,0,0
1721,156,Canada,CAN,2015-05,2015,5,1.2177,104.342,0.727,0.89,1.744,105.4901,75.79195518409708,0.0,75.79195518409708,0.004236210047231411,0.0,0.004236210047231411,0.0,,,0.0,,,1,0,0
1722,156,Canada,CAN,2015-06,2015,6,1.235764,102.9341,0.7464,0.89,1.78,103.4648,-1399.1238836429548,21.0,-1378.1238836429548,-0.07853214644550754,0.0011787198364891288,-0.07735342660901842,0.0,,,0.0,,,1,0,0
1723,156,Canada,CAN,2015-07,2015,7,1.2848,99.38988,0.5019,0.7404546,1.569546,100.7142,845.5348808341605,124.0,969.5348808341605,0.04766148290639671,0.0069896866638578786,0.054651169570254586,0.0,,,0.0,,,0,0,0
1724,156,Canada,CAN,2015-08,2015,8,1.314019,97.62011,0.5026,0.61,1.3915,97.85998,323.2856558934876,72.0,395.2856558934876,0.018301009722781092,0.004075877404453633,0.022376887127234724,0.0,,,0.0,,,1,0,0
1725,156,Canada,CAN,2015-09,2015,9,1.326641,96.75346,0.5002,0.6519048,1.481429,93.99223,316.3517273726403,-34.0,282.3517273726403,0.017985369183007877,-0.001932983130204187,0.016052386052803687,0.0,,,0.0,,,1,0,0
1726,156,Canada,CAN,2015-10,2015,10,1.306218,98.16837,0.4991,0.7147619,1.463333,95.97256,1006.2266003593313,38.0,1044.2266003593313,0.05745310122977703,0.0021697079424772545,0.059622809172254286,0.0,,,0.0,,,1,0,0
1727,156,Canada,CAN,2015-11,2015,11,1.327462,97.20087,0.4967,0.7585,1.6335,93.61954,72.77217917720047,0.0,72.77217917720047,0.004173108455063636,0.0,0.004173108455063636,0.0,,,0.0,,,1,0,0
1728,156,Canada,CAN,2015-12,2015,12,1.371704,93.94799,0.5242,0.8171428,1.459524,91.58231,993.6679522199443,-34.0,959.6679522199443,0.057229549647645796,-0.001958204130135075,0.055271345517510714,0.0,,,0.0,,,1,0,0
1729,156,Canada,CAN,2016-01,2016,1,1.420714,91.29614,0.5153,0.7965,1.258,86.42041,1023.018024870703,0.0,1023.018024870703,0.05922180288920985,0.0,0.05922180288920985,0.0,,,0.0,,,1,0,0
1730,156,Canada,CAN,2016-02,2016,2,1.379186,93.82895,0.4991,0.799,1.1245,88.01437,-227.81857186415903,0.0,-227.81857186415903,-0.013256172793435293,0.0,-0.013256172793435293,0.0,,,0.0,,,1,0,0
1731,156,Canada,CAN,2016-03,2016,3,1.32117,97.80717,0.4981,0.8,1.268182,93.31869,-352.4372193235558,0.0,-352.4372193235558,-0.020613560248441878,0.0,-0.020613560248441878,0.0,,,0.0,,,1,0,0
1732,156,Canada,CAN,2016-04,2016,4,1.281762,100.3122,0.5005,0.8361905,1.33619,95.19677,1480.650278110822,86.0,1566.650278110822,0.08705176465480327,0.005056191776673373,0.09210795643147665,0.0,,,0.0,,,1,0,0
1733,156,Canada,CAN,2016-05,2016,5,1.295077,99.61691,0.4974,0.8366666,1.35,96.62364,848.9804628077692,76.0,924.9804628077692,0.050175116147400424,0.004491633193290412,0.05466674934069084,0.0,,,0.0,,,1,0,0
1734,156,Canada,CAN,2016-06,2016,6,1.2887,100.2035,0.5035,0.8277273,1.168182,97.93118,-764.1181290396171,0.0,-764.1181290396171,-0.04539715937091139,0.0,-0.04539715937091139,0.0,,,0.0,,,1,0,0
1735,156,Canada,CAN,2016-07,2016,7,1.303962,99.18613,0.5078,0.8105,1.051,100.6193,-539.5524045747311,0.0,-539.5524045747311,-0.03222487923226769,0.0,-0.03222487923226769,0.0,,,0.0,,,1,0,0
1736,156,Canada,CAN,2016-08,2016,8,1.299596,98.97778,0.4926,0.82,1.042727,102.3534,837.9594491793287,0.0,837.9594491793287,0.05031324093311518,0.0,0.05031324093311518,0.0,,,0.0,,,1,0,0
1737,156,Canada,CAN,2016-09,2016,9,1.309723,98.18019,0.4969,0.8109524,1.08619,102.1077,299.68380166819003,0.0,299.68380166819003,0.018089911727709396,0.0,0.018089911727709396,0.0,,,0.0,,,1,0,0
1738,156,Canada,CAN,2016-10,2016,10,1.325457,97.41156,0.4883,0.816,1.1665,102.5932,352.9800557791468,0.0,352.9800557791468,0.02142148763677869,0.0,0.02142148763677869,0.0,,,0.0,,,1,0,0
1739,156,Canada,CAN,2016-11,2016,11,1.344186,96.42627,0.4893,0.82,1.437619,103.3672,710.9805984519164,0.0,710.9805984519164,0.04338064644602512,0.0,0.04338064644602512,0.0,,,0.0,,,1,0,0
1740,156,Canada,CAN,2016-12,2016,12,1.335377,97.37124,0.4936,0.823,1.732,106.4306,-115.90946440553623,0.0,-115.90946440553623,-0.007110639186432251,0.0,-0.007110639186432251,0.0,,,0.0,,,1,0,0
1741,156,Canada,CAN,2017-01,2017,1,1.320645,98.69382,0.4885,0.872381,1.722381,107.9394,1452.3032468433548,0.0,1452.3032468433548,0.08933192532906672,0.0,0.08933192532906672,0.0,,,0.0,,,1,0,0
1742,156,Canada,CAN,2017-02,2017,2,1.31089,98.90579,0.4887,0.8768421,1.702105,109.1398,-2642.930418554231,-307.0,-2949.930418554231,-0.16300385040116927,-0.018934354730584874,-0.18193820513175413,0.0,,,0.0,,,1,0,0
1743,156,Canada,CAN,2017-03,2017,3,1.338348,96.80466,0.5003,0.8456522,1.714348,108.2026,267.6343773814772,-580.0,-312.3656226185228,0.01655083466984922,-0.03586790382623291,-0.01931706915638369,0.0,,,0.0,,,1,0,0
1744,156,Canada,CAN,2017-04,2017,4,1.34378,96.30985,0.4953,0.8431579,1.523158,109.0509,1158.1281727030532,-10.0,1148.1281727030532,0.07181309377292129,-0.0006200789814594583,0.07119301479146183,0.0,,,0.0,,,1,0,0
1745,156,Canada,CAN,2017-05,2017,5,1.36043,94.87872,0.4886,0.7977273,1.513182,107.9957,186.0992530872357,-15.0,171.0992530872357,0.011570811091584985,-0.0009326322566830291,0.010638178834901956,0.0,,,0.0,,,1,0,0
1746,156,Canada,CAN,2017-06,2017,6,1.329805,96.60042,0.4941,0.8286363,1.502727,106.7628,-1310.9972265923575,-9.0,-1319.9972265923575,-0.08173278188195096,-0.0005610957994545668,-0.08229387768140552,0.0,,,0.0,,,1,0,0
1747,156,Canada,CAN,2017-07,2017,7,1.270248,100.8404,0.7414,1.123,1.908,105.6894,-585.7638827256162,-19.0,-604.7638827256162,-0.036618084505475455,-0.0011877543599422195,-0.037805838865417676,0.0,,,0.0,,,0,0,0
1748,156,Canada,CAN,2017-08,2017,8,1.260622,100.9605,0.7473,1.198636,1.883636,105.4141,-152.72975616156162,-3.0,-155.72975616156162,-0.009573669302775152,-0.00018805116062611666,-0.00976172046340127,0.0,,,0.0,,,1,0,0
1749,156,Canada,CAN,2017-09,2017,9,1.228791,103.1002,0.9941,1.321,2.0495,106.5621,-866.9503972551769,4.0,-862.9503972551769,-0.05449215318716603,0.00025141993525669675,-0.054240733251909326,0.0,,,0.0,,,0,0,0
1750,156,Canada,CAN,2017-10,2017,10,1.260209,101.0572,0.9955,1.329048,2.050952,110.3385,-555.0449692230891,8.0,-547.0449692230891,-0.03498292242019263,0.0005042174866538708,-0.03447870493353876,0.0,,,0.0,,,1,0,0
1751,156,Canada,CAN,2017-11,2017,11,1.276495,100.0609,0.9916,1.328095,1.918571,111.8084,2844.661632999271,-12.0,2832.661632999271,0.17978356530944312,-0.0007584040079447544,0.17902516130149837,0.0,,,0.0,,,1,0,0
1752,156,Canada,CAN,2017-12,2017,12,1.276943,99.46041,0.997,1.372105,1.915263,112.2785,-585.9154566054717,-4.0,-589.9154566054717,-0.0371320616789389,-0.00025349774449757794,-0.03738555942343648,0.0,,,0.0,,,1,0,0
1753,156,Canada,CAN,2018-01,2018,1,1.243252,101.6397,1.2461,1.552727,2.198182,113.464,-1102.8543717184764,-19.0,-1121.8543717184764,-0.06968570843258319,-0.0012005469572160911,-0.07088625538979929,0.0,,,0.0,,,0,0,0
1754,156,Canada,CAN,2018-02,2018,2,1.25839,100.1822,1.2367,1.547895,2.324211,107.6199,476.4757589591843,10.0,486.4757589591843,0.03001799044127816,0.0006300003699422105,0.030647990811220372,0.0,,,0.0,,,1,0,0
1755,156,Canada,CAN,2018-03,2018,3,1.293,97.69127,1.2457,1.59619,2.188571,107.9901,-3868.2133487171077,549.0,-3319.2133487171077,-0.24297985424429222,0.034485155795338215,-0.20849469844895402,0.0,,,0.0,,,1,0,0
1756,156,Canada,CAN,2018-04,2018,4,1.273257,99.2714,1.2461,1.639048,2.249048,107.2621,-182.1834067753536,0.0,-182.1834067753536,-0.01141015324884784,0.0,-0.01141015324884784,0.0,,,0.0,,,1,0,0
1757,156,Canada,CAN,2018-05,2018,5,1.287135,98.88684,1.2434,1.65,2.375455,111.3948,-711.5747859949785,0.0,-711.5747859949785,-0.0444354686387202,0.0,-0.0444354686387202,0.0,,,0.0,,,1,0,0
1758,156,Canada,CAN,2018-06,2018,6,1.31239,97.41785,1.2464,1.65,2.209048,113.3493,1235.4494086571638,-398.0,837.4494086571638,0.07692446038878237,-0.024781213233176818,0.05214324715560555,0.0,,,0.0,,,1,0,0
1759,156,Canada,CAN,2018-07,2018,7,1.313182,98.06428,1.4948,1.796191,2.187143,114.5507,-11.852391790983646,386.0,374.14760820901637,-0.0007358333571949417,0.023964080911779862,0.02322824755458492,0.0,,,0.0,,,0,0,0
1760,156,Canada,CAN,2018-08,2018,8,1.303865,98.91447,1.4961,1.842727,2.295455,113.9279,-563.0748520010475,0.0,-563.0748520010475,-0.03485597727876454,0.0,-0.03485597727876454,0.0,,,0.0,,,1,0,0
1761,156,Canada,CAN,2018-09,2018,9,1.303745,98.45402,1.4979,1.874737,2.353684,112.5069,-252.8626356717063,0.0,-252.8626356717063,-0.015607635403495253,0.0,-0.015607635403495253,0.0,,,0.0,,,1,0,0
1762,156,Canada,CAN,2018-10,2018,10,1.300635,99.00724,1.7476,2.013182,2.488636,107.8389,1952.1718384211506,0.0,1952.1718384211506,0.12014769687563906,0.0,0.12014769687563906,0.0,,,0.0,,,1,0,0
1763,156,Canada,CAN,2018-11,2018,11,1.320064,97.62193,1.7473,2.131905,2.407619,105.6134,-391.32709163746387,0.0,-391.32709163746387,-0.024015182658409243,0.0,-0.024015182658409243,0.0,,,0.0,,,1,0,0
1764,156,Canada,CAN,2018-12,2018,12,1.344681,95.88416,1.7516,2.192631,2.057895,100.9393,1218.9854403147965,4.0,1222.9854403147965,0.07459275803556088,0.00024476997203936316,0.07483752800760024,0.0,,,0.0,,,1,0,0
1765,156,Canada,CAN,2019-01,2019,1,1.331583,96.43722,1.7462,2.142984,1.953636,104.6165,3258.23114763051,8.0,3266.23114763051,0.19865084559531113,0.00048775138802482177,0.19913859698333594,0.0,,,0.0,,,1,0,0
1766,156,Canada,CAN,2019-02,2019,2,1.32086,97.42793,1.7455,1.988763,1.907368,110.2759,-3404.014235107179,0.0,-3404.014235107179,-0.206783590418908,0.0,-0.206783590418908,0.0,,,0.0,,,1,0,0
1767,156,Canada,CAN,2019-03,2019,3,1.336819,96.5826,1.7461,1.862238,1.712381,112.4168,-1040.1056093554455,0.0,-1040.1056093554455,-0.06295410804005228,0.0,-0.06295410804005228,0.0,,,0.0,,,1,0,0
1768,156,Canada,CAN,2019-04,2019,4,1.337791,96.56441,1.7459,1.863494,1.724286,114.9087,2740.0129420137287,0.0,2740.0129420137287,0.165244455460196,0.0,0.165244455460196,0.0,,,0.0,,,1,0,0
1769,156,Canada,CAN,2019-05,2019,5,1.345943,96.61086,1.745,1.87211,1.664545,113.8178,-501.0036456803965,0.0,-501.0036456803965,-0.03010568311581169,0.0,-0.03010568311581169,0.0,,,0.0,,,1,0,0
1770,156,Canada,CAN,2019-06,2019,6,1.32873,97.49009,1.7429,1.842199,1.4625,113.8331,-291.2686810470472,0.0,-291.2686810470472,-0.01743975334414145,0.0,-0.01743975334414145,0.0,,,0.0,,,1,0,0
1771,156,Canada,CAN,2019-07,2019,7,1.310043,99.16335,1.7469,1.839895,1.519091,115.1347,-302.6704220567596,0.0,-302.6704220567596,-0.018057643368830083,0.0,-0.018057643368830083,0.0,,,0.0,,,1,0,0
1772,156,Canada,CAN,2019-08,2019,8,1.327509,98.24936,1.7481,1.840029,1.205238,113.2873,376.75078983573303,0.0,376.75078983573303,0.02239728374844851,0.0,0.02239728374844851,0.0,,,0.0,,,1,0,0
1773,156,Canada,CAN,2019-09,2019,9,1.324309,98.07442,1.7454,1.832785,1.364,116.2679,-609.3148430410947,0.0,-609.3148430410947,-0.03609429315540141,0.0,-0.03609429315540141,0.0,,,0.0,,,1,0,0
1774,156,Canada,CAN,2019-10,2019,10,1.319013,98.32053,1.7472,1.844795,1.449546,114.3991,-731.6711010125421,0.0,-731.6711010125421,-0.04318906091686058,0.0,-0.04318906091686058,0.0,,,0.0,,,1,0,0
1775,156,Canada,CAN,2019-11,2019,11,1.323805,97.69724,1.7487,1.845125,1.4995,118.0409,-124.60468366607739,0.0,-124.60468366607739,-0.007329236497104324,0.0,-0.007329236497104324,0.0,,,0.0,,,1,0,0
1776,156,Canada,CAN,2019-12,2019,12,1.317036,98.01646,1.7479,1.90931,1.6045,118.7978,-298.4435056343629,0.0,-298.4435056343629,-0.017492762772726485,0.0,-0.017492762772726485,0.0,,,0.0,,,1,0,0
1777,156,Canada,CAN,2020-01,2020,1,1.308244,98.4026,1.7487,1.912474,1.492273,121.1244,952.1418513062315,0.0,952.1418513062315,0.05580970383806797,0.0,0.05580970383806797,0.0,,,0.0,,,1,0,0
1778,156,Canada,CAN,2020-02,2020,2,1.3284,97.49609,1.7485,1.802298,1.294737,122.4475,722.0017679918295,0.0,722.0017679918295,0.04232121364320427,0.0,0.04232121364320427,0.0,,,0.0,,,1,0,0
1779,156,Canada,CAN,2020-03,2020,3,1.39525,93.25527,0.7406,1.268552,0.8190909,95.94145,-1751.3921728116632,0.0,-1751.3921728116632,-0.10266325900579588,0.0,-0.10266325900579588,0.0,,,0.0,,,1,0,0
1780,156,Canada,CAN,2020-04,2020,4,1.405677,93.06378,0.2341,0.4828462,0.6571429,98.16383,990.0203008903845,0.0,990.0203008903845,0.058034671758730796,0.0,0.058034671758730796,0.0,,,0.0,,,1,0,0
1781,156,Canada,CAN,2020-05,2020,5,1.397562,93.8306,0.2379,0.3459205,0.551,103.8505,-323.3233619520275,0.0,-323.3233619520275,-0.018953626088183104,0.0,-0.018953626088183104,0.0,,,0.0,,,1,0,0
1782,156,Canada,CAN,2020-06,2020,6,1.355032,96.4361,0.2327,0.3055641,0.5613636,107.9628,-291.1107722036893,0.0,-291.1107722036893,-0.017065746483450613,0.0,-0.017065746483450613,0.0,,,0.0,,,1,0,0
1783,156,Canada,CAN,2020-07,2020,7,1.350413,96.10621,0.2407,0.2829986,0.5163636,111.0523,1105.812984503753,0.0,1105.812984503753,0.06482768149278682,0.0,0.06482768149278682,0.0,,,0.0,,,1,0,0
1784,156,Canada,CAN,2020-08,2020,8,1.323071,97.11471,0.2337,0.25565,0.5635,115.52,-639.0268380104853,0.0,-639.0268380104853,-0.03746361606992193,0.0,-0.03746361606992193,0.0,,,0.0,,,1,0,0
1785,156,Canada,CAN,2020-09,2020,9,1.322177,96.81339,0.2181,0.2514162,0.5595238,113.2146,793.3889634954173,0.0,793.3889634954173,0.04651451988112176,0.0,0.04651451988112176,0.0,,,0.0,,,1,0,0
1786,156,Canada,CAN,2020-10,2020,10,1.321114,97.11137,0.2337,0.2452181,0.6028572,113.2708,764.6736522379713,0.0,764.6736522379713,0.04483222632149661,0.0,0.04483222632149661,0.0,,,0.0,,,1,0,0
1787,156,Canada,CAN,2020-11,2020,11,1.306576,97.939,0.2336,0.237422,0.6885,116.7689,-204.20330601112607,0.0,-204.20330601112607,-0.011972607384914761,0.0,-0.011972607384914761,0.0,,,0.0,,,1,0,0
1788,156,Canada,CAN,2020-12,2020,12,1.281009,98.86404,0.1741,0.235101,0.7309524,122.2525,-2039.727356525258,0.0,-2039.727356525258,-0.1195941359275832,0.0,-0.1195941359275832,0.0,,,0.0,,,1,0,0
1789,156,Canada,CAN,2021-01,2021,1,1.272443,99.4721,0.1826,0.1978955,0.8055,124.2181,8.097509890328183,0.0,8.097509890328183,0.0004726504696607718,0.0,0.0004726504696607718,0.0,,,0.0,,,1,,
1790,156,Canada,CAN,2021-02,2021,2,1.26992,99.77753,0.2143,0.1783747,1.099474,127.3483,1627.0893486690452,0.0,1627.0893486690452,0.09454957033162675,0.0,0.09454957033162675,0.0,,,0.0,,,1,,
1791,156,Canada,CAN,2021-03,2021,3,1.257374,101.3379,0.1529,0.1873117,1.496522,130.1205,-1078.9972336984315,0.0,-1078.9972336984315,-0.06242185508113843,0.0,-0.06242185508113843,0.0,,,0.0,,,1,,
1792,156,Canada,CAN,2021-04,2021,4,1.249905,101.7465,0.1669,0.1818125,1.516191,133.6261,577.3250245768036,0.0,577.3250245768036,0.03325166985620699,0.0,0.03325166985620699,0.0,,,0.0,,,1,,
1793,156,Canada,CAN,2021-05,2021,5,1.212333,104.3631,0.1872,0.182691,1.524,135.6217,4120.787657582505,0.0,4120.787657582505,0.23629717535727657,0.0,0.23629717535727657,0.0,,,0.0,,,1,,
1794,156,Canada,CAN,2021-06,2021,6,1.221864,103.2991,0.1873,0.1855759,1.425,140.2464,-719.1939276207581,0.0,-719.1939276207581,-0.04105990384955636,0.0,-0.04105990384955636,0.0,,,0.0,,,1,,
1795,156,Canada,CAN,2021-07,2021,7,1.252268,101.4485,0.193,0.2037867,1.251429,140.6317,-943.6034483973561,0.0,-943.6034483973561,-0.053636865403117615,0.0,-0.053636865403117615,0.0,,,0.0,,,1,,
1796,156,Canada,CAN,2021-08,2021,8,1.259677,100.9439,0.2026,0.21185,1.191905,142.6497,1645.8941835640053,0.0,1645.8941835640053,0.09315067222043841,0.0,0.09315067222043841,0.0,,,0.0,,,1,,
1797,156,Canada,CAN,2021-09,2021,9,1.266745,100.3261,0.1824,0.2215805,1.263,143.1405,3364.8757895736185,0.0,3364.8757895736185,0.1896144893268441,0.0,0.1896144893268441,0.0,,,0.0,,,1,,
1798,156,Canada,CAN,2021-10,2021,10,1.2439,102.3833,0.2025,0.2301405,1.597,144.7816,323.05929252465603,0.0,323.05929252465603,0.018126386603267694,0.0,0.018126386603267694,,,,,,,1,,
1799,156,Canada,CAN,2021-11,2021,11,1.256445,101.306,0.2078,0.2593452,1.685714,149.5152,-1756.8835741709706,0.0,-1756.8835741709706,-0.0981536711965996,0.0,-0.0981536711965996,,,,,,,1,,
1800,156,Canada,CAN,2021-12,2021,12,1.279578,99.26781,0.1274,0.2705824,1.45,146.0664,1095.1053004688874,0.0,1095.1053004688874,0.06092029386381764,0.0,0.06092029386381764,,,,,,,1,,
